payment_id,account_id,payment_timestamp,amount,payment_status,payment_method,reported_channel
PAY000000870,A004059,2025-09-07 12:00:00,1653.71,FAILED,BANK,AI Voice
PAY000000871,A000861,2026-08-19 09:00:00,10628.42,FAILED,CASH,Field
PAY000000872,A002868,2025-11-23 10:00:00,7925.63,SUCCESS,UPI,Field
PAY000000873,A004178,2026-02-03 16:00:00,12097.52,SUCCESS,CARD,AI Voice
PAY000000874,A003965,2025-12-14 13:00:00,13856.91,FAILED,CASH,Human
PAY000000875,A000036,2026-01-18 10:00:00,2433.86,SUCCESS,CARD,Human
PAY000000876,A002427,2025-10-25 19:00:00,15768.83,FAILED,CARD,Human
PAY000000877,A002761,2026-01-03 07:00:00,14914.13,SUCCESS,UPI,Self_Pay
PAY000000878,A000951,2026-03-19 12:00:00,11443.32,FAILED,BANK,Field
PAY000000879,A002204,2025-12-20 11:00:00,9789.47,SUCCESS,CARD,Field
PAY000000880,A002298,2026-05-08 08:00:00,8467.07,SUCCESS,CARD,Field
PAY000000881,A002076,2025-10-27 18:00:00,5940.0,FAILED,BANK,Human
PAY000000882,A000655,2026-03-20 18:00:00,9341.98,FAILED,BANK,Human
PAY000000883,A000379,2026-04-10 18:00:00,9266.64,SUCCESS,CASH,Self_Pay
PAY000000884,A000468,2025-09-19 11:00:00,6162.73,FAILED,CASH,Field
PAY000000885,A001756,2026-05-17 17:00:00,9927.9,SUCCESS,CARD,Field
PAY000000886,A002106,2026-08-10 18:00:00,3439.23,SUCCESS,CASH,AI Voice
PAY000000887,A003901,2026-02-13 11:00:00,4655.04,FAILED,UPI,AI Voice
PAY000000888,A000414,2026-03-24 19:00:00,3892.36,SUCCESS,CASH,Human
PAY000000889,A002737,2026-07-21 17:00:00,6835.1,SUCCESS,CASH,Human
PAY000000890,A003164,2025-10-15 07:00:00,10607.12,FAILED,CASH,WhatsApp
PAY000000891,A004034,2026-06-17 18:00:00,13667.22,SUCCESS,CASH,Self_Pay
PAY000000892,A001517,2026-04-04 18:00:00,1597.7,FAILED,CASH,Human
PAY000000893,A001701,2026-04-03 10:00:00,15042.14,SUCCESS,CASH,AI Voice
PAY000000894,A002374,2025-10-21 12:00:00,10660.72,SUCCESS,CARD,WhatsApp
PAY000000895,A001668,2026-01-22 17:00:00,2071.85,SUCCESS,UPI,Field
PAY000000896,A000608,2026-04-10 09:00:00,13919.77,SUCCESS,BANK,AI Voice
PAY000000897,A003515,2026-01-24 14:00:00,10535.62,SUCCESS,BANK,WhatsApp
PAY000000898,A002045,2026-07-27 21:00:00,12458.36,SUCCESS,CARD,WhatsApp
PAY000000899,A002905,2025-12-15 18:00:00,15005.66,FAILED,CASH,WhatsApp
PAY000000900,A000621,2026-04-26 11:00:00,3896.15,FAILED,BANK,Human
PAY000000901,A003005,2025-11-04 17:00:00,14556.74,SUCCESS,BANK,Field
PAY000000902,A003648,2025-09-20 14:00:00,5993.02,SUCCESS,UPI,AI Voice
PAY000000903,A001859,2026-03-16 11:00:00,6987.82,SUCCESS,UPI,AI Voice
PAY000000904,A001681,2026-01-26 14:00:00,9348.49,SUCCESS,UPI,Self_Pay
PAY000000905,A002933,2026-08-16 11:00:00,7812.87,SUCCESS,BANK,WhatsApp
PAY000000906,A003704,2025-10-18 20:00:00,10193.0,SUCCESS,BANK,Field
PAY000000907,A004027,2026-06-15 14:00:00,3312.71,SUCCESS,CASH,WhatsApp
PAY000000908,A002398,2025-10-16 15:00:00,14493.13,SUCCESS,CARD,Self_Pay
PAY000000909,A001807,2026-01-08 18:00:00,11776.0,SUCCESS,CASH,WhatsApp
PAY000000910,A001795,2026-05-16 09:00:00,2991.72,SUCCESS,CASH,AI Voice
PAY000000911,A001324,2025-10-22 21:00:00,3828.78,SUCCESS,CARD,Field
PAY000000912,A001922,2026-03-11 15:00:00,1063.41,SUCCESS,CASH,Field
PAY000000913,A001410,2026-08-07 18:00:00,1496.08,SUCCESS,CARD,AI Voice
PAY000000914,A002054,2026-02-27 11:00:00,11783.8,SUCCESS,CASH,WhatsApp
PAY000000915,A002938,2026-01-25 11:00:00,14483.5,SUCCESS,CASH,AI Voice
PAY000000916,A003339,2025-12-25 19:00:00,4199.21,FAILED,CASH,WhatsApp
PAY000000917,A000043,2026-02-12 18:00:00,7142.0,SUCCESS,BANK,Human
PAY000000918,A002194,2025-12-25 10:00:00,8559.23,SUCCESS,CASH,Field
PAY000000919,A001276,2026-04-27 13:00:00,12747.42,FAILED,UPI,Self_Pay
PAY000000920,A002862,2026-08-26 17:00:00,9882.27,SUCCESS,CARD,WhatsApp
PAY000000921,A003284,2026-02-06 17:00:00,15801.65,SUCCESS,CARD,AI Voice
PAY000000922,A001821,2026-08-25 16:00:00,6430.95,FAILED,UPI,AI Voice
PAY000000923,A002107,2026-01-15 11:00:00,4376.89,SUCCESS,CASH,AI Voice
PAY000000924,A000942,2026-06-12 14:00:00,11573.12,SUCCESS,BANK,Self_Pay
PAY000000925,A003518,2026-07-13 10:00:00,9431.0,SUCCESS,UPI,Field
PAY000000926,A003340,2026-04-26 15:00:00,14191.23,SUCCESS,CASH,Self_Pay
PAY000000927,A004101,2026-08-13 16:00:00,12789.0,SUCCESS,UPI,Self_Pay
PAY000000928,A003800,2025-12-22 15:00:00,13736.81,SUCCESS,CASH,AI Voice
PAY000000929,A000542,2025-11-26 14:00:00,3753.4,SUCCESS,UPI,Human
PAY000000930,A000484,2026-02-01 21:00:00,6337.84,SUCCESS,CASH,AI Voice
PAY000000931,A002032,2026-01-07 14:00:00,15245.38,SUCCESS,CASH,AI Voice
PAY000000932,A000982,2026-08-04 19:00:00,9779.33,SUCCESS,CASH,WhatsApp
PAY000000933,A001581,2026-06-22 14:00:00,3731.68,SUCCESS,UPI,Self_Pay
PAY000000934,A001112,2025-11-12 08:00:00,7917.37,SUCCESS,CASH,Human
PAY000000935,A000144,2025-12-23 07:00:00,5704.05,SUCCESS,BANK,Self_Pay
PAY000000936,A000436,2025-09-12 16:00:00,1505.35,SUCCESS,UPI,AI Voice
PAY000000937,A000833,2025-12-07 20:00:00,4444.41,SUCCESS,CASH,Self_Pay
PAY000000938,A001963,2026-07-07 10:00:00,2514.86,SUCCESS,CASH,Self_Pay
PAY000000939,A001317,2026-03-07 12:00:00,9548.67,FAILED,CASH,Human
PAY000000940,A001012,2025-12-11 18:00:00,12017.42,FAILED,CASH,Self_Pay
PAY000000941,A002532,2026-08-02 13:00:00,2269.68,SUCCESS,UPI,Human
PAY000000942,A001578,2025-09-15 16:00:00,8275.0,SUCCESS,CARD,Self_Pay
PAY000000943,A001160,2026-03-14 07:00:00,5676.38,FAILED,BANK,AI Voice
PAY000000944,A001523,2026-05-25 10:00:00,3409.65,SUCCESS,CASH,AI Voice
PAY000000945,A003182,2025-12-27 21:00:00,14319.42,SUCCESS,CASH,AI Voice
PAY000000946,A001588,2026-05-06 21:00:00,6735.99,SUCCESS,CASH,Self_Pay
PAY000000947,A000458,2026-07-01 10:00:00,12354.73,FAILED,CARD,Field
PAY000000948,A000518,2026-06-10 15:00:00,6301.04,FAILED,CARD,Field
PAY000000949,A000907,2026-04-09 20:00:00,10481.47,SUCCESS,BANK,Self_Pay
PAY000000950,A000834,2025-09-08 08:00:00,12257.81,SUCCESS,CARD,Field
PAY000000951,A000545,2025-09-10 15:00:00,4391.17,SUCCESS,CARD,Human
PAY000000952,A003177,2026-03-18 17:00:00,10602.15,SUCCESS,BANK,Human
PAY000000953,A002293,2026-05-14 08:00:00,5659.97,SUCCESS,CASH,AI Voice
PAY000000954,A001133,2025-10-20 18:00:00,3770.07,SUCCESS,CASH,Human
PAY000000955,A003722,2026-01-07 19:00:00,5325.39,FAILED,UPI,WhatsApp
PAY000000956,A002814,2025-11-11 12:00:00,10088.57,SUCCESS,UPI,AI Voice
PAY000000957,A000888,2026-06-27 19:00:00,10924.26,SUCCESS,CASH,WhatsApp
PAY000000958,A001032,2025-11-26 11:00:00,5198.61,SUCCESS,BANK,Field
PAY000000959,A000125,2026-04-01 07:00:00,2063.02,SUCCESS,BANK,Field
PAY000000960,A001130,2025-10-22 17:00:00,9169.33,SUCCESS,CASH,Field
PAY000000961,A001853,2026-04-26 16:00:00,8442.82,SUCCESS,CARD,Human
PAY000000962,A000241,2026-08-26 17:00:00,11467.64,SUCCESS,UPI,AI Voice
PAY000000963,A002559,2025-12-19 14:00:00,15321.25,SUCCESS,UPI,AI Voice
PAY000000964,A003675,2025-09-24 08:00:00,13384.08,FAILED,CARD,Self_Pay
PAY000000965,A001732,2026-03-14 20:00:00,4775.0,SUCCESS,UPI,Self_Pay
PAY000000966,A001357,2026-04-08 21:00:00,9314.12,SUCCESS,CASH,AI Voice
PAY000000967,A003932,2026-02-12 19:00:00,2475.47,SUCCESS,UPI,Human
PAY000000968,A003552,2025-11-04 11:00:00,12801.31,SUCCESS,CARD,WhatsApp
PAY000000969,A002102,2026-08-27 21:00:00,5891.91,SUCCESS,CASH,Field
PAY000000970,A003078,2026-04-03 08:00:00,2231.93,FAILED,CARD,WhatsApp
PAY000000971,A002796,2025-12-22 16:00:00,11514.82,SUCCESS,CASH,Field
PAY000000972,A001851,2026-01-06 16:00:00,6355.52,SUCCESS,CARD,WhatsApp
PAY000000973,A002552,2026-05-10 17:00:00,13545.04,SUCCESS,BANK,WhatsApp
PAY000000974,A002975,2026-03-16 20:00:00,7132.64,FAILED,CARD,AI Voice
PAY000000975,A002134,2026-05-03 15:00:00,8618.99,SUCCESS,CASH,AI Voice
PAY000000976,A001851,2025-12-19 12:00:00,12855.51,SUCCESS,UPI,Human
PAY000000977,A001706,2026-03-16 13:00:00,7759.43,SUCCESS,CASH,AI Voice
PAY000000978,A001633,2026-05-22 17:00:00,7583.32,SUCCESS,CARD,Human
PAY000000979,A000126,2025-10-23 08:00:00,10923.77,SUCCESS,UPI,Human
PAY000000980,A002092,2025-10-21 19:00:00,6842.38,SUCCESS,UPI,Human
PAY000000981,A001619,2025-09-15 10:00:00,5780.08,SUCCESS,CARD,AI Voice
PAY000000982,A000333,2026-06-19 11:00:00,2215.58,SUCCESS,CARD,WhatsApp
PAY000000983,A001282,2025-09-25 08:00:00,3065.9,FAILED,UPI,AI Voice
PAY000000984,A002104,2026-05-24 07:00:00,4958.56,FAILED,CASH,AI Voice
PAY000000985,A001615,2026-01-27 14:00:00,8703.0,FAILED,CARD,Human
PAY000000986,A001842,2025-10-06 16:00:00,15211.68,SUCCESS,BANK,WhatsApp
PAY000000987,A003103,2026-07-09 15:00:00,5887.0,SUCCESS,CARD,Self_Pay
PAY000000988,A000646,2026-08-22 09:00:00,8317.19,SUCCESS,CARD,AI Voice
PAY000000989,A001500,2026-04-17 19:00:00,14216.0,SUCCESS,BANK,Self_Pay
PAY000000990,A003707,2025-12-12 21:00:00,12555.44,SUCCESS,BANK,WhatsApp
PAY000000991,A000413,2025-10-06 16:00:00,7516.33,SUCCESS,BANK,AI Voice
PAY000000992,A000859,2026-02-03 19:00:00,4529.71,SUCCESS,CASH,AI Voice
PAY000000993,A002978,2026-05-26 09:00:00,11533.66,FAILED,BANK,Self_Pay
PAY000000994,A002917,2026-01-10 10:00:00,1309.14,FAILED,BANK,WhatsApp
PAY000000995,A001381,2026-03-10 09:00:00,8914.26,SUCCESS,BANK,Human
PAY000000996,A003725,2026-04-09 09:00:00,3577.67,SUCCESS,UPI,Human
PAY000000997,A002551,2025-12-18 14:00:00,8324.97,SUCCESS,CASH,Self_Pay
PAY000000998,A002220,2025-09-02 10:00:00,2560.49,SUCCESS,BANK,Field
PAY000000999,A001522,2026-08-15 13:00:00,5985.12,SUCCESS,BANK,AI Voice
PAY000001000,A001519,2026-02-19 18:00:00,12247.39,FAILED,CASH,Field
PAY000001001,A001462,2025-09-18 11:00:00,6020.66,SUCCESS,CASH,WhatsApp
PAY000001002,A002431,2026-01-02 18:00:00,10764.61,FAILED,CARD,Field
PAY000001003,A003696,2026-03-08 07:00:00,14899.37,SUCCESS,CASH,WhatsApp
PAY000001004,A004138,2026-03-27 09:00:00,9476.16,FAILED,UPI,Self_Pay
PAY000001005,A000697,2026-02-07 09:00:00,7613.58,SUCCESS,CARD,Self_Pay
PAY000001006,A001347,2025-12-06 09:00:00,1509.95,SUCCESS,CARD,AI Voice
PAY000001007,A001699,2026-02-15 10:00:00,6667.08,SUCCESS,CARD,Field
PAY000001008,A002055,2026-07-04 08:00:00,8484.51,SUCCESS,UPI,AI Voice
PAY000001009,A002131,2026-08-08 13:00:00,11755.0,FAILED,CARD,Human
PAY000001010,A003102,2026-03-01 17:00:00,6359.0,SUCCESS,CARD,Self_Pay
PAY000001011,A002893,2026-02-24 17:00:00,4186.61,SUCCESS,BANK,Self_Pay
PAY000001012,A003586,2025-11-15 14:00:00,7251.17,SUCCESS,CASH,AI Voice
PAY000001013,A000415,2025-09-27 15:00:00,5602.95,SUCCESS,CASH,WhatsApp
PAY000001014,A003682,2025-11-14 10:00:00,3298.14,SUCCESS,UPI,Self_Pay
PAY000001015,A003126,2026-08-27 19:00:00,5078.79,SUCCESS,BANK,WhatsApp
PAY000001016,A001994,2026-07-05 18:00:00,9954.96,SUCCESS,CARD,WhatsApp
PAY000001017,A003984,2025-10-07 15:00:00,7707.54,SUCCESS,BANK,Human
PAY000001018,A000357,2026-06-09 18:00:00,15489.0,FAILED,CARD,Field
PAY000001019,A000010,2025-09-20 10:00:00,14903.45,FAILED,BANK,WhatsApp
PAY000001020,A000580,2025-10-26 07:00:00,8705.1,SUCCESS,UPI,Human
PAY000001021,A002493,2025-11-15 11:00:00,11001.53,SUCCESS,CASH,Human
PAY000001022,A000564,2026-08-10 16:00:00,3250.63,FAILED,BANK,AI Voice
PAY000001023,A003194,2026-03-18 07:00:00,10825.0,SUCCESS,UPI,WhatsApp
PAY000001024,A002209,2026-01-05 21:00:00,14261.15,SUCCESS,UPI,AI Voice
PAY000001025,A000564,2026-05-12 08:00:00,8448.79,SUCCESS,BANK,WhatsApp
PAY000001026,A002234,2026-08-21 17:00:00,1629.87,SUCCESS,CASH,Human
PAY000001027,A003634,2026-05-23 10:00:00,3585.98,FAILED,UPI,Field
PAY000001028,A000977,2025-12-04 09:00:00,6007.43,SUCCESS,UPI,AI Voice
PAY000001029,A000136,2026-04-07 19:00:00,13023.6,SUCCESS,CARD,WhatsApp
PAY000001030,A000801,2026-07-13 07:00:00,12175.37,SUCCESS,UPI,WhatsApp
PAY000001031,A001608,2025-12-03 19:00:00,12088.09,SUCCESS,CARD,WhatsApp
PAY000001032,A002598,2026-04-07 10:00:00,9493.12,SUCCESS,CASH,WhatsApp
PAY000001033,A003995,2026-05-25 18:00:00,5227.97,FAILED,UPI,Field
PAY000001034,A003628,2026-08-17 19:00:00,2798.02,FAILED,UPI,Self_Pay
PAY000001035,A000755,2026-02-22 15:00:00,12079.0,SUCCESS,BANK,Self_Pay
PAY000001036,A001610,2026-03-19 07:00:00,3391.69,SUCCESS,BANK,Field
PAY000001037,A002074,2026-01-09 07:00:00,1973.93,FAILED,BANK,Human
PAY000001038,A000224,2026-05-04 11:00:00,14602.14,SUCCESS,CASH,Self_Pay
PAY000001039,A002625,2026-07-20 16:00:00,9634.28,SUCCESS,UPI,AI Voice
PAY000001040,A001778,2025-10-25 21:00:00,9337.0,SUCCESS,CARD,Human
PAY000001041,A001956,2025-12-24 21:00:00,5329.38,SUCCESS,CASH,WhatsApp
PAY000001042,A000975,2026-07-16 19:00:00,13785.0,SUCCESS,BANK,Self_Pay
PAY000001043,A001637,2025-09-02 13:00:00,3118.88,SUCCESS,CARD,WhatsApp
PAY000001044,A003622,2026-05-11 20:00:00,12072.48,FAILED,CASH,Field
PAY000001045,A002625,2026-01-22 17:00:00,1953.73,SUCCESS,UPI,AI Voice
PAY000001046,A000274,2025-10-10 07:00:00,7528.76,SUCCESS,CARD,Human
PAY000001047,A001233,2026-08-11 07:00:00,5464.0,SUCCESS,UPI,Self_Pay
PAY000001048,A002410,2026-02-17 10:00:00,4686.42,FAILED,BANK,Self_Pay
PAY000001049,A002625,2026-07-20 15:00:00,11184.0,SUCCESS,UPI,Human
PAY000001050,A001568,2026-03-23 09:00:00,1094.8,SUCCESS,BANK,Self_Pay
PAY000001051,A003841,2025-10-14 20:00:00,4820.2,FAILED,BANK,Human
PAY000001052,A002041,2025-11-13 15:00:00,5507.0,SUCCESS,UPI,Human
PAY000001053,A003346,2026-02-18 21:00:00,10966.96,SUCCESS,UPI,Self_Pay
PAY000001054,A003949,2026-02-23 17:00:00,7650.11,FAILED,UPI,Self_Pay
PAY000001055,A000680,2026-08-23 13:00:00,4105.1,SUCCESS,BANK,Field
PAY000001056,A003415,2026-05-18 20:00:00,6141.37,SUCCESS,CARD,AI Voice
PAY000001057,A002630,2026-01-04 14:00:00,4370.94,FAILED,CARD,AI Voice
PAY000001058,A003148,2026-01-07 12:00:00,9264.82,SUCCESS,UPI,Self_Pay
PAY000001059,A001860,2026-04-27 10:00:00,14094.16,FAILED,CASH,Human
PAY000001060,A000238,2026-02-01 15:00:00,7387.17,FAILED,CARD,Self_Pay
PAY000001061,A001915,2025-10-09 08:00:00,14246.47,SUCCESS,CARD,Self_Pay
PAY000001062,A000651,2026-03-07 13:00:00,8710.36,FAILED,CARD,Field
PAY000001063,A000004,2025-09-04 11:00:00,8469.97,SUCCESS,CARD,AI Voice
PAY000001064,A000797,2026-04-20 16:00:00,15020.83,FAILED,UPI,Field
PAY000001065,A001351,2026-08-19 15:00:00,9743.33,SUCCESS,CARD,Field
PAY000001066,A001053,2026-02-13 21:00:00,4064.94,SUCCESS,CARD,Field
PAY000001067,A000674,2026-02-02 16:00:00,5610.94,SUCCESS,CASH,AI Voice
PAY000001068,A003295,2025-11-04 09:00:00,1118.21,SUCCESS,CARD,WhatsApp
PAY000001069,A002753,2026-06-15 21:00:00,11532.73,FAILED,BANK,Human
PAY000001070,A000776,2026-02-25 18:00:00,3764.22,SUCCESS,BANK,Field
PAY000001071,A004007,2025-09-02 18:00:00,13106.98,SUCCESS,UPI,Human
PAY000001072,A002528,2026-06-15 09:00:00,14356.12,FAILED,CARD,Field
PAY000001073,A002705,2026-07-20 16:00:00,2497.69,FAILED,CARD,Field
PAY000001074,A002470,2025-12-02 14:00:00,8399.5,FAILED,UPI,Self_Pay
PAY000001075,A002005,2025-11-23 07:00:00,5879.11,SUCCESS,CASH,AI Voice
PAY000001076,A001911,2025-10-20 15:00:00,4624.25,SUCCESS,CASH,AI Voice
PAY000001077,A000816,2025-10-21 21:00:00,1546.29,SUCCESS,BANK,WhatsApp
PAY000001078,A002195,2025-12-18 13:00:00,9151.0,SUCCESS,CARD,Field
PAY000001079,A000023,2025-10-24 13:00:00,7332.36,SUCCESS,CARD,Self_Pay
PAY000001080,A000777,2025-11-08 15:00:00,12130.48,SUCCESS,CASH,Human
PAY000001081,A003006,2026-01-16 11:00:00,4978.29,FAILED,BANK,Human
PAY000001082,A000574,2025-11-21 11:00:00,9236.95,SUCCESS,CASH,Self_Pay
PAY000001083,A002559,2025-09-07 18:00:00,12085.6,FAILED,UPI,Human
PAY000001084,A000020,2026-08-05 18:00:00,12731.92,SUCCESS,UPI,Human
PAY000001085,A003807,2026-03-24 13:00:00,14209.84,SUCCESS,CARD,Field
PAY000001086,A001237,2026-01-14 09:00:00,3432.7,FAILED,CASH,Field
PAY000001087,A001547,2026-04-24 17:00:00,1151.65,SUCCESS,CASH,WhatsApp
PAY000001088,A001668,2026-04-20 19:00:00,9654.7,SUCCESS,CASH,Field
PAY000001089,A000042,2025-09-21 12:00:00,7150.72,SUCCESS,BANK,AI Voice
PAY000001090,A003806,2026-06-26 07:00:00,7590.92,SUCCESS,CASH,WhatsApp
PAY000001091,A003237,2026-06-14 19:00:00,13298.42,FAILED,CARD,Field
PAY000001092,A002779,2025-09-09 15:00:00,13626.89,SUCCESS,UPI,WhatsApp
PAY000001093,A003903,2026-01-05 13:00:00,14474.91,SUCCESS,CARD,Field
PAY000001094,A002409,2025-11-17 09:00:00,5417.82,SUCCESS,CARD,AI Voice
PAY000001095,A002535,2026-05-19 18:00:00,4073.71,SUCCESS,BANK,WhatsApp
PAY000001096,A002398,2025-10-14 16:00:00,7681.5,SUCCESS,UPI,Human
PAY000001097,A000336,2026-03-13 16:00:00,13178.79,SUCCESS,UPI,WhatsApp
PAY000001098,A003587,2026-01-13 16:00:00,4262.32,FAILED,UPI,Field
PAY000001099,A001562,2025-10-22 18:00:00,6632.32,SUCCESS,CASH,Human
PAY000001100,A001586,2025-12-02 10:00:00,5354.67,FAILED,CARD,Self_Pay
PAY000001101,A003695,2026-02-04 08:00:00,12281.6,SUCCESS,UPI,Self_Pay
PAY000001102,A003706,2025-10-05 17:00:00,3834.98,SUCCESS,CASH,Self_Pay
PAY000001103,A004174,2025-09-03 13:00:00,11640.49,SUCCESS,CASH,WhatsApp
PAY000001104,A001514,2025-12-24 17:00:00,4840.98,SUCCESS,CARD,Self_Pay
PAY000001105,A000045,2026-03-15 14:00:00,11631.77,SUCCESS,CARD,Human
PAY000001106,A000665,2025-11-24 17:00:00,9030.51,SUCCESS,BANK,Human
PAY000001107,A004149,2025-09-08 20:00:00,9245.7,FAILED,BANK,AI Voice
PAY000001108,A003191,2026-06-04 08:00:00,6598.79,SUCCESS,CARD,WhatsApp
PAY000001109,A000100,2025-10-21 17:00:00,8518.76,SUCCESS,UPI,Field
PAY000001110,A001313,2025-11-10 16:00:00,7560.06,SUCCESS,CASH,Human
PAY000001111,A001387,2025-09-20 07:00:00,13457.0,FAILED,BANK,Self_Pay
PAY000001112,A002877,2025-09-22 07:00:00,4969.52,SUCCESS,UPI,Human
PAY000001113,A000339,2025-09-15 07:00:00,4207.85,SUCCESS,CASH,Human
PAY000001114,A003803,2026-04-25 12:00:00,11227.8,SUCCESS,UPI,WhatsApp
PAY000001115,A002490,2026-02-10 17:00:00,2820.65,SUCCESS,CARD,Field
PAY000001116,A003430,2026-04-02 09:00:00,2055.8,SUCCESS,CARD,Field
PAY000001117,A001531,2026-01-13 09:00:00,8341.53,SUCCESS,BANK,Self_Pay
PAY000001118,A003128,2026-01-18 13:00:00,13919.82,SUCCESS,UPI,Field
PAY000001119,A001009,2026-06-09 13:00:00,12868.93,SUCCESS,UPI,WhatsApp
PAY000001120,A000839,2025-10-24 07:00:00,2997.16,FAILED,UPI,WhatsApp
PAY000001121,A002967,2025-10-20 07:00:00,5471.81,FAILED,CASH,Human
PAY000001122,A003751,2026-07-21 17:00:00,9858.79,FAILED,CARD,WhatsApp
PAY000001123,A000967,2026-02-23 07:00:00,4713.79,SUCCESS,CASH,Field
PAY000001124,A001192,2026-07-25 14:00:00,8826.0,SUCCESS,CASH,Human
PAY000001125,A002830,2026-04-18 12:00:00,9941.45,SUCCESS,CARD,Self_Pay
PAY000001126,A002413,2026-08-27 20:00:00,5643.54,SUCCESS,CASH,WhatsApp
PAY000001127,A001370,2025-12-18 17:00:00,4148.2,SUCCESS,CASH,Field
PAY000001128,A003122,2025-12-07 19:00:00,6338.0,FAILED,CASH,WhatsApp
PAY000001129,A000424,2026-01-15 16:00:00,13000.39,SUCCESS,BANK,Field
PAY000001130,A002711,2026-06-19 12:00:00,9852.0,SUCCESS,CARD,WhatsApp
PAY000001131,A001788,2025-10-19 13:00:00,7564.46,FAILED,UPI,Self_Pay
PAY000001132,A001515,2026-05-17 12:00:00,3436.73,FAILED,CASH,AI Voice
PAY000001133,A002167,2025-12-15 15:00:00,2241.37,SUCCESS,CARD,Human
PAY000001134,A001360,2026-03-20 15:00:00,10207.82,SUCCESS,UPI,Human
PAY000001135,A002471,2025-10-06 15:00:00,4804.79,FAILED,UPI,AI Voice
PAY000001136,A000509,2025-09-14 14:00:00,9015.65,FAILED,BANK,AI Voice
PAY000001137,A002873,2025-11-23 08:00:00,8636.91,SUCCESS,UPI,AI Voice
PAY000001138,A002000,2026-02-01 19:00:00,13070.16,SUCCESS,CARD,Human
PAY000001139,A003494,2026-01-01 10:00:00,10253.54,SUCCESS,CARD,WhatsApp
PAY000001140,A000293,2026-08-21 21:00:00,7171.42,SUCCESS,UPI,WhatsApp
PAY000001141,A000190,2026-08-18 07:00:00,3972.6,SUCCESS,UPI,Field
PAY000001142,A002380,2026-01-13 11:00:00,4476.31,SUCCESS,CASH,WhatsApp
PAY000001143,A000571,2025-11-09 11:00:00,12892.05,SUCCESS,CASH,AI Voice
PAY000001144,A003914,2025-09-05 11:00:00,6148.71,SUCCESS,CASH,Field
PAY000001145,A004030,2025-12-16 10:00:00,15162.09,SUCCESS,CASH,Self_Pay
PAY000001146,A002476,2025-12-19 19:00:00,9187.72,FAILED,CASH,Self_Pay
PAY000001147,A003907,2026-05-05 08:00:00,8932.97,SUCCESS,CARD,Human
PAY000001148,A003806,2026-08-04 08:00:00,11099.05,SUCCESS,BANK,Human
PAY000001149,A000154,2026-07-17 08:00:00,9178.84,SUCCESS,CARD,Field
PAY000001150,A002125,2026-05-02 11:00:00,11651.49,SUCCESS,UPI,Field
PAY000001151,A003114,2026-08-27 10:00:00,2841.98,FAILED,BANK,WhatsApp
PAY000001152,A000761,2026-08-06 11:00:00,6842.3,SUCCESS,CARD,Self_Pay
PAY000001153,A003906,2025-11-09 14:00:00,15272.21,SUCCESS,BANK,Human
PAY000001154,A002361,2025-12-13 15:00:00,6558.0,FAILED,UPI,Field
PAY000001155,A002864,2025-10-01 16:00:00,5441.2,FAILED,CARD,Field
PAY000001156,A003413,2026-06-23 07:00:00,9143.0,SUCCESS,CARD,Human
PAY000001157,A003677,2026-05-05 16:00:00,13940.55,SUCCESS,UPI,WhatsApp
PAY000001158,A000398,2026-03-08 15:00:00,1762.68,SUCCESS,UPI,Human
PAY000001159,A001736,2026-03-23 20:00:00,2733.2,SUCCESS,BANK,Human
PAY000001160,A001917,2026-07-16 09:00:00,6325.15,SUCCESS,UPI,WhatsApp
PAY000001161,A001656,2026-07-01 08:00:00,5473.19,SUCCESS,UPI,Field
PAY000001162,A003270,2025-09-20 18:00:00,9518.78,SUCCESS,CASH,Self_Pay
PAY000001163,A002743,2026-03-11 10:00:00,15847.03,SUCCESS,UPI,WhatsApp
PAY000001164,A002935,2026-06-13 17:00:00,8923.02,SUCCESS,UPI,Field
PAY000001165,A002710,2026-08-24 17:00:00,15168.56,SUCCESS,BANK,Self_Pay
PAY000001166,A000126,2026-06-08 18:00:00,11874.21,SUCCESS,BANK,Human
PAY000001167,A001385,2026-01-18 11:00:00,2863.8,FAILED,UPI,Self_Pay
PAY000001168,A000098,2026-06-13 10:00:00,11075.43,SUCCESS,CARD,WhatsApp
PAY000001169,A001628,2025-12-08 10:00:00,8810.33,FAILED,BANK,Human
PAY000001170,A003077,2026-05-01 14:00:00,6591.0,SUCCESS,CARD,Self_Pay
PAY000001171,A000733,2026-03-06 15:00:00,15786.32,FAILED,UPI,Self_Pay
PAY000001172,A000591,2026-06-18 07:00:00,8556.6,SUCCESS,UPI,AI Voice
PAY000001173,A002891,2026-06-23 13:00:00,6802.96,FAILED,BANK,Human
PAY000001174,A003898,2026-01-21 18:00:00,2851.84,FAILED,CASH,WhatsApp
PAY000001175,A000682,2025-09-17 15:00:00,1307.84,SUCCESS,CARD,Field
PAY000001176,A002539,2026-04-25 18:00:00,12447.87,FAILED,CASH,AI Voice
PAY000001177,A002091,2026-01-12 10:00:00,7283.21,SUCCESS,CARD,Field
PAY000001178,A002488,2026-04-06 16:00:00,1985.02,FAILED,UPI,WhatsApp
PAY000001179,A003689,2026-03-12 16:00:00,3437.93,SUCCESS,CARD,Self_Pay
PAY000001180,A002738,2025-12-15 18:00:00,8294.34,FAILED,BANK,WhatsApp
PAY000001181,A000355,2026-02-02 08:00:00,15652.65,SUCCESS,CARD,Self_Pay
