session_id,agent_id,session_date,logged_hours,productive_hours
S00001216,AG0008,2025-10-03,5.9,5.0
S00001217,AG0008,2025-10-17,7.9,5.48
S00001218,AG0008,2025-10-19,7.42,4.26
S00001219,AG0008,2025-10-01,6.57,5.85
S00001220,AG0008,2025-10-18,6.49,6.79
S00001221,AG0008,2025-10-21,5.39,4.4
S00001222,AG0008,2025-10-14,4.69,5.75
S00001223,AG0008,2025-10-10,5.32,5.17
S00001224,AG0008,2025-10-27,7.37,6.45
S00001225,AG0008,2025-10-24,6.77,5.68
S00001226,AG0008,2025-10-08,7.73,3.86
S00001227,AG0008,2025-10-10,5.56,4.94
S00001228,AG0008,2025-10-23,7.64,5.04
S00001229,AG0009,2025-10-09,6.03,6.08
S00001230,AG0009,2025-10-06,4.82,5.33
S00001231,AG0009,2025-10-03,5.69,5.95
S00001232,AG0009,2025-10-07,7.03,6.72
S00001233,AG0009,2025-10-19,6.57,2.97
S00001234,AG0009,2025-10-04,6.37,3.57
S00001235,AG0009,2025-10-15,7.84,5.04
S00001236,AG0009,2025-10-10,6.71,5.72
S00001237,AG0009,2025-10-19,5.56,5.63
S00001238,AG0009,2025-10-03,6.29,5.37
S00001239,AG0010,2025-10-02,5.75,4.6
S00001240,AG0010,2025-10-24,5.95,4.73
S00001241,AG0010,2025-10-26,6.51,5.57
S00001242,AG0010,2025-10-11,6.7,5.44
S00001243,AG0010,2025-10-12,6.0,5.45
S00001244,AG0010,2025-10-01,7.62,4.51
S00001245,AG0010,2025-10-22,7.43,3.73
S00001246,AG0011,2025-10-21,7.79,6.3
S00001247,AG0011,2025-10-07,6.6,6.03
S00001248,AG0011,2025-10-08,5.96,4.73
S00001249,AG0011,2025-10-16,6.83,4.7
S00001250,AG0011,2025-10-26,5.25,4.22
S00001251,AG0011,2025-10-09,6.27,5.09
S00001252,AG0012,2025-10-22,6.66,5.38
S00001253,AG0012,2025-10-24,5.97,5.03
S00001254,AG0012,2025-10-27,6.53,5.04
S00001255,AG0012,2025-10-07,4.81,6.02
S00001256,AG0012,2025-10-09,6.72,4.58
S00001257,AG0012,2025-10-21,4.96,4.48
S00001258,AG0013,2025-10-04,7.2,5.21
S00001259,AG0013,2025-10-21,4.3,5.06
S00001260,AG0013,2025-10-26,6.4,5.24
S00001261,AG0013,2025-10-24,7.05,5.43
S00001262,AG0013,2025-10-10,4.99,4.8
S00001263,AG0013,2025-10-06,4.29,6.84
S00001264,AG0014,2025-10-18,5.82,4.27
S00001265,AG0014,2025-10-08,6.0,5.88
S00001266,AG0014,2025-10-04,5.68,6.69
S00001267,AG0014,2025-10-06,6.26,4.67
S00001268,AG0014,2025-10-03,7.89,4.64
S00001269,AG0014,2025-10-24,7.37,5.11
S00001270,AG0014,2025-10-27,6.66,4.66
S00001271,AG0014,2025-10-16,6.43,4.26
S00001272,AG0014,2025-10-07,4.91,5.1
S00001273,AG0014,2025-10-10,8.57,4.54
S00001274,AG0014,2025-10-18,6.05,4.02
S00001275,AG0014,2025-10-26,7.0,7.52
S00001276,AG0014,2025-10-16,7.25,5.1
S00001277,AG0015,2025-10-05,5.76,5.72
S00001278,AG0015,2025-10-06,5.08,4.98
S00001279,AG0015,2025-10-06,7.46,5.31
S00001280,AG0015,2025-10-08,3.94,5.54
S00001281,AG0015,2025-10-24,6.18,6.28
S00001282,AG0015,2025-10-13,6.09,6.46
S00001283,AG0015,2025-10-09,6.68,6.46
S00001284,AG0015,2025-10-13,5.42,5.23
S00001285,AG0015,2025-10-19,7.24,5.2
S00001286,AG0015,2025-10-16,5.85,6.13
S00001287,AG0015,2025-10-26,5.84,5.81
S00001288,AG0015,2025-10-22,5.51,6.86
S00001289,AG0015,2025-10-18,6.26,5.11
S00001290,AG0015,2025-10-04,5.91,2.68
S00001291,AG0016,2025-10-03,7.98,6.78
S00001292,AG0016,2025-10-06,7.14,5.6
S00001293,AG0016,2025-10-08,6.72,5.54
S00001294,AG0016,2025-10-05,7.38,5.63
S00001295,AG0016,2025-10-27,6.6,5.72
S00001296,AG0016,2025-10-26,8.39,5.52
S00001297,AG0016,2025-10-04,6.64,4.97
S00001298,AG0016,2025-10-22,8.53,4.99
S00001299,AG0016,2025-10-16,8.69,5.75
S00001300,AG0016,2025-10-09,7.05,5.97
S00001301,AG0016,2025-10-15,6.29,5.17
S00001302,AG0016,2025-10-18,6.26,4.95
S00001303,AG0016,2025-10-17,6.08,6.12
S00001304,AG0016,2025-10-10,7.95,5.86
S00001305,AG0016,2025-10-26,7.65,6.06
S00001306,AG0017,2025-10-22,7.37,5.51
S00001307,AG0017,2025-10-03,5.9,4.97
S00001308,AG0017,2025-10-25,6.6,6.72
S00001309,AG0017,2025-10-11,8.21,4.56
S00001310,AG0017,2025-10-22,5.2,5.92
S00001311,AG0017,2025-10-22,6.21,6.24
S00001312,AG0017,2025-10-21,6.79,5.97
S00001313,AG0018,2025-10-19,6.98,5.05
S00001314,AG0018,2025-10-14,5.7,5.24
S00001315,AG0018,2025-10-24,5.62,6.57
S00001316,AG0018,2025-10-09,7.58,5.37
S00001317,AG0018,2025-10-04,6.59,5.13
S00001318,AG0019,2025-10-24,7.75,4.88
S00001319,AG0019,2025-10-21,8.1,5.44
S00001320,AG0019,2025-10-07,6.61,4.99
S00001321,AG0019,2025-10-05,5.46,5.71
S00001322,AG0019,2025-10-12,7.0,4.16
S00001323,AG0019,2025-10-01,6.9,7.32
S00001324,AG0019,2025-10-10,5.73,4.73
S00001325,AG0019,2025-10-18,7.98,4.37
S00001326,AG0019,2025-10-10,8.22,5.36
S00001327,AG0019,2025-10-08,8.19,5.79
S00001328,AG0019,2025-10-14,5.33,5.25
S00001329,AG0019,2025-10-08,7.6,5.14
S00001330,AG0019,2025-10-15,4.03,6.69
S00001331,AG0020,2025-10-18,6.88,3.87
S00001332,AG0020,2025-10-02,7.89,6.22
S00001333,AG0020,2025-10-21,6.95,6.52
S00001334,AG0020,2025-10-03,6.41,5.81
S00001335,AG0020,2025-10-27,6.32,4.44
S00001336,AG0020,2025-10-21,5.88,7.29
S00001337,AG0020,2025-10-07,7.2,7.66
S00001338,AG0021,2025-10-03,7.57,5.18
S00001339,AG0021,2025-10-26,6.59,5.99
S00001340,AG0021,2025-10-05,5.93,4.9
S00001341,AG0021,2025-10-20,4.43,5.6
S00001342,AG0021,2025-10-05,7.28,4.77
S00001343,AG0021,2025-10-27,6.28,5.69
S00001344,AG0021,2025-10-25,6.79,5.52
S00001345,AG0022,2025-10-07,5.36,6.26
S00001346,AG0022,2025-10-14,6.98,5.84
S00001347,AG0022,2025-10-06,5.25,6.21
S00001348,AG0022,2025-10-23,5.1,7.69
S00001349,AG0022,2025-10-01,7.83,3.91
S00001350,AG0022,2025-10-21,4.28,5.08
S00001351,AG0022,2025-10-19,6.25,6.06
S00001352,AG0023,2025-10-25,6.2,6.15
S00001353,AG0023,2025-10-19,5.58,6.39
S00001354,AG0023,2025-10-17,5.58,5.39
S00001355,AG0023,2025-10-16,7.3,4.47
S00001356,AG0023,2025-10-01,5.94,5.39
S00001357,AG0023,2025-10-09,4.09,3.22
S00001358,AG0023,2025-10-10,4.88,5.77
S00001359,AG0023,2025-10-09,7.2,4.6
S00001360,AG0023,2025-10-25,9.91,4.79
S00001361,AG0023,2025-10-06,5.39,5.34
S00001362,AG0024,2025-10-03,6.19,6.34
S00001363,AG0024,2025-10-05,6.64,6.62
S00001364,AG0024,2025-10-19,6.46,4.95
S00001365,AG0024,2025-10-20,7.4,5.73
S00001366,AG0024,2025-10-08,5.4,6.8
S00001367,AG0024,2025-10-24,4.67,6.72
S00001368,AG0024,2025-10-20,6.6,6.24
S00001369,AG0024,2025-10-20,5.84,4.76
S00001370,AG0024,2025-10-23,7.0,3.98
S00001371,AG0024,2025-10-21,6.17,4.99
S00001372,AG0024,2025-10-07,7.51,5.0
S00001373,AG0024,2025-10-06,5.04,5.63
S00001374,AG0024,2025-10-23,5.67,5.97
S00001375,AG0024,2025-10-17,8.44,6.44
S00001376,AG0024,2025-10-15,4.53,7.37
S00001377,AG0025,2025-10-12,5.3,6.42
S00001378,AG0025,2025-10-09,6.64,5.24
S00001379,AG0025,2025-10-03,5.63,3.11
S00001380,AG0025,2025-10-18,5.96,2.79
S00001381,AG0025,2025-10-13,5.49,6.17
S00001382,AG0025,2025-10-03,6.3,6.07
S00001383,AG0025,2025-10-14,7.98,5.69
S00001384,AG0025,2025-10-27,6.68,6.39
S00001385,AG0025,2025-10-08,4.58,6.31
S00001386,AG0025,2025-10-23,6.86,7.18
S00001387,AG0025,2025-10-10,6.44,4.09
S00001388,AG0025,2025-10-02,5.46,5.09
S00001389,AG0025,2025-10-17,8.42,3.5
S00001390,AG0026,2025-10-08,5.58,5.72
S00001391,AG0026,2025-10-18,6.3,5.85
S00001392,AG0026,2025-10-03,7.88,4.93
S00001393,AG0026,2025-10-02,7.1,5.82
S00001394,AG0026,2025-10-16,7.87,6.37
S00001395,AG0026,2025-10-24,6.2,6.23
S00001396,AG0026,2025-10-09,7.17,5.79
S00001397,AG0026,2025-10-15,5.72,4.39
S00001398,AG0026,2025-10-20,7.8,6.11
S00001399,AG0026,2025-10-11,6.3,5.86
S00001400,AG0026,2025-10-11,5.58,6.19
S00001401,AG0026,2025-10-25,5.3,6.6
S00001402,AG0026,2025-10-24,5.88,5.46
S00001403,AG0026,2025-10-21,6.97,4.08
S00001404,AG0026,2025-10-24,7.84,7.64
S00001405,AG0027,2025-10-11,5.63,4.55
S00001406,AG0027,2025-10-23,4.86,5.07
S00001407,AG0027,2025-10-15,8.59,5.59
S00001408,AG0027,2025-10-12,5.03,6.27
S00001409,AG0027,2025-10-19,6.84,3.56
S00001410,AG0027,2025-10-27,7.0,6.02
S00001411,AG0027,2025-10-21,6.12,5.81
S00001412,AG0027,2025-10-14,6.98,5.8
S00001413,AG0027,2025-10-21,6.13,7.01
S00001414,AG0027,2025-10-13,7.35,4.96
S00001415,AG0027,2025-10-11,5.14,4.98
S00001416,AG0027,2025-10-19,7.03,5.12
S00001417,AG0027,2025-10-11,5.56,5.11
S00001418,AG0027,2025-10-20,6.93,4.47
S00001419,AG0028,2025-10-01,5.92,6.5
S00001420,AG0028,2025-10-23,8.38,5.74
S00001421,AG0028,2025-10-05,9.76,6.91
S00001422,AG0028,2025-10-16,6.95,6.82
S00001423,AG0028,2025-10-06,7.67,6.66
S00001424,AG0028,2025-10-22,6.74,8.01
S00001425,AG0028,2025-10-08,7.62,5.68
S00001426,AG0028,2025-10-09,6.68,4.31
S00001427,AG0028,2025-10-10,7.18,5.07
S00001428,AG0028,2025-10-27,6.29,5.18
S00001429,AG0029,2025-10-23,6.75,5.42
S00001430,AG0029,2025-10-09,6.74,6.21
S00001431,AG0029,2025-10-22,8.54,5.02
S00001432,AG0029,2025-10-15,7.6,6.35
S00001433,AG0029,2025-10-03,5.88,5.58
S00001434,AG0029,2025-10-23,8.41,6.3
S00001435,AG0029,2025-10-26,3.84,5.25
S00001436,AG0029,2025-10-10,7.11,4.89
S00001437,AG0029,2025-10-02,5.38,5.43
S00001438,AG0029,2025-10-19,5.56,5.8
S00001439,AG0029,2025-10-07,5.56,2.87
S00001440,AG0030,2025-10-16,8.75,4.03
S00001441,AG0030,2025-10-26,6.84,4.37
S00001442,AG0030,2025-10-18,5.42,5.32
S00001443,AG0030,2025-10-06,6.3,6.04
S00001444,AG0030,2025-10-19,8.16,5.05
S00001445,AG0030,2025-10-05,6.69,6.66
S00001446,AG0030,2025-10-27,7.72,5.8
S00001447,AG0030,2025-10-23,7.57,5.98
S00001448,AG0030,2025-10-13,6.88,4.32
S00001449,AG0030,2025-10-16,5.0,4.4
S00001450,AG0030,2025-10-10,4.81,6.29
S00001451,AG0030,2025-10-02,4.89,5.13
S00001452,AG0031,2025-10-14,7.97,4.05
S00001453,AG0031,2025-10-26,7.63,6.43
S00001454,AG0031,2025-10-04,7.99,3.84
S00001455,AG0031,2025-10-07,6.78,5.37
S00001456,AG0031,2025-10-25,5.31,4.62
S00001457,AG0031,2025-10-02,6.85,5.73
S00001458,AG0032,2025-10-13,8.7,4.95
S00001459,AG0032,2025-10-10,6.45,6.2
S00001460,AG0032,2025-10-11,6.23,5.39
S00001461,AG0032,2025-10-27,7.87,4.3
S00001462,AG0032,2025-10-23,5.66,6.7
S00001463,AG0032,2025-10-12,5.64,4.76
S00001464,AG0032,2025-10-26,3.66,6.81
S00001465,AG0032,2025-10-11,6.57,5.68
S00001466,AG0032,2025-10-27,6.26,3.58
S00001467,AG0032,2025-10-05,6.33,5.92
S00001468,AG0032,2025-10-25,5.54,5.84
S00001469,AG0032,2025-10-24,7.62,7.15
S00001470,AG0033,2025-10-17,4.33,5.6
S00001471,AG0033,2025-10-07,8.43,4.86
S00001472,AG0033,2025-10-13,3.85,7.5
S00001473,AG0033,2025-10-12,4.26,5.85
S00001474,AG0033,2025-10-06,6.51,5.59
S00001475,AG0033,2025-10-14,6.18,5.04
S00001476,AG0033,2025-10-08,8.38,6.99
S00001477,AG0033,2025-10-11,6.48,6.36
S00001478,AG0033,2025-10-05,7.54,5.78
S00001479,AG0033,2025-10-20,5.25,5.92
S00001480,AG0033,2025-10-05,5.89,4.44
S00001481,AG0033,2025-10-22,5.58,5.61
S00001482,AG0034,2025-10-21,5.93,5.88
S00001483,AG0034,2025-10-14,5.78,4.56
S00001484,AG0034,2025-10-26,4.82,5.69
S00001485,AG0034,2025-10-19,8.84,5.15
S00001486,AG0034,2025-10-09,6.19,4.68
S00001487,AG0034,2025-10-11,7.39,5.54
S00001488,AG0034,2025-10-12,7.32,6.18
S00001489,AG0034,2025-10-15,6.65,5.45
S00001490,AG0035,2025-10-14,5.5,5.92
S00001491,AG0035,2025-10-05,7.05,4.02
S00001492,AG0035,2025-10-08,7.5,6.0
S00001493,AG0035,2025-10-24,5.48,5.49
S00001494,AG0035,2025-10-12,7.05,5.35
S00001495,AG0035,2025-10-07,6.26,6.38
S00001496,AG0035,2025-10-14,6.32,6.95
S00001497,AG0035,2025-10-12,6.74,4.71
S00001498,AG0035,2025-10-13,4.69,4.24
S00001499,AG0035,2025-10-20,8.0,6.72
S00001500,AG0035,2025-10-19,7.65,3.95
S00001501,AG0035,2025-10-22,7.01,4.71
S00001502,AG0036,2025-10-01,6.45,4.23
S00001503,AG0036,2025-10-08,4.88,6.11
S00001504,AG0036,2025-10-12,7.62,5.84
S00001505,AG0036,2025-10-09,6.3,6.23
S00001506,AG0036,2025-10-14,4.98,4.09
S00001507,AG0036,2025-10-10,6.01,5.28
S00001508,AG0036,2025-10-22,6.37,4.99
S00001509,AG0036,2025-10-18,6.07,5.86
S00001510,AG0036,2025-10-21,3.69,4.83
S00001511,AG0037,2025-10-20,5.86,5.02
S00001512,AG0037,2025-10-01,4.6,5.31
S00001513,AG0037,2025-10-14,5.78,6.53
S00001514,AG0037,2025-10-04,5.65,6.61
S00001515,AG0038,2025-10-16,5.74,4.96
S00001516,AG0038,2025-10-20,6.54,4.15
S00001517,AG0038,2025-10-18,8.23,4.8
S00001518,AG0038,2025-10-25,7.98,6.75
S00001519,AG0038,2025-10-01,6.77,6.38
S00001520,AG0038,2025-10-02,6.8,4.35
S00001521,AG0038,2025-10-12,9.17,5.21
S00001522,AG0038,2025-10-24,5.93,4.62
S00001523,AG0038,2025-10-03,6.79,5.05
S00001524,AG0038,2025-10-07,7.37,5.43
S00001525,AG0038,2025-10-18,6.28,5.93
S00001526,AG0038,2025-10-26,4.22,6.76
S00001527,AG0038,2025-10-09,5.64,6.47
S00001528,AG0039,2025-10-11,7.2,5.02
S00001529,AG0039,2025-10-17,6.86,5.95
S00001530,AG0039,2025-10-09,5.19,5.84
S00001531,AG0039,2025-10-16,6.33,5.82
S00001532,AG0039,2025-10-11,4.42,5.36
S00001533,AG0039,2025-10-12,6.47,4.68
S00001534,AG0040,2025-10-19,7.58,6.48
S00001535,AG0040,2025-10-13,5.51,5.25
S00001536,AG0040,2025-10-24,7.17,4.82
S00001537,AG0040,2025-10-07,7.08,6.15
S00001538,AG0040,2025-10-02,7.63,5.58
S00001539,AG0040,2025-10-13,7.05,3.84
S00001540,AG0040,2025-10-27,5.29,6.86
S00001541,AG0040,2025-10-16,5.98,4.42
S00001542,AG0041,2025-10-20,7.6,5.96
S00001543,AG0041,2025-10-22,4.84,4.46
S00001544,AG0041,2025-10-17,6.98,7.55
S00001545,AG0041,2025-10-21,6.71,5.62
S00001546,AG0041,2025-10-09,7.03,5.74
S00001547,AG0041,2025-10-19,5.34,5.04
S00001548,AG0041,2025-10-05,7.28,7.13
S00001549,AG0041,2025-10-19,6.31,6.8
S00001550,AG0042,2025-10-27,6.58,4.75
S00001551,AG0042,2025-10-26,6.93,6.07
S00001552,AG0042,2025-10-07,7.89,4.41
S00001553,AG0042,2025-10-18,7.62,5.05
S00001554,AG0042,2025-10-18,6.8,4.93
S00001555,AG0042,2025-10-12,7.93,5.48
S00001556,AG0042,2025-10-04,5.81,5.29
S00001557,AG0043,2025-10-15,6.4,6.55
S00001558,AG0043,2025-10-27,5.49,7.87
S00001559,AG0043,2025-10-04,7.58,6.08
S00001560,AG0043,2025-10-07,6.92,4.39
S00001561,AG0043,2025-10-12,5.68,5.13
S00001562,AG0043,2025-10-10,5.52,5.12
S00001563,AG0043,2025-10-09,7.3,6.54
S00001564,AG0043,2025-10-18,5.51,6.16
S00001565,AG0043,2025-10-11,5.2,4.21
S00001566,AG0043,2025-10-02,5.76,4.76
S00001567,AG0043,2025-10-05,8.3,5.75
S00001568,AG0044,2025-10-25,5.57,6.64
S00001569,AG0044,2025-10-02,6.1,4.47
S00001570,AG0044,2025-10-17,4.9,4.71
S00001571,AG0044,2025-10-22,8.06,4.47
S00001572,AG0044,2025-10-14,5.69,4.89
S00001573,AG0044,2025-10-06,5.87,5.15
S00001574,AG0044,2025-10-21,6.75,4.81
S00001575,AG0044,2025-10-24,6.79,6.16
S00001576,AG0045,2025-10-19,5.3,4.9
S00001577,AG0045,2025-10-12,8.51,6.33
S00001578,AG0045,2025-10-14,6.53,5.93
S00001579,AG0045,2025-10-04,6.22,5.99
S00001580,AG0045,2025-10-10,6.29,4.92
S00001581,AG0045,2025-10-05,6.97,4.26
S00001582,AG0046,2025-10-14,6.18,4.89
S00001583,AG0046,2025-10-21,6.13,5.84
S00001584,AG0046,2025-10-21,7.81,3.37
S00001585,AG0046,2025-10-16,8.05,6.15
S00001586,AG0046,2025-10-10,6.76,5.5
S00001587,AG0046,2025-10-27,7.04,6.81
S00001588,AG0046,2025-10-26,7.77,7.28
S00001589,AG0046,2025-10-20,5.96,6.31
S00001590,AG0047,2025-10-26,7.05,5.54
S00001591,AG0047,2025-10-09,4.6,5.09
S00001592,AG0047,2025-10-13,5.04,5.58
S00001593,AG0047,2025-10-05,6.65,5.53
S00001594,AG0047,2025-10-15,7.53,4.85
S00001595,AG0047,2025-10-16,7.88,5.07
S00001596,AG0047,2025-10-22,7.28,5.39
S00001597,AG0048,2025-10-08,6.48,7.31
S00001598,AG0048,2025-10-05,5.75,5.08
S00001599,AG0048,2025-10-07,6.88,5.32
S00001600,AG0048,2025-10-11,4.95,6.43
S00001601,AG0048,2025-10-08,6.53,5.36
S00001602,AG0048,2025-10-07,5.89,5.6
S00001603,AG0048,2025-10-06,6.08,4.77
S00001604,AG0048,2025-10-04,6.62,5.33
S00001605,AG0048,2025-10-20,4.45,4.15
S00001606,AG0049,2025-10-09,6.27,5.85
S00001607,AG0049,2025-10-02,5.41,5.79
S00001608,AG0049,2025-10-02,5.16,6.48
S00001609,AG0049,2025-10-14,6.75,4.92
S00001610,AG0049,2025-10-09,4.83,4.6
S00001611,AG0049,2025-10-03,5.64,5.96
S00001612,AG0049,2025-10-05,5.24,6.44
S00001613,AG0049,2025-10-14,5.72,4.21
S00001614,AG0049,2025-10-15,6.06,6.72
S00001615,AG0049,2025-10-10,6.74,6.99
S00001616,AG0049,2025-10-27,4.59,5.65
S00001617,AG0049,2025-10-01,7.26,4.65
S00001618,AG0049,2025-10-21,5.53,4.58
S00001619,AG0049,2025-10-04,7.53,6.27
S00001620,AG0049,2025-10-27,7.49,4.71
S00001621,AG0050,2025-10-05,6.28,5.33
S00001622,AG0050,2025-10-11,7.9,5.17
S00001623,AG0050,2025-10-16,7.46,5.15
S00001624,AG0050,2025-10-15,6.23,5.67
S00001625,AG0050,2025-10-12,7.57,4.31
S00001626,AG0050,2025-10-04,6.5,6.9
S00001627,AG0050,2025-10-21,6.26,4.96
S00001628,AG0050,2025-10-15,5.53,4.7
S00001629,AG0050,2025-10-05,5.82,7.01
S00001630,AG0051,2025-10-27,7.78,6.6
S00001631,AG0051,2025-10-26,6.87,5.57
S00001632,AG0051,2025-10-06,5.68,4.99
S00001633,AG0051,2025-10-02,5.56,6.58
S00001634,AG0051,2025-10-24,7.46,5.01
S00001635,AG0051,2025-10-22,4.85,4.62
S00001636,AG0051,2025-10-04,6.74,6.77
S00001637,AG0051,2025-10-12,7.12,4.76
S00001638,AG0051,2025-10-18,5.75,4.47
S00001639,AG0051,2025-10-20,6.17,5.75
S00001640,AG0052,2025-10-23,6.63,6.7
S00001641,AG0052,2025-10-19,7.64,6.59
S00001642,AG0052,2025-10-03,6.46,5.61
S00001643,AG0052,2025-10-13,6.04,7.31
S00001644,AG0053,2025-10-07,7.9,5.56
S00001645,AG0053,2025-10-22,7.34,5.55
S00001646,AG0053,2025-10-17,8.07,5.6
S00001647,AG0053,2025-10-23,6.39,5.81
S00001648,AG0053,2025-10-10,7.34,4.36
S00001649,AG0053,2025-10-13,8.21,6.9
S00001650,AG0053,2025-10-19,7.34,3.52
S00001651,AG0053,2025-10-03,7.21,4.92
S00001652,AG0053,2025-10-24,4.38,5.44
S00001653,AG0053,2025-10-03,7.05,4.7
S00001654,AG0053,2025-10-05,7.1,7.13
S00001655,AG0053,2025-10-04,9.01,4.54
S00001656,AG0054,2025-10-25,6.09,5.26
S00001657,AG0054,2025-10-01,8.93,7.94
S00001658,AG0054,2025-10-12,6.34,6.68
S00001659,AG0054,2025-10-03,4.98,5.87
S00001660,AG0054,2025-10-14,7.39,3.98
S00001661,AG0055,2025-10-02,6.66,6.2
S00001662,AG0055,2025-10-23,5.9,5.65
S00001663,AG0055,2025-10-23,6.99,5.23
S00001664,AG0055,2025-10-04,5.89,5.18
S00001665,AG0055,2025-10-04,7.04,4.23
S00001666,AG0055,2025-10-06,5.48,6.85
S00001667,AG0055,2025-10-01,6.02,5.47
S00001668,AG0055,2025-10-19,6.14,4.33
S00001669,AG0055,2025-10-11,5.88,5.15
S00001670,AG0055,2025-10-27,6.32,4.65
S00001671,AG0055,2025-10-01,6.89,5.57
S00001672,AG0055,2025-10-12,5.8,6.54
S00001673,AG0056,2025-10-24,5.4,3.75
S00001674,AG0056,2025-10-21,4.84,5.07
S00001675,AG0056,2025-10-07,8.22,4.99
S00001676,AG0056,2025-10-21,6.72,4.54
S00001677,AG0056,2025-10-15,6.96,5.27
S00001678,AG0056,2025-10-22,7.22,5.37
S00001679,AG0056,2025-10-15,6.78,5.18
S00001680,AG0056,2025-10-26,6.87,5.68
S00001681,AG0056,2025-10-17,7.72,5.76
S00001682,AG0056,2025-10-16,6.1,5.92
S00001683,AG0056,2025-10-24,7.23,4.54
S00001684,AG0056,2025-10-22,7.66,6.61
S00001685,AG0056,2025-10-19,6.29,5.28
S00001686,AG0056,2025-10-18,6.79,4.99
S00001687,AG0057,2025-10-06,9.14,6.22
S00001688,AG0057,2025-10-11,7.65,5.6
S00001689,AG0057,2025-10-14,8.21,4.68
S00001690,AG0057,2025-10-27,7.16,5.59
S00001691,AG0057,2025-10-19,6.97,4.63
S00001692,AG0057,2025-10-11,5.43,5.83
S00001693,AG0057,2025-10-18,5.85,3.88
S00001694,AG0057,2025-10-22,5.47,5.39
S00001695,AG0057,2025-10-18,6.29,6.78
S00001696,AG0057,2025-10-22,4.02,6.12
S00001697,AG0057,2025-10-17,6.65,5.16
S00001698,AG0057,2025-10-17,5.85,6.77
S00001699,AG0058,2025-10-08,6.38,6.19
S00001700,AG0058,2025-10-15,7.44,6.78
S00001701,AG0058,2025-10-08,6.21,5.57
S00001702,AG0058,2025-10-21,7.85,5.52
S00001703,AG0058,2025-10-23,5.25,5.71
S00001704,AG0059,2025-10-19,8.54,6.01
S00001705,AG0059,2025-10-24,7.49,6.48
S00001706,AG0059,2025-10-05,5.9,6.04
S00001707,AG0059,2025-10-11,5.61,4.0
S00001708,AG0059,2025-10-20,6.88,5.15
S00001709,AG0059,2025-10-14,6.23,6.42
S00001710,AG0059,2025-10-08,5.79,6.31
S00001711,AG0059,2025-10-16,7.43,5.71
S00001712,AG0059,2025-10-21,5.34,6.05
S00001713,AG0060,2025-10-16,6.66,6.26
S00001714,AG0060,2025-10-01,4.31,6.83
S00001715,AG0060,2025-10-14,8.09,4.41
S00001716,AG0060,2025-10-08,8.62,5.25
S00001717,AG0060,2025-10-09,7.55,6.36
S00001718,AG0060,2025-10-04,7.1,4.83
S00001719,AG0060,2025-10-17,5.35,5.12
S00001720,AG0060,2025-10-14,6.81,4.63
S00001721,AG0060,2025-10-19,6.1,5.64
S00001722,AG0061,2025-10-07,7.7,5.16
S00001723,AG0061,2025-10-06,8.2,5.98
S00001724,AG0061,2025-10-08,7.65,6.77
S00001725,AG0061,2025-10-26,6.7,5.4
S00001726,AG0061,2025-10-13,5.33,4.74
S00001727,AG0061,2025-10-04,6.62,6.41
S00001728,AG0061,2025-10-18,5.25,5.19
S00001729,AG0061,2025-10-15,8.56,6.43
S00001730,AG0061,2025-10-03,5.09,5.14
S00001731,AG0062,2025-10-13,4.97,5.46
S00001732,AG0062,2025-10-05,7.37,4.1
S00001733,AG0062,2025-10-16,5.68,4.79
S00001734,AG0062,2025-10-12,7.75,5.39
S00001735,AG0062,2025-10-06,7.18,6.52
S00001736,AG0062,2025-10-20,6.86,5.61
S00001737,AG0062,2025-10-08,6.82,6.26
S00001738,AG0062,2025-10-18,7.48,4.55
S00001739,AG0063,2025-10-24,5.34,4.35
S00001740,AG0063,2025-10-26,4.17,4.99
S00001741,AG0063,2025-10-14,8.33,5.99
S00001742,AG0063,2025-10-24,5.1,6.27
S00001743,AG0063,2025-10-20,5.79,5.38
S00001744,AG0063,2025-10-18,5.51,6.33
S00001745,AG0063,2025-10-20,7.98,5.06
S00001746,AG0063,2025-10-04,7.18,6.09
S00001747,AG0063,2025-10-14,7.34,6.13
S00001748,AG0063,2025-10-27,4.33,6.21
S00001749,AG0063,2025-10-21,5.98,6.83
S00001750,AG0064,2025-10-16,6.09,4.19
S00001751,AG0064,2025-10-01,5.47,5.32
S00001752,AG0064,2025-10-11,5.66,6.51
S00001753,AG0064,2025-10-22,6.36,6.3
S00001754,AG0064,2025-10-25,6.41,5.29
S00001755,AG0064,2025-10-20,7.83,5.49
S00001756,AG0064,2025-10-18,5.95,6.36
S00001757,AG0064,2025-10-04,5.92,4.82
S00001758,AG0065,2025-10-14,6.49,4.75
S00001759,AG0065,2025-10-20,5.48,6.28
S00001760,AG0065,2025-10-12,4.79,6.27
S00001761,AG0065,2025-10-24,6.55,6.5
S00001762,AG0065,2025-10-23,5.54,4.66
S00001763,AG0065,2025-10-09,5.94,4.09
S00001764,AG0065,2025-10-01,7.42,5.08
S00001765,AG0065,2025-10-06,8.97,5.66
S00001766,AG0065,2025-10-04,5.81,4.17
S00001767,AG0065,2025-10-02,6.7,6.08
S00001768,AG0065,2025-10-16,5.88,5.12
S00001769,AG0066,2025-10-24,5.59,5.41
S00001770,AG0066,2025-10-25,5.33,5.2
S00001771,AG0066,2025-10-03,7.32,5.13
S00001772,AG0066,2025-10-16,7.97,4.13
S00001773,AG0066,2025-10-12,4.78,5.99
S00001774,AG0067,2025-10-27,6.31,5.35
