event_id,account_id,event_timestamp,event_type
WA00001293,A000317,2025-12-14 22:00:00,READ
WA00001294,A000959,2025-09-22 20:00:00,DELIVERED
WA00001295,A000464,2025-12-03 10:00:00,REPLIED
WA00001296,A001868,2026-07-06 20:00:00,SENT
WA00001297,A003634,2025-09-01 19:00:00,DELIVERED
WA00001298,A004191,2025-10-22 08:00:00,READ
WA00001299,A000440,2026-01-09 20:00:00,SENT
WA00001300,A002926,2026-07-08 10:00:00,READ
WA00001301,A000700,2026-03-15 19:00:00,DELIVERED
WA00001302,A000552,2026-06-06 22:00:00,DELIVERED
WA00001303,A002034,2026-07-03 14:00:00,FAILED
WA00001304,A002072,2026-08-03 10:00:00,REPLIED
WA00001305,A000234,2026-05-19 21:00:00,REPLIED
WA00001306,A001669,2025-10-02 14:00:00,READ
WA00001307,A002432,2025-11-26 17:00:00,SENT
WA00001308,A000896,2026-08-17 14:00:00,FAILED
WA00001309,A002794,2026-02-16 15:00:00,SENT
WA00001310,A002045,2025-12-13 19:00:00,REPLIED
WA00001311,A003430,2026-03-15 16:00:00,DELIVERED
WA00001312,A002781,2026-08-13 18:00:00,SENT
WA00001313,A001230,2026-02-26 20:00:00,DELIVERED
WA00001314,A003757,2025-09-25 13:00:00,DELIVERED
WA00001315,A002380,2026-08-05 21:00:00,REPLIED
WA00001316,A000030,2026-05-24 10:00:00,DELIVERED
WA00001317,A003390,2026-04-14 22:00:00,DELIVERED
WA00001318,A002343,2026-08-04 12:00:00,REPLIED
WA00001319,A002790,2026-07-20 08:00:00,REPLIED
WA00001320,A000305,2025-10-02 15:00:00,DELIVERED
WA00001321,A002219,2026-02-15 07:00:00,DELIVERED
WA00001322,A000963,2026-04-27 16:00:00,REPLIED
WA00001323,A002128,2026-05-26 16:00:00,READ
WA00001324,A003821,2026-02-26 11:00:00,DELIVERED
WA00001325,A003483,2026-05-18 18:00:00,DELIVERED
WA00001326,A003744,2026-02-04 15:00:00,DELIVERED
WA00001327,A000116,2026-08-21 20:00:00,DELIVERED
WA00001328,A003209,2026-08-19 20:00:00,SENT
WA00001329,A000783,2026-06-01 18:00:00,DELIVERED
WA00001330,A002227,2026-04-05 11:00:00,READ
WA00001331,A002829,2025-11-25 20:00:00,REPLIED
WA00001332,A001783,2026-02-18 07:00:00,DELIVERED
WA00001333,A001492,2026-07-11 19:00:00,REPLIED
WA00001334,A002126,2026-05-23 10:00:00,READ
WA00001335,A002643,2026-05-02 07:00:00,READ
WA00001336,A004136,2026-08-01 11:00:00,READ
WA00001337,A000514,2026-02-01 12:00:00,DELIVERED
WA00001338,A001394,2025-12-08 19:00:00,REPLIED
WA00001339,A000889,2025-10-08 18:00:00,DELIVERED
WA00001340,A004156,2026-03-10 18:00:00,SENT
WA00001341,A002249,2025-09-07 18:00:00,DELIVERED
WA00001342,A001801,2026-08-21 22:00:00,REPLIED
WA00001343,A002818,2026-06-21 11:00:00,DELIVERED
WA00001344,A003070,2026-04-15 18:00:00,DELIVERED
WA00001345,A003848,2026-05-10 12:00:00,DELIVERED
WA00001346,A003298,2026-01-18 18:00:00,DELIVERED
WA00001347,A001452,2025-09-08 17:00:00,REPLIED
WA00001348,A003611,2026-08-17 17:00:00,SENT
WA00001349,A003019,2026-05-19 10:00:00,FAILED
WA00001350,A004084,2025-12-14 16:00:00,DELIVERED
WA00001351,A002694,2025-11-07 15:00:00,READ
WA00001352,A002288,2026-06-01 17:00:00,REPLIED
WA00001353,A004041,2026-03-27 13:00:00,FAILED
WA00001354,A000922,2025-11-23 18:00:00,READ
WA00001355,A003042,2025-10-26 22:00:00,READ
WA00001356,A004121,2026-05-09 21:00:00,DELIVERED
WA00001357,A001910,2026-07-14 22:00:00,READ
WA00001358,A001173,2025-12-20 18:00:00,FAILED
WA00001359,A002740,2026-08-26 17:00:00,READ
WA00001360,A002231,2026-08-06 13:00:00,SENT
WA00001361,A000156,2025-10-09 13:00:00,DELIVERED
WA00001362,A003867,2026-04-24 11:00:00,DELIVERED
WA00001363,A000365,2026-05-13 09:00:00,READ
WA00001364,A001872,2026-07-12 22:00:00,DELIVERED
WA00001365,A001978,2026-04-07 22:00:00,REPLIED
WA00001366,A002525,2026-02-21 13:00:00,FAILED
WA00001367,A001857,2025-11-08 07:00:00,READ
WA00001368,A000938,2026-05-06 13:00:00,REPLIED
WA00001369,A003576,2025-10-14 18:00:00,READ
WA00001370,A003370,2026-05-16 12:00:00,REPLIED
WA00001371,A002182,2025-11-15 17:00:00,DELIVERED
WA00001372,A001988,2026-02-27 16:00:00,DELIVERED
WA00001373,A000653,2026-05-22 21:00:00,FAILED
WA00001374,A002488,2026-03-22 17:00:00,SENT
WA00001375,A003338,2026-05-09 07:00:00,SENT
WA00001376,A000315,2026-03-25 10:00:00,REPLIED
WA00001377,A000193,2026-04-21 19:00:00,READ
WA00001378,A001798,2026-04-26 12:00:00,READ
WA00001379,A002520,2025-12-08 15:00:00,SENT
WA00001380,A001984,2026-08-10 08:00:00,DELIVERED
WA00001381,A000043,2026-07-02 10:00:00,DELIVERED
WA00001382,A004044,2026-02-19 22:00:00,READ
WA00001383,A000673,2025-11-05 08:00:00,SENT
WA00001384,A001558,2025-11-02 20:00:00,READ
WA00001385,A001985,2025-11-12 17:00:00,REPLIED
WA00001386,A003074,2025-11-20 09:00:00,READ
WA00001387,A001269,2026-05-18 13:00:00,REPLIED
WA00001388,A001457,2026-07-13 13:00:00,READ
WA00001389,A003567,2026-04-08 08:00:00,FAILED
WA00001390,A000261,2026-04-08 07:00:00,READ
WA00001391,A003370,2026-01-03 11:00:00,SENT
WA00001392,A003842,2025-11-26 16:00:00,SENT
WA00001393,A001295,2025-11-24 19:00:00,READ
WA00001394,A003124,2026-08-09 20:00:00,READ
WA00001395,A003037,2026-03-11 16:00:00,REPLIED
WA00001396,A002345,2026-05-08 21:00:00,REPLIED
WA00001397,A001901,2025-10-06 18:00:00,READ
WA00001398,A001136,2025-10-06 20:00:00,DELIVERED
WA00001399,A003323,2025-11-12 22:00:00,READ
WA00001400,A002813,2026-06-19 16:00:00,READ
WA00001401,A001820,2025-11-24 21:00:00,DELIVERED
WA00001402,A001041,2025-11-20 10:00:00,REPLIED
WA00001403,A001992,2025-10-05 09:00:00,REPLIED
WA00001404,A002247,2025-11-14 18:00:00,DELIVERED
WA00001405,A000832,2025-09-03 21:00:00,REPLIED
WA00001406,A000692,2026-03-05 07:00:00,READ
WA00001407,A003854,2026-08-22 09:00:00,READ
WA00001408,A000147,2026-08-01 13:00:00,REPLIED
WA00001409,A003800,2025-09-19 21:00:00,DELIVERED
WA00001410,A003819,2025-11-01 20:00:00,REPLIED
WA00001411,A000734,2026-02-10 14:00:00,DELIVERED
WA00001412,A002539,2026-07-24 22:00:00,SENT
WA00001413,A002924,2026-05-11 09:00:00,READ
WA00001414,A004002,2026-06-22 13:00:00,REPLIED
WA00001415,A003604,2026-08-14 09:00:00,SENT
WA00001416,A003860,2025-09-13 11:00:00,DELIVERED
WA00001417,A003480,2026-01-10 18:00:00,READ
WA00001418,A000613,2026-07-12 19:00:00,READ
WA00001419,A000664,2026-03-01 14:00:00,DELIVERED
WA00001420,A003425,2025-09-01 16:00:00,DELIVERED
WA00001421,A000267,2026-01-03 15:00:00,REPLIED
WA00001422,A001615,2026-06-19 16:00:00,READ
WA00001423,A001385,2025-10-08 20:00:00,DELIVERED
WA00001424,A004163,2025-09-14 13:00:00,READ
WA00001425,A002811,2026-02-22 22:00:00,SENT
WA00001426,A002098,2025-10-26 12:00:00,DELIVERED
WA00001427,A000488,2026-06-19 18:00:00,READ
WA00001428,A000024,2026-01-25 21:00:00,SENT
WA00001429,A001024,2026-01-02 17:00:00,FAILED
WA00001430,A003854,2026-05-13 20:00:00,DELIVERED
WA00001431,A001950,2026-03-26 15:00:00,SENT
WA00001432,A003872,2026-03-10 13:00:00,DELIVERED
WA00001433,A000674,2026-06-12 10:00:00,READ
WA00001434,A000902,2026-08-14 22:00:00,READ
WA00001435,A000581,2026-01-14 08:00:00,DELIVERED
WA00001436,A000151,2025-10-06 13:00:00,READ
WA00001437,A001156,2026-01-13 09:00:00,DELIVERED
WA00001438,A000197,2026-06-12 08:00:00,FAILED
WA00001439,A000146,2026-01-18 13:00:00,REPLIED
WA00001440,A002465,2026-07-24 11:00:00,READ
WA00001441,A001189,2026-04-16 22:00:00,DELIVERED
WA00001442,A003880,2026-05-24 20:00:00,REPLIED
WA00001443,A001605,2026-04-19 17:00:00,DELIVERED
WA00001444,A002484,2025-11-14 12:00:00,DELIVERED
WA00001445,A001142,2026-01-07 22:00:00,READ
WA00001446,A001245,2026-02-19 17:00:00,REPLIED
WA00001447,A000955,2026-01-02 09:00:00,DELIVERED
WA00001448,A000442,2026-04-23 19:00:00,READ
WA00001449,A000975,2025-11-25 22:00:00,DELIVERED
WA00001450,A003276,2025-09-09 21:00:00,FAILED
WA00001451,A001836,2026-04-20 15:00:00,DELIVERED
WA00001452,A003528,2026-06-23 09:00:00,REPLIED
WA00001453,A002892,2026-08-01 19:00:00,FAILED
WA00001454,A002668,2026-05-23 11:00:00,DELIVERED
WA00001455,A002380,2025-11-12 14:00:00,FAILED
WA00001456,A001520,2026-06-25 17:00:00,REPLIED
WA00001457,A001285,2026-04-25 22:00:00,DELIVERED
WA00001458,A004144,2026-06-06 20:00:00,DELIVERED
WA00001459,A002513,2026-01-08 11:00:00,DELIVERED
WA00001460,A003951,2025-10-05 15:00:00,SENT
WA00001461,A003331,2025-11-18 21:00:00,READ
WA00001462,A002862,2026-04-10 15:00:00,REPLIED
WA00001463,A003484,2026-04-12 09:00:00,READ
WA00001464,A000213,2026-05-15 16:00:00,SENT
WA00001465,A001268,2026-01-15 15:00:00,READ
WA00001466,A002724,2026-05-17 12:00:00,FAILED
WA00001467,A003143,2026-05-27 20:00:00,SENT
WA00001468,A003963,2025-12-25 16:00:00,DELIVERED
WA00001469,A000549,2025-10-26 22:00:00,DELIVERED
WA00001470,A000454,2025-12-16 11:00:00,DELIVERED
WA00001471,A001079,2026-05-06 07:00:00,FAILED
WA00001472,A001245,2026-07-09 08:00:00,DELIVERED
WA00001473,A001251,2026-02-17 22:00:00,FAILED
WA00001474,A001318,2025-11-15 15:00:00,FAILED
WA00001475,A004102,2025-11-16 20:00:00,REPLIED
WA00001476,A004032,2026-03-13 20:00:00,DELIVERED
WA00001477,A002569,2026-07-17 11:00:00,READ
WA00001478,A002013,2025-10-16 10:00:00,REPLIED
WA00001479,A003382,2026-06-19 22:00:00,DELIVERED
WA00001480,A000146,2025-12-04 07:00:00,DELIVERED
WA00001481,A001423,2025-10-04 18:00:00,DELIVERED
WA00001482,A002194,2025-11-22 16:00:00,SENT
WA00001483,A002836,2026-06-01 13:00:00,READ
WA00001484,A003720,2025-09-13 19:00:00,READ
WA00001485,A002418,2026-07-13 09:00:00,FAILED
WA00001486,A001275,2025-10-01 17:00:00,READ
WA00001487,A002115,2026-06-20 21:00:00,READ
WA00001488,A002357,2026-07-20 14:00:00,DELIVERED
WA00001489,A000695,2026-04-11 15:00:00,READ
WA00001490,A001172,2026-01-27 14:00:00,DELIVERED
WA00001491,A003251,2026-06-15 12:00:00,DELIVERED
WA00001492,A003380,2025-11-20 22:00:00,REPLIED
WA00001493,A002867,2025-09-05 21:00:00,READ
WA00001494,A000513,2026-02-05 19:00:00,DELIVERED
WA00001495,A000849,2026-01-06 10:00:00,DELIVERED
WA00001496,A000151,2025-10-05 11:00:00,DELIVERED
WA00001497,A000819,2026-08-06 12:00:00,READ
WA00001498,A002951,2026-08-06 08:00:00,REPLIED
WA00001499,A002142,2025-12-14 22:00:00,DELIVERED
WA00001500,A003835,2026-07-01 07:00:00,SENT
WA00001501,A001373,2025-12-23 15:00:00,READ
WA00001502,A001123,2026-07-20 17:00:00,READ
WA00001503,A001373,2026-01-10 11:00:00,DELIVERED
WA00001504,A003333,2026-04-15 10:00:00,DELIVERED
WA00001505,A001961,2025-10-08 21:00:00,SENT
WA00001506,A001408,2026-03-20 11:00:00,DELIVERED
WA00001507,A002904,2026-03-18 14:00:00,READ
WA00001508,A004110,2026-05-24 11:00:00,DELIVERED
WA00001509,A002535,2025-10-21 09:00:00,SENT
WA00001510,A003510,2026-05-19 16:00:00,SENT
WA00001511,A004151,2026-02-21 13:00:00,SENT
WA00001512,A003848,2026-01-02 09:00:00,REPLIED
WA00001513,A000415,2026-08-24 14:00:00,DELIVERED
WA00001514,A000361,2025-11-06 10:00:00,SENT
WA00001515,A002148,2025-10-12 10:00:00,DELIVERED
WA00001516,A000987,2026-01-06 17:00:00,REPLIED
WA00001517,A003192,2026-05-23 13:00:00,SENT
WA00001518,A001187,2026-06-05 17:00:00,FAILED
WA00001519,A002856,2026-06-12 08:00:00,READ
WA00001520,A002265,2025-10-16 09:00:00,DELIVERED
WA00001521,A002227,2025-11-20 13:00:00,REPLIED
WA00001522,A002350,2026-06-21 13:00:00,SENT
WA00001523,A002551,2026-06-17 08:00:00,SENT
WA00001524,A001839,2026-02-23 11:00:00,DELIVERED
WA00001525,A002934,2026-03-12 09:00:00,READ
WA00001526,A002289,2025-09-08 13:00:00,READ
WA00001527,A003922,2026-03-18 08:00:00,READ
WA00001528,A001881,2025-11-16 18:00:00,DELIVERED
WA00001529,A003387,2026-05-03 18:00:00,DELIVERED
WA00001530,A000294,2026-07-20 12:00:00,SENT
WA00001531,A001771,2025-10-20 10:00:00,READ
WA00001532,A003392,2026-06-14 17:00:00,READ
WA00001533,A001653,2026-02-12 07:00:00,READ
WA00001534,A001721,2025-09-22 10:00:00,READ
WA00001535,A001744,2026-02-26 08:00:00,SENT
WA00001536,A000306,2025-10-13 08:00:00,DELIVERED
WA00001537,A002746,2026-07-25 18:00:00,READ
WA00001538,A001875,2026-02-16 21:00:00,READ
WA00001539,A000453,2026-06-02 13:00:00,DELIVERED
WA00001540,A002271,2026-01-07 20:00:00,SENT
WA00001541,A003680,2025-10-05 19:00:00,SENT
WA00001542,A000216,2026-01-21 12:00:00,READ
WA00001543,A000830,2025-09-22 09:00:00,SENT
WA00001544,A001764,2025-11-02 08:00:00,READ
WA00001545,A001660,2025-10-15 15:00:00,READ
WA00001546,A002660,2025-09-03 07:00:00,FAILED
WA00001547,A002963,2025-12-08 08:00:00,READ
WA00001548,A001023,2026-07-14 10:00:00,SENT
WA00001549,A003974,2026-08-13 14:00:00,FAILED
WA00001550,A001472,2025-10-23 16:00:00,REPLIED
WA00001551,A003779,2025-09-20 12:00:00,REPLIED
WA00001552,A004049,2026-03-26 09:00:00,DELIVERED
WA00001553,A002967,2026-06-26 07:00:00,DELIVERED
WA00001554,A003719,2026-04-20 16:00:00,DELIVERED
WA00001555,A002349,2026-07-11 21:00:00,DELIVERED
WA00001556,A002519,2026-01-01 11:00:00,REPLIED
WA00001557,A002688,2026-05-22 10:00:00,SENT
WA00001558,A002310,2026-01-15 18:00:00,FAILED
WA00001559,A000123,2025-10-05 12:00:00,DELIVERED
WA00001560,A002694,2025-11-26 15:00:00,SENT
WA00001561,A004144,2025-09-17 10:00:00,DELIVERED
WA00001562,A002248,2026-05-15 17:00:00,READ
WA00001563,A000823,2026-08-01 18:00:00,SENT
WA00001564,A002234,2026-06-04 14:00:00,REPLIED
WA00001565,A002065,2025-10-12 12:00:00,DELIVERED
WA00001566,A003504,2025-12-12 12:00:00,SENT
WA00001567,A000709,2026-07-22 15:00:00,READ
WA00001568,A003228,2026-08-24 17:00:00,DELIVERED
WA00001569,A002722,2026-06-20 14:00:00,SENT
WA00001570,A002702,2026-06-02 18:00:00,READ
WA00001571,A000725,2025-10-25 16:00:00,REPLIED
WA00001572,A002887,2026-05-09 19:00:00,REPLIED
WA00001573,A001918,2026-07-21 10:00:00,FAILED
WA00001574,A001810,2026-03-24 09:00:00,DELIVERED
WA00001575,A002389,2026-04-27 08:00:00,DELIVERED
WA00001576,A001776,2026-04-04 17:00:00,FAILED
WA00001577,A001534,2025-10-23 11:00:00,DELIVERED
WA00001578,A003126,2025-09-23 09:00:00,READ
WA00001579,A000968,2025-10-26 20:00:00,DELIVERED
WA00001580,A003095,2026-06-05 13:00:00,DELIVERED
WA00001581,A001862,2025-10-26 19:00:00,DELIVERED
WA00001582,A000616,2025-09-04 09:00:00,REPLIED
WA00001583,A003686,2026-05-14 19:00:00,DELIVERED
WA00001584,A003400,2026-03-18 21:00:00,DELIVERED
WA00001585,A004068,2026-05-27 14:00:00,DELIVERED
WA00001586,A003984,2026-05-09 10:00:00,REPLIED
WA00001587,A000844,2026-02-24 12:00:00,READ
WA00001588,A002677,2025-11-17 17:00:00,DELIVERED
WA00001589,A002372,2025-10-21 20:00:00,READ
WA00001590,A003030,2026-07-24 08:00:00,SENT
WA00001591,A002749,2026-05-24 07:00:00,DELIVERED
WA00001592,A002513,2026-03-04 17:00:00,REPLIED
WA00001593,A000621,2026-02-14 09:00:00,READ
WA00001594,A001184,2025-10-19 08:00:00,DELIVERED
WA00001595,A001455,2025-11-22 13:00:00,FAILED
WA00001596,A002227,2026-05-12 20:00:00,READ
WA00001597,A002988,2026-03-06 18:00:00,REPLIED
WA00001598,A002741,2026-04-26 09:00:00,SENT
WA00001599,A000311,2025-11-25 16:00:00,READ
WA00001600,A002774,2026-04-05 18:00:00,FAILED
WA00001601,A000400,2026-07-08 15:00:00,SENT
WA00001602,A000808,2026-06-24 19:00:00,READ
WA00001603,A002420,2026-03-17 16:00:00,DELIVERED
WA00001604,A003778,2025-09-20 15:00:00,READ
WA00001605,A000847,2026-04-14 20:00:00,DELIVERED
WA00001606,A003195,2025-10-14 09:00:00,READ
WA00001607,A001656,2025-10-09 20:00:00,DELIVERED
WA00001608,A002487,2026-07-17 15:00:00,FAILED
WA00001609,A001220,2026-08-14 13:00:00,REPLIED
WA00001610,A001425,2026-03-22 16:00:00,DELIVERED
WA00001611,A001014,2026-01-18 09:00:00,SENT
WA00001612,A000449,2025-11-20 12:00:00,DELIVERED
WA00001613,A003999,2026-06-17 09:00:00,SENT
WA00001614,A001725,2026-01-01 07:00:00,SENT
WA00001615,A000859,2026-01-08 10:00:00,SENT
WA00001616,A003683,2026-07-11 21:00:00,READ
WA00001617,A000567,2025-12-25 10:00:00,READ
WA00001618,A004177,2025-10-14 19:00:00,READ
WA00001619,A001411,2026-04-06 10:00:00,SENT
WA00001620,A002811,2026-05-26 11:00:00,SENT
WA00001621,A001264,2026-03-20 12:00:00,SENT
WA00001622,A000400,2026-07-01 17:00:00,DELIVERED
WA00001623,A000166,2026-07-17 13:00:00,DELIVERED
WA00001624,A003731,2026-01-05 22:00:00,DELIVERED
WA00001625,A001790,2026-02-21 08:00:00,READ
WA00001626,A000369,2025-09-13 18:00:00,REPLIED
WA00001627,A002697,2026-05-04 17:00:00,DELIVERED
WA00001628,A001894,2025-09-23 16:00:00,REPLIED
WA00001629,A000442,2025-09-08 20:00:00,SENT
WA00001630,A003074,2025-12-27 11:00:00,DELIVERED
WA00001631,A002324,2026-04-21 08:00:00,READ
WA00001632,A002690,2026-06-04 14:00:00,DELIVERED
WA00001633,A000750,2026-04-25 22:00:00,READ
WA00001634,A001552,2026-07-11 17:00:00,FAILED
WA00001635,A001488,2026-06-22 22:00:00,READ
WA00001636,A001934,2026-08-21 19:00:00,FAILED
WA00001637,A002127,2026-08-11 21:00:00,REPLIED
WA00001638,A003900,2026-04-13 15:00:00,FAILED
WA00001639,A001773,2025-12-14 15:00:00,READ
WA00001640,A000845,2025-09-25 08:00:00,READ
WA00001641,A002259,2026-07-14 22:00:00,DELIVERED
WA00001642,A003169,2026-02-21 07:00:00,REPLIED
WA00001643,A001915,2026-06-13 13:00:00,SENT
WA00001644,A000321,2026-05-13 22:00:00,DELIVERED
WA00001645,A000210,2025-10-01 09:00:00,REPLIED
WA00001646,A002348,2026-06-11 18:00:00,SENT
WA00001647,A001792,2026-02-11 07:00:00,READ
WA00001648,A002088,2025-12-12 20:00:00,DELIVERED
WA00001649,A003228,2026-03-21 11:00:00,REPLIED
WA00001650,A000990,2026-04-25 09:00:00,DELIVERED
WA00001651,A003363,2025-09-23 16:00:00,READ
WA00001652,A003933,2026-04-04 12:00:00,DELIVERED
WA00001653,A003465,2026-03-09 18:00:00,DELIVERED
WA00001654,A002292,2025-12-09 14:00:00,DELIVERED
WA00001655,A003400,2026-08-23 12:00:00,FAILED
WA00001656,A001832,2025-10-03 15:00:00,REPLIED
WA00001657,A004053,2026-06-10 08:00:00,REPLIED
WA00001658,A003754,2026-05-07 19:00:00,REPLIED
WA00001659,A003325,2026-03-10 17:00:00,REPLIED
WA00001660,A003205,2026-08-26 07:00:00,DELIVERED
WA00001661,A000383,2026-03-08 11:00:00,DELIVERED
WA00001662,A001536,2026-06-05 07:00:00,READ
WA00001663,A002654,2026-02-27 15:00:00,SENT
WA00001664,A001616,2026-04-10 16:00:00,READ
WA00001665,A001110,2026-08-24 15:00:00,REPLIED
WA00001666,A000844,2026-03-02 08:00:00,DELIVERED
WA00001667,A001683,2025-10-17 12:00:00,SENT
WA00001668,A001147,2026-03-19 14:00:00,REPLIED
WA00001669,A002955,2025-12-13 13:00:00,READ
WA00001670,A002793,2026-03-22 15:00:00,READ
WA00001671,A003447,2025-10-15 09:00:00,READ
WA00001672,A001304,2025-10-06 12:00:00,DELIVERED
WA00001673,A001172,2025-09-23 13:00:00,SENT
WA00001674,A002879,2026-02-23 22:00:00,READ
WA00001675,A001960,2026-03-11 20:00:00,READ
WA00001676,A002193,2025-11-08 07:00:00,READ
WA00001677,A001915,2026-02-09 14:00:00,READ
WA00001678,A001076,2026-08-17 07:00:00,DELIVERED
WA00001679,A000236,2026-01-09 13:00:00,REPLIED
WA00001680,A003093,2026-02-26 19:00:00,DELIVERED
WA00001681,A003293,2026-02-14 21:00:00,DELIVERED
WA00001682,A000818,2026-08-18 18:00:00,DELIVERED
WA00001683,A001786,2026-05-09 21:00:00,DELIVERED
WA00001684,A002815,2026-07-10 21:00:00,DELIVERED
WA00001685,A003927,2025-11-15 09:00:00,DELIVERED
WA00001686,A002359,2026-03-19 17:00:00,FAILED
WA00001687,A003562,2026-05-18 18:00:00,READ
WA00001688,A000649,2026-06-17 21:00:00,READ
WA00001689,A003760,2026-07-16 08:00:00,SENT
WA00001690,A001641,2026-03-07 19:00:00,DELIVERED
WA00001691,A000590,2026-01-10 12:00:00,READ
WA00001692,A002524,2026-05-02 19:00:00,REPLIED
WA00001693,A002041,2026-01-23 07:00:00,DELIVERED
WA00001694,A004114,2026-04-17 22:00:00,DELIVERED
WA00001695,A000442,2026-04-26 18:00:00,SENT
WA00001696,A001434,2025-12-05 07:00:00,DELIVERED
WA00001697,A003472,2025-11-04 09:00:00,DELIVERED
WA00001698,A001205,2026-01-01 21:00:00,DELIVERED
WA00001699,A002888,2026-06-23 21:00:00,SENT
WA00001700,A000064,2026-04-13 19:00:00,DELIVERED
WA00001701,A004043,2025-11-19 16:00:00,REPLIED
WA00001702,A001704,2025-11-09 22:00:00,FAILED
WA00001703,A004026,2026-08-13 21:00:00,READ
WA00001704,A002319,2025-10-22 11:00:00,READ
WA00001705,A002890,2026-06-14 13:00:00,DELIVERED
WA00001706,A003502,2026-06-21 17:00:00,READ
WA00001707,A001833,2026-07-15 08:00:00,REPLIED
WA00001708,A004145,2026-05-19 09:00:00,REPLIED
WA00001709,A000885,2026-04-25 11:00:00,SENT
WA00001710,A002163,2026-03-08 20:00:00,DELIVERED
WA00001711,A003301,2026-02-11 13:00:00,DELIVERED
WA00001712,A001513,2026-03-10 11:00:00,DELIVERED
WA00001713,A002510,2025-10-24 14:00:00,READ
WA00001714,A001777,2026-07-08 08:00:00,DELIVERED
WA00001715,A002827,2026-07-23 10:00:00,DELIVERED
WA00001716,A004108,2026-05-02 11:00:00,SENT
WA00001717,A001795,2026-02-06 08:00:00,REPLIED
WA00001718,A002616,2026-03-11 17:00:00,READ
WA00001719,A000332,2026-03-24 15:00:00,FAILED
WA00001720,A003399,2025-10-04 15:00:00,DELIVERED
WA00001721,A002379,2025-11-18 16:00:00,SENT
WA00001722,A002665,2026-03-13 17:00:00,REPLIED
WA00001723,A004079,2025-11-23 14:00:00,DELIVERED
WA00001724,A000260,2026-02-15 20:00:00,DELIVERED
WA00001725,A001363,2026-07-18 09:00:00,READ
WA00001726,A002031,2026-03-01 21:00:00,READ
WA00001727,A001982,2026-07-22 11:00:00,READ
WA00001728,A002651,2025-11-07 08:00:00,DELIVERED
WA00001729,A001037,2026-06-19 09:00:00,REPLIED
WA00001730,A000058,2026-05-08 12:00:00,DELIVERED
WA00001731,A003941,2026-08-14 14:00:00,DELIVERED
WA00001732,A001051,2026-04-23 21:00:00,REPLIED
WA00001733,A001388,2025-10-15 20:00:00,READ
WA00001734,A001507,2026-06-04 09:00:00,READ
WA00001735,A003949,2026-03-23 18:00:00,READ
WA00001736,A003602,2026-03-25 22:00:00,FAILED
WA00001737,A001296,2026-03-03 18:00:00,DELIVERED
WA00001738,A000334,2026-01-14 16:00:00,FAILED
WA00001739,A003518,2026-05-19 14:00:00,SENT
WA00001740,A000256,2026-02-01 15:00:00,READ
WA00001741,A000712,2026-05-03 08:00:00,SENT
WA00001742,A001624,2026-06-10 20:00:00,READ
WA00001743,A000864,2026-01-20 18:00:00,READ
WA00001744,A004194,2026-02-04 07:00:00,DELIVERED
WA00001745,A003557,2026-06-02 21:00:00,REPLIED
WA00001746,A000889,2026-06-15 16:00:00,READ
WA00001747,A000714,2026-05-25 12:00:00,DELIVERED
WA00001748,A000105,2026-03-24 16:00:00,DELIVERED
WA00001749,A003997,2025-12-15 14:00:00,READ
WA00001750,A001183,2026-03-17 21:00:00,READ
WA00001751,A001016,2026-02-05 20:00:00,REPLIED
WA00001752,A001007,2026-06-04 07:00:00,READ
WA00001753,A000909,2026-03-11 18:00:00,SENT
WA00001754,A001687,2026-06-18 12:00:00,DELIVERED
WA00001755,A001399,2026-03-17 10:00:00,DELIVERED
WA00001756,A004051,2025-10-23 07:00:00,SENT
WA00001757,A003305,2025-11-04 10:00:00,READ
WA00001758,A003950,2026-05-26 18:00:00,FAILED
WA00001759,A000482,2026-02-18 11:00:00,REPLIED
WA00001760,A002124,2025-11-20 10:00:00,DELIVERED
WA00001761,A002727,2026-08-14 11:00:00,READ
WA00001762,A001004,2025-09-22 22:00:00,READ
WA00001763,A002785,2025-10-15 08:00:00,FAILED
WA00001764,A001192,2026-03-08 17:00:00,SENT
WA00001765,A001364,2026-07-07 21:00:00,SENT
WA00001766,A000977,2026-07-24 10:00:00,READ
WA00001767,A001854,2026-05-05 10:00:00,SENT
WA00001768,A003951,2026-02-17 18:00:00,READ
WA00001769,A000262,2026-08-07 10:00:00,SENT
WA00001770,A003895,2026-01-06 13:00:00,DELIVERED
WA00001771,A002083,2026-06-11 22:00:00,READ
WA00001772,A002794,2025-09-12 14:00:00,DELIVERED
WA00001773,A002805,2025-10-17 16:00:00,SENT
WA00001774,A000158,2026-06-08 11:00:00,REPLIED
WA00001775,A002535,2025-09-06 14:00:00,DELIVERED
WA00001776,A001370,2026-08-26 21:00:00,DELIVERED
WA00001777,A001176,2025-11-03 12:00:00,DELIVERED
WA00001778,A002305,2025-09-02 14:00:00,READ
WA00001779,A002417,2025-11-07 14:00:00,DELIVERED
WA00001780,A002285,2026-04-04 12:00:00,FAILED
WA00001781,A003967,2025-09-03 15:00:00,REPLIED
WA00001782,A000927,2026-01-24 15:00:00,REPLIED
WA00001783,A001537,2026-01-01 17:00:00,SENT
WA00001784,A003863,2026-05-07 12:00:00,DELIVERED
WA00001785,A002892,2026-05-25 21:00:00,DELIVERED
WA00001786,A000448,2026-04-23 10:00:00,SENT
WA00001787,A003081,2026-02-10 20:00:00,SENT
WA00001788,A003615,2026-03-13 16:00:00,SENT
