complaint_id,account_id,complaint_timestamp,complaint_type,status
COMP0000405,A003367,2025-09-11,TOO_MANY_CALLS,OPEN
COMP0000406,A000471,2026-06-22,AGENT_BEHAVIOR,RESOLVED
COMP0000407,A002912,2026-02-23,AGENT_BEHAVIOR,CLOSED
COMP0000408,A001878,2025-10-04,OTHER,OPEN
COMP0000409,A000375,2026-01-13,AGENT_BEHAVIOR,RESOLVED
COMP0000410,A003133,2026-02-12,WRONG_PERSON,RESOLVED
COMP0000411,A002544,2026-02-25,AGENT_BEHAVIOR,CLOSED
COMP0000412,A000949,2026-02-01,TOO_MANY_CALLS,CLOSED
COMP0000413,A004035,2025-12-11,TOO_MANY_CALLS,RESOLVED
COMP0000414,A002574,2025-12-24,OTHER,OPEN
COMP0000415,A003015,2026-04-20,TOO_MANY_CALLS,RESOLVED
COMP0000416,A001431,2025-09-07,AGENT_BEHAVIOR,OPEN
COMP0000417,A002487,2025-12-21,TOO_MANY_CALLS,CLOSED
COMP0000418,A001033,2026-06-09,AGENT_BEHAVIOR,RESOLVED
COMP0000419,A000873,2026-06-25,OTHER,CLOSED
COMP0000420,A002884,2025-12-02,WRONG_PERSON,CLOSED
COMP0000421,A001331,2026-02-15,OTHER,RESOLVED
COMP0000422,A003792,2026-06-16,AGENT_BEHAVIOR,CLOSED
COMP0000423,A002313,2026-05-03,AGENT_BEHAVIOR,OPEN
COMP0000424,A002826,2025-12-24,TOO_MANY_CALLS,RESOLVED
COMP0000425,A001151,2026-02-25,WRONG_PERSON,OPEN
COMP0000426,A000186,2025-11-14,TOO_MANY_CALLS,OPEN
COMP0000427,A003257,2026-06-02,WRONG_PERSON,CLOSED
COMP0000428,A001074,2026-03-27,WRONG_PERSON,CLOSED
COMP0000429,A002527,2026-04-05,OTHER,CLOSED
COMP0000430,A000523,2026-05-22,TOO_MANY_CALLS,CLOSED
COMP0000431,A002855,2025-12-12,TOO_MANY_CALLS,OPEN
COMP0000432,A002021,2026-05-09,TOO_MANY_CALLS,OPEN
COMP0000433,A002938,2026-01-10,WRONG_PERSON,OPEN
COMP0000434,A000980,2026-07-19,OTHER,CLOSED
COMP0000435,A003446,2026-01-02,OTHER,CLOSED
COMP0000436,A003938,2026-08-03,WRONG_PERSON,RESOLVED
COMP0000437,A004047,2025-10-10,WRONG_PERSON,RESOLVED
COMP0000438,A004138,2026-07-21,TOO_MANY_CALLS,OPEN
COMP0000439,A002562,2026-01-11,OTHER,CLOSED
COMP0000440,A000908,2026-01-15,OTHER,RESOLVED
COMP0000441,A001684,2026-04-11,OTHER,RESOLVED
COMP0000442,A002625,2026-06-15,OTHER,OPEN
COMP0000443,A004137,2025-11-23,AGENT_BEHAVIOR,CLOSED
COMP0000444,A000863,2025-11-05,WRONG_PERSON,OPEN
COMP0000445,A003264,2026-08-20,AGENT_BEHAVIOR,CLOSED
COMP0000446,A000559,2026-02-05,TOO_MANY_CALLS,OPEN
COMP0000447,A003674,2026-01-06,TOO_MANY_CALLS,OPEN
COMP0000448,A001025,2026-03-01,TOO_MANY_CALLS,RESOLVED
COMP0000449,A001220,2026-06-19,WRONG_PERSON,CLOSED
COMP0000450,A000907,2025-09-01,WRONG_PERSON,RESOLVED
COMP0000451,A002170,2026-05-14,WRONG_PERSON,RESOLVED
COMP0000452,A002322,2025-11-15,AGENT_BEHAVIOR,RESOLVED
COMP0000453,A002171,2025-12-16,OTHER,RESOLVED
COMP0000454,A001164,2025-10-17,OTHER,OPEN
COMP0000455,A001695,2025-09-06,TOO_MANY_CALLS,CLOSED
COMP0000456,A001622,2026-04-09,AGENT_BEHAVIOR,RESOLVED
COMP0000457,A000062,2026-02-10,TOO_MANY_CALLS,RESOLVED
COMP0000458,A003919,2025-09-19,WRONG_PERSON,RESOLVED
COMP0000459,A001700,2026-05-19,AGENT_BEHAVIOR,OPEN
COMP0000460,A000835,2025-11-10,AGENT_BEHAVIOR,CLOSED
COMP0000461,A003780,2025-11-14,TOO_MANY_CALLS,CLOSED
COMP0000462,A002994,2025-11-20,WRONG_PERSON,CLOSED
COMP0000463,A001178,2026-02-24,TOO_MANY_CALLS,OPEN
COMP0000464,A003918,2026-02-19,WRONG_PERSON,CLOSED
COMP0000465,A002334,2025-12-13,TOO_MANY_CALLS,RESOLVED
COMP0000466,A004153,2026-04-25,OTHER,CLOSED
COMP0000467,A003343,2025-12-25,AGENT_BEHAVIOR,OPEN
COMP0000468,A000451,2026-06-18,OTHER,OPEN
COMP0000469,A001168,2026-07-08,TOO_MANY_CALLS,RESOLVED
COMP0000470,A001593,2026-04-04,AGENT_BEHAVIOR,CLOSED
COMP0000471,A003209,2026-02-04,WRONG_PERSON,RESOLVED
COMP0000472,A002158,2026-05-10,AGENT_BEHAVIOR,RESOLVED
COMP0000473,A002641,2026-07-03,TOO_MANY_CALLS,RESOLVED
COMP0000474,A001323,2026-06-02,OTHER,OPEN
COMP0000475,A003642,2026-03-23,AGENT_BEHAVIOR,CLOSED
COMP0000476,A003745,2026-07-12,AGENT_BEHAVIOR,CLOSED
COMP0000477,A000126,2026-04-05,TOO_MANY_CALLS,RESOLVED
COMP0000478,A001087,2026-01-13,OTHER,RESOLVED
COMP0000479,A001823,2026-08-09,AGENT_BEHAVIOR,RESOLVED
COMP0000480,A002460,2025-09-07,TOO_MANY_CALLS,OPEN
COMP0000481,A003014,2025-10-17,OTHER,OPEN
COMP0000482,A000179,2026-05-17,AGENT_BEHAVIOR,OPEN
COMP0000483,A001231,2026-05-10,AGENT_BEHAVIOR,OPEN
COMP0000484,A002921,2026-05-01,TOO_MANY_CALLS,OPEN
COMP0000485,A003995,2026-02-21,WRONG_PERSON,CLOSED
COMP0000486,A003776,2026-06-13,TOO_MANY_CALLS,CLOSED
COMP0000487,A003521,2026-05-15,TOO_MANY_CALLS,RESOLVED
COMP0000488,A003551,2026-04-18,OTHER,CLOSED
COMP0000489,A001700,2025-09-22,OTHER,CLOSED
COMP0000490,A002843,2026-01-12,OTHER,OPEN
COMP0000491,A002737,2025-11-05,TOO_MANY_CALLS,RESOLVED
COMP0000492,A000905,2026-04-17,WRONG_PERSON,RESOLVED
COMP0000493,A003057,2026-03-05,WRONG_PERSON,CLOSED
COMP0000494,A002914,2026-02-18,OTHER,CLOSED
COMP0000495,A000729,2025-12-06,OTHER,RESOLVED
COMP0000496,A002470,2025-09-15,TOO_MANY_CALLS,OPEN
COMP0000497,A001252,2026-01-18,OTHER,CLOSED
COMP0000498,A000540,2026-08-06,AGENT_BEHAVIOR,OPEN
COMP0000499,A003410,2026-04-04,TOO_MANY_CALLS,RESOLVED
COMP0000500,A002320,2025-11-10,TOO_MANY_CALLS,RESOLVED
COMP0000501,A003362,2025-11-01,OTHER,RESOLVED
COMP0000502,A002320,2026-02-01,WRONG_PERSON,OPEN
COMP0000503,A001627,2026-07-09,WRONG_PERSON,OPEN
COMP0000504,A000081,2026-01-08,OTHER,RESOLVED
COMP0000505,A002473,2025-12-17,TOO_MANY_CALLS,RESOLVED
COMP0000506,A001678,2025-09-11,AGENT_BEHAVIOR,RESOLVED
COMP0000507,A001719,2026-07-21,TOO_MANY_CALLS,OPEN
COMP0000508,A000365,2026-02-23,TOO_MANY_CALLS,RESOLVED
COMP0000509,A001584,2026-01-27,TOO_MANY_CALLS,CLOSED
COMP0000510,A000622,2026-01-06,TOO_MANY_CALLS,CLOSED
COMP0000511,A002196,2025-10-20,WRONG_PERSON,RESOLVED
COMP0000512,A002823,2025-12-27,AGENT_BEHAVIOR,RESOLVED
COMP0000513,A001838,2026-04-21,TOO_MANY_CALLS,OPEN
COMP0000514,A003058,2026-01-18,WRONG_PERSON,CLOSED
COMP0000515,A001161,2025-11-06,WRONG_PERSON,OPEN
COMP0000516,A000710,2026-02-01,TOO_MANY_CALLS,RESOLVED
COMP0000517,A001666,2026-06-12,TOO_MANY_CALLS,RESOLVED
COMP0000518,A003740,2025-11-16,AGENT_BEHAVIOR,RESOLVED
COMP0000519,A001807,2025-09-06,OTHER,RESOLVED
COMP0000520,A001489,2025-09-15,OTHER,OPEN
COMP0000521,A002493,2026-05-23,AGENT_BEHAVIOR,CLOSED
COMP0000522,A000402,2025-12-19,TOO_MANY_CALLS,CLOSED
COMP0000523,A001315,2025-12-16,WRONG_PERSON,OPEN
COMP0000524,A002055,2026-05-27,AGENT_BEHAVIOR,RESOLVED
COMP0000525,A000373,2026-03-14,WRONG_PERSON,OPEN
COMP0000526,A000557,2026-02-18,AGENT_BEHAVIOR,CLOSED
COMP0000527,A001864,2026-05-20,TOO_MANY_CALLS,RESOLVED
COMP0000528,A000344,2025-09-08,WRONG_PERSON,OPEN
COMP0000529,A003881,2025-12-02,TOO_MANY_CALLS,CLOSED
COMP0000530,A003361,2025-09-02,AGENT_BEHAVIOR,CLOSED
COMP0000531,A002896,2026-08-04,AGENT_BEHAVIOR,CLOSED
COMP0000532,A003895,2026-05-08,WRONG_PERSON,RESOLVED
COMP0000533,A003745,2025-09-24,WRONG_PERSON,CLOSED
COMP0000534,A002502,2026-06-19,TOO_MANY_CALLS,OPEN
COMP0000535,A003296,2026-04-22,TOO_MANY_CALLS,OPEN
COMP0000536,A002801,2025-10-18,OTHER,RESOLVED
COMP0000537,A002932,2026-06-15,OTHER,RESOLVED
COMP0000538,A001106,2026-05-10,WRONG_PERSON,RESOLVED
COMP0000539,A003067,2026-08-04,AGENT_BEHAVIOR,RESOLVED
COMP0000540,A003938,2025-09-13,WRONG_PERSON,CLOSED
COMP0000541,A000579,2026-01-07,OTHER,OPEN
COMP0000542,A002115,2026-03-09,AGENT_BEHAVIOR,RESOLVED
COMP0000543,A002144,2026-07-09,OTHER,CLOSED
COMP0000544,A001952,2026-06-06,OTHER,CLOSED
COMP0000545,A002318,2025-11-24,AGENT_BEHAVIOR,OPEN
COMP0000546,A000610,2025-12-20,WRONG_PERSON,RESOLVED
COMP0000547,A003381,2026-06-10,WRONG_PERSON,RESOLVED
COMP0000548,A003880,2026-07-18,OTHER,RESOLVED
COMP0000549,A000847,2025-12-12,OTHER,CLOSED
COMP0000550,A003896,2026-07-27,WRONG_PERSON,OPEN
COMP0000551,A004168,2026-04-03,WRONG_PERSON,OPEN
COMP0000552,A003105,2026-08-16,WRONG_PERSON,RESOLVED
COMP0000553,A003655,2025-10-01,WRONG_PERSON,CLOSED
COMP0000554,A002726,2025-11-23,TOO_MANY_CALLS,OPEN
COMP0000555,A003684,2025-09-12,OTHER,RESOLVED
COMP0000556,A000271,2026-03-25,AGENT_BEHAVIOR,RESOLVED
COMP0000557,A003494,2026-03-18,WRONG_PERSON,CLOSED
COMP0000558,A001626,2026-06-26,TOO_MANY_CALLS,OPEN
COMP0000559,A000280,2026-07-19,TOO_MANY_CALLS,RESOLVED
COMP0000560,A001836,2025-09-05,AGENT_BEHAVIOR,RESOLVED
COMP0000561,A002876,2025-10-12,AGENT_BEHAVIOR,OPEN
COMP0000562,A002773,2025-11-08,WRONG_PERSON,OPEN
COMP0000563,A000730,2025-10-12,AGENT_BEHAVIOR,CLOSED
COMP0000564,A001035,2026-01-26,TOO_MANY_CALLS,RESOLVED
COMP0000565,A001797,2025-12-20,AGENT_BEHAVIOR,CLOSED
COMP0000566,A001340,2025-12-12,TOO_MANY_CALLS,CLOSED
COMP0000567,A001095,2026-04-26,AGENT_BEHAVIOR,OPEN
COMP0000568,A000462,2026-05-12,TOO_MANY_CALLS,RESOLVED
COMP0000569,A003549,2026-01-11,AGENT_BEHAVIOR,OPEN
COMP0000570,A003482,2026-08-19,WRONG_PERSON,RESOLVED
COMP0000571,A000602,2025-09-20,TOO_MANY_CALLS,RESOLVED
COMP0000572,A002802,2026-07-27,AGENT_BEHAVIOR,CLOSED
COMP0000573,A001132,2026-06-08,WRONG_PERSON,RESOLVED
COMP0000574,A001728,2025-09-15,OTHER,OPEN
COMP0000575,A003628,2026-06-26,TOO_MANY_CALLS,RESOLVED
COMP0000576,A000405,2026-05-14,WRONG_PERSON,CLOSED
COMP0000577,A001586,2026-04-08,WRONG_PERSON,OPEN
COMP0000578,A002719,2026-08-26,OTHER,OPEN
COMP0000579,A001045,2026-04-21,WRONG_PERSON,CLOSED
COMP0000580,A003376,2026-04-09,TOO_MANY_CALLS,CLOSED
COMP0000581,A003008,2025-10-21,OTHER,OPEN
COMP0000582,A002216,2026-04-10,AGENT_BEHAVIOR,CLOSED
COMP0000583,A002420,2026-05-20,OTHER,CLOSED
COMP0000584,A003378,2026-03-27,TOO_MANY_CALLS,OPEN
COMP0000585,A004098,2025-09-04,TOO_MANY_CALLS,OPEN
COMP0000586,A003651,2026-02-26,OTHER,CLOSED
COMP0000587,A003301,2026-07-06,OTHER,CLOSED
COMP0000588,A000704,2025-11-19,AGENT_BEHAVIOR,RESOLVED
COMP0000589,A004145,2026-04-01,AGENT_BEHAVIOR,OPEN
COMP0000590,A002048,2026-07-02,TOO_MANY_CALLS,RESOLVED
COMP0000591,A003245,2026-03-16,TOO_MANY_CALLS,OPEN
COMP0000592,A001772,2026-06-18,TOO_MANY_CALLS,OPEN
COMP0000593,A003788,2026-07-02,WRONG_PERSON,CLOSED
COMP0000594,A002572,2026-06-16,OTHER,OPEN
COMP0000595,A002640,2026-07-05,AGENT_BEHAVIOR,OPEN
COMP0000596,A003821,2025-09-26,OTHER,CLOSED
COMP0000597,A000333,2026-05-12,AGENT_BEHAVIOR,OPEN
COMP0000598,A000655,2026-04-09,TOO_MANY_CALLS,RESOLVED
COMP0000599,A002513,2026-03-06,OTHER,CLOSED
COMP0000600,A002940,2025-09-07,TOO_MANY_CALLS,OPEN
COMP0000601,A002673,2025-12-21,WRONG_PERSON,RESOLVED
COMP0000602,A003077,2025-09-02,OTHER,CLOSED
COMP0000603,A003035,2026-06-03,TOO_MANY_CALLS,CLOSED
COMP0000604,A003506,2026-04-12,AGENT_BEHAVIOR,OPEN
COMP0000605,A003540,2026-05-27,WRONG_PERSON,CLOSED
COMP0000606,A000847,2026-08-11,OTHER,CLOSED
COMP0000607,A001344,2026-04-08,OTHER,CLOSED
COMP0000608,A000980,2026-06-09,OTHER,CLOSED
COMP0000609,A000256,2025-09-11,WRONG_PERSON,OPEN
COMP0000610,A000285,2026-08-19,OTHER,CLOSED
COMP0000611,A004064,2025-10-04,TOO_MANY_CALLS,RESOLVED
COMP0000612,A000255,2026-04-14,AGENT_BEHAVIOR,RESOLVED
COMP0000613,A002361,2026-03-21,WRONG_PERSON,RESOLVED
COMP0000614,A001706,2026-07-13,WRONG_PERSON,OPEN
COMP0000615,A003291,2025-10-26,OTHER,RESOLVED
COMP0000616,A002598,2026-06-24,WRONG_PERSON,OPEN
COMP0000617,A001826,2026-07-21,AGENT_BEHAVIOR,RESOLVED
COMP0000618,A002007,2026-01-10,AGENT_BEHAVIOR,CLOSED
COMP0000619,A001174,2026-08-05,TOO_MANY_CALLS,CLOSED
COMP0000620,A002620,2026-04-04,OTHER,OPEN
COMP0000621,A003749,2025-12-26,TOO_MANY_CALLS,RESOLVED
COMP0000622,A001288,2026-01-07,WRONG_PERSON,CLOSED
COMP0000623,A000983,2026-03-09,AGENT_BEHAVIOR,OPEN
COMP0000624,A000021,2025-12-01,OTHER,CLOSED
COMP0000625,A003476,2026-02-14,OTHER,CLOSED
COMP0000626,A002834,2025-09-25,TOO_MANY_CALLS,RESOLVED
COMP0000627,A000245,2025-09-05,OTHER,RESOLVED
COMP0000628,A001390,2025-10-07,TOO_MANY_CALLS,OPEN
COMP0000629,A003150,2026-08-18,TOO_MANY_CALLS,CLOSED
COMP0000630,A003168,2026-04-06,AGENT_BEHAVIOR,RESOLVED
COMP0000631,A003624,2026-03-07,WRONG_PERSON,RESOLVED
COMP0000632,A001098,2026-05-13,WRONG_PERSON,OPEN
COMP0000633,A003918,2025-09-16,WRONG_PERSON,OPEN
COMP0000634,A001572,2025-10-23,AGENT_BEHAVIOR,CLOSED
COMP0000635,A001052,2026-05-05,WRONG_PERSON,RESOLVED
COMP0000636,A000417,2025-11-26,TOO_MANY_CALLS,CLOSED
COMP0000637,A003943,2026-02-09,AGENT_BEHAVIOR,OPEN
COMP0000638,A000890,2025-12-19,TOO_MANY_CALLS,RESOLVED
COMP0000639,A000751,2025-10-25,WRONG_PERSON,CLOSED
COMP0000640,A003283,2026-06-09,OTHER,OPEN
COMP0000641,A004050,2026-04-15,OTHER,OPEN
COMP0000642,A003069,2026-06-10,WRONG_PERSON,OPEN
COMP0000643,A000570,2025-09-27,TOO_MANY_CALLS,CLOSED
COMP0000644,A003023,2026-02-04,WRONG_PERSON,RESOLVED
COMP0000645,A003311,2026-02-20,OTHER,RESOLVED
COMP0000646,A000316,2026-02-10,TOO_MANY_CALLS,CLOSED
COMP0000647,A003603,2026-03-20,AGENT_BEHAVIOR,RESOLVED
COMP0000648,A001707,2025-09-10,AGENT_BEHAVIOR,RESOLVED
COMP0000649,A002792,2026-06-16,TOO_MANY_CALLS,RESOLVED
COMP0000650,A003564,2025-09-06,WRONG_PERSON,CLOSED
COMP0000651,A001518,2026-05-22,AGENT_BEHAVIOR,CLOSED
COMP0000652,A002114,2026-06-01,OTHER,RESOLVED
COMP0000653,A003789,2025-09-13,OTHER,CLOSED
COMP0000654,A002154,2025-12-25,AGENT_BEHAVIOR,OPEN
COMP0000655,A000155,2026-05-21,WRONG_PERSON,CLOSED
COMP0000656,A002327,2026-01-25,WRONG_PERSON,OPEN
COMP0000657,A000597,2026-01-19,WRONG_PERSON,CLOSED
COMP0000658,A004052,2025-11-09,WRONG_PERSON,CLOSED
COMP0000659,A000939,2026-02-09,TOO_MANY_CALLS,RESOLVED
COMP0000660,A000130,2025-11-18,OTHER,OPEN
COMP0000661,A000593,2026-05-09,AGENT_BEHAVIOR,OPEN
COMP0000662,A003349,2026-06-20,TOO_MANY_CALLS,OPEN
COMP0000663,A002153,2026-06-27,OTHER,RESOLVED
COMP0000664,A003987,2026-05-17,WRONG_PERSON,RESOLVED
COMP0000665,A003767,2026-07-13,TOO_MANY_CALLS,RESOLVED
COMP0000666,A001392,2026-03-16,AGENT_BEHAVIOR,RESOLVED
COMP0000667,A000713,2026-02-12,AGENT_BEHAVIOR,OPEN
COMP0000668,A001026,2026-03-07,AGENT_BEHAVIOR,OPEN
COMP0000669,A001878,2026-03-19,TOO_MANY_CALLS,RESOLVED
COMP0000670,A000256,2025-12-21,TOO_MANY_CALLS,RESOLVED
COMP0000671,A004184,2026-08-07,TOO_MANY_CALLS,OPEN
COMP0000672,A002454,2026-05-24,AGENT_BEHAVIOR,OPEN
COMP0000673,A003185,2026-08-27,AGENT_BEHAVIOR,OPEN
COMP0000674,A002703,2026-05-24,WRONG_PERSON,OPEN
COMP0000675,A001601,2026-02-21,TOO_MANY_CALLS,RESOLVED
COMP0000676,A001310,2026-02-23,OTHER,OPEN
COMP0000677,A000422,2025-12-03,OTHER,OPEN
COMP0000678,A001414,2025-12-08,OTHER,RESOLVED
COMP0000679,A003642,2026-02-17,OTHER,OPEN
COMP0000680,A003232,2026-05-06,AGENT_BEHAVIOR,OPEN
COMP0000681,A000703,2026-07-19,OTHER,RESOLVED
COMP0000682,A002763,2026-05-03,TOO_MANY_CALLS,RESOLVED
COMP0000683,A002877,2025-09-09,TOO_MANY_CALLS,RESOLVED
COMP0000684,A001761,2025-10-23,OTHER,OPEN
COMP0000685,A001395,2025-11-04,AGENT_BEHAVIOR,RESOLVED
COMP0000686,A001662,2026-04-24,WRONG_PERSON,CLOSED
COMP0000687,A002346,2026-03-08,AGENT_BEHAVIOR,RESOLVED
COMP0000688,A001850,2025-10-16,TOO_MANY_CALLS,RESOLVED
COMP0000689,A000826,2026-02-18,OTHER,OPEN
COMP0000690,A001034,2026-03-17,WRONG_PERSON,RESOLVED
COMP0000691,A003217,2026-07-13,TOO_MANY_CALLS,OPEN
COMP0000692,A000193,2025-11-03,TOO_MANY_CALLS,RESOLVED
COMP0000693,A001524,2026-04-17,AGENT_BEHAVIOR,OPEN
COMP0000694,A001864,2025-09-03,AGENT_BEHAVIOR,CLOSED
COMP0000695,A002693,2025-12-13,TOO_MANY_CALLS,CLOSED
COMP0000696,A002950,2026-07-04,WRONG_PERSON,OPEN
COMP0000697,A002867,2026-03-22,AGENT_BEHAVIOR,OPEN
COMP0000698,A001362,2025-10-11,TOO_MANY_CALLS,OPEN
COMP0000699,A003142,2026-02-01,AGENT_BEHAVIOR,RESOLVED
COMP0000700,A002112,2026-02-08,OTHER,RESOLVED
COMP0000701,A001471,2026-08-10,TOO_MANY_CALLS,RESOLVED
COMP0000702,A002463,2026-08-12,WRONG_PERSON,RESOLVED
COMP0000703,A002438,2026-08-21,OTHER,OPEN
COMP0000704,A004127,2026-07-21,OTHER,CLOSED
COMP0000705,A002590,2026-01-26,AGENT_BEHAVIOR,RESOLVED
COMP0000706,A001558,2026-03-20,OTHER,CLOSED
COMP0000707,A003402,2026-03-27,TOO_MANY_CALLS,RESOLVED
COMP0000708,A000577,2026-07-02,WRONG_PERSON,RESOLVED
COMP0000709,A000898,2026-01-15,AGENT_BEHAVIOR,RESOLVED
COMP0000710,A000464,2026-01-11,WRONG_PERSON,RESOLVED
COMP0000711,A003057,2026-08-14,WRONG_PERSON,RESOLVED
COMP0000712,A002312,2026-06-17,WRONG_PERSON,OPEN
COMP0000713,A001795,2025-11-11,OTHER,CLOSED
COMP0000714,A003704,2026-06-26,TOO_MANY_CALLS,OPEN
COMP0000715,A004065,2026-05-24,OTHER,RESOLVED
COMP0000716,A001627,2025-11-08,OTHER,CLOSED
COMP0000717,A003966,2026-01-10,WRONG_PERSON,OPEN
COMP0000718,A001728,2026-08-12,AGENT_BEHAVIOR,OPEN
COMP0000719,A003658,2026-07-26,WRONG_PERSON,RESOLVED
COMP0000720,A003943,2026-02-19,TOO_MANY_CALLS,CLOSED
COMP0000721,A002600,2026-08-15,AGENT_BEHAVIOR,CLOSED
COMP0000722,A000502,2025-10-20,AGENT_BEHAVIOR,CLOSED
COMP0000723,A003442,2025-10-25,TOO_MANY_CALLS,CLOSED
COMP0000724,A001469,2025-09-27,TOO_MANY_CALLS,RESOLVED
COMP0000725,A000045,2026-06-21,WRONG_PERSON,OPEN
COMP0000726,A002724,2026-05-05,AGENT_BEHAVIOR,OPEN
COMP0000727,A002689,2025-11-24,TOO_MANY_CALLS,RESOLVED
COMP0000728,A001517,2026-05-02,OTHER,OPEN
COMP0000729,A003046,2026-01-26,TOO_MANY_CALLS,OPEN
COMP0000730,A001517,2026-06-04,AGENT_BEHAVIOR,CLOSED
COMP0000731,A001600,2026-03-01,WRONG_PERSON,RESOLVED
COMP0000732,A002633,2026-04-14,TOO_MANY_CALLS,RESOLVED
COMP0000733,A000054,2026-07-02,OTHER,CLOSED
COMP0000734,A002344,2025-11-24,AGENT_BEHAVIOR,CLOSED
COMP0000735,A002237,2026-04-27,OTHER,CLOSED
COMP0000736,A003818,2026-05-18,TOO_MANY_CALLS,RESOLVED
COMP0000737,A001958,2026-04-04,WRONG_PERSON,CLOSED
COMP0000738,A003997,2026-01-08,OTHER,RESOLVED
COMP0000739,A003873,2025-10-26,TOO_MANY_CALLS,OPEN
COMP0000740,A001695,2026-05-11,WRONG_PERSON,RESOLVED
COMP0000741,A002879,2025-09-16,TOO_MANY_CALLS,OPEN
COMP0000742,A001813,2025-09-25,OTHER,OPEN
COMP0000743,A001248,2025-12-20,TOO_MANY_CALLS,RESOLVED
COMP0000744,A001936,2026-04-14,TOO_MANY_CALLS,CLOSED
COMP0000745,A001533,2025-11-14,TOO_MANY_CALLS,CLOSED
COMP0000746,A003271,2026-04-01,TOO_MANY_CALLS,OPEN
COMP0000747,A003986,2026-07-19,WRONG_PERSON,OPEN
COMP0000748,A000577,2025-10-03,TOO_MANY_CALLS,RESOLVED
COMP0000749,A002590,2025-12-05,TOO_MANY_CALLS,RESOLVED
COMP0000750,A002923,2026-05-17,TOO_MANY_CALLS,OPEN
COMP0000751,A003204,2025-12-01,WRONG_PERSON,OPEN
COMP0000752,A002717,2026-04-21,AGENT_BEHAVIOR,CLOSED
COMP0000753,A002249,2026-02-23,WRONG_PERSON,CLOSED
COMP0000754,A002263,2026-03-01,TOO_MANY_CALLS,RESOLVED
COMP0000755,A001856,2026-05-21,WRONG_PERSON,RESOLVED
COMP0000756,A001153,2026-01-17,AGENT_BEHAVIOR,CLOSED
COMP0000757,A002826,2026-04-12,AGENT_BEHAVIOR,OPEN
COMP0000758,A000447,2026-08-22,WRONG_PERSON,CLOSED
COMP0000759,A003862,2026-06-17,AGENT_BEHAVIOR,OPEN
COMP0000760,A003555,2026-07-23,WRONG_PERSON,CLOSED
COMP0000761,A001878,2026-02-15,TOO_MANY_CALLS,OPEN
COMP0000762,A002128,2025-10-17,AGENT_BEHAVIOR,CLOSED
COMP0000763,A002107,2026-03-24,AGENT_BEHAVIOR,OPEN
COMP0000764,A001506,2026-03-17,TOO_MANY_CALLS,CLOSED
COMP0000765,A004050,2026-03-25,OTHER,OPEN
COMP0000766,A003819,2025-11-23,TOO_MANY_CALLS,RESOLVED
COMP0000767,A000648,2026-06-15,WRONG_PERSON,RESOLVED
COMP0000768,A003309,2026-06-19,OTHER,RESOLVED
COMP0000769,A002073,2026-06-15,OTHER,CLOSED
COMP0000770,A002664,2026-04-24,TOO_MANY_CALLS,CLOSED
COMP0000771,A000915,2026-02-17,TOO_MANY_CALLS,CLOSED
COMP0000772,A001583,2026-08-11,OTHER,CLOSED
COMP0000773,A003276,2026-05-18,TOO_MANY_CALLS,OPEN
COMP0000774,A003698,2026-01-15,OTHER,OPEN
COMP0000775,A000464,2026-06-13,WRONG_PERSON,CLOSED
COMP0000776,A001502,2025-10-11,TOO_MANY_CALLS,OPEN
COMP0000777,A000613,2025-11-22,WRONG_PERSON,CLOSED
COMP0000778,A001079,2026-02-14,OTHER,CLOSED
COMP0000779,A001438,2026-06-07,WRONG_PERSON,CLOSED
COMP0000780,A002397,2026-08-12,OTHER,OPEN
COMP0000781,A000201,2025-10-24,OTHER,RESOLVED
COMP0000782,A002015,2026-02-13,OTHER,CLOSED
COMP0000783,A001876,2026-03-22,WRONG_PERSON,RESOLVED
COMP0000784,A001052,2026-08-17,WRONG_PERSON,OPEN
COMP0000785,A001920,2026-06-11,OTHER,CLOSED
COMP0000786,A003613,2026-04-02,OTHER,RESOLVED
COMP0000787,A002803,2026-07-07,TOO_MANY_CALLS,OPEN
COMP0000788,A000172,2026-05-21,OTHER,CLOSED
COMP0000789,A002778,2026-02-05,OTHER,OPEN
COMP0000790,A000163,2026-01-22,AGENT_BEHAVIOR,CLOSED
COMP0000791,A001121,2026-03-14,WRONG_PERSON,RESOLVED
COMP0000792,A002073,2026-06-17,TOO_MANY_CALLS,RESOLVED
COMP0000793,A000795,2026-04-10,OTHER,CLOSED
COMP0000794,A003598,2026-04-15,WRONG_PERSON,OPEN
COMP0000795,A001544,2026-06-13,AGENT_BEHAVIOR,CLOSED
COMP0000796,A003552,2025-09-14,OTHER,CLOSED
COMP0000797,A004194,2026-07-16,TOO_MANY_CALLS,RESOLVED
COMP0000798,A003032,2026-02-24,OTHER,OPEN
COMP0000799,A000162,2026-01-10,AGENT_BEHAVIOR,RESOLVED
COMP0000800,A003798,2025-10-01,OTHER,OPEN
COMP0000801,A000380,2026-06-01,OTHER,RESOLVED
COMP0000802,A001658,2026-05-11,TOO_MANY_CALLS,CLOSED
COMP0000803,A001354,2026-07-26,OTHER,OPEN
COMP0000804,A001998,2025-09-08,TOO_MANY_CALLS,OPEN
COMP0000805,A002181,2026-08-16,TOO_MANY_CALLS,CLOSED
COMP0000806,A002210,2026-04-24,OTHER,RESOLVED
COMP0000807,A002622,2026-05-05,OTHER,OPEN
COMP0000808,A001375,2025-10-07,OTHER,OPEN
