targeting_id,account_id,target_date,campaign_id,strategy,priority_band,propensity_score
T000000894,A002349,2025-09-25,C001,OLD_TARGETING,MEDIUM,0.521
T000000895,A003393,2025-09-02,C001,OLD_TARGETING,HIGH,0.112
T000000896,A002961,2025-09-12,C001,OLD_TARGETING,HIGH,0.828
T000000897,A001112,2025-09-09,C001,OLD_TARGETING,MEDIUM,0.103
T000000898,A002724,2025-09-22,C001,OLD_TARGETING,HIGH,0.565
T000000899,A001675,2025-09-27,C001,OLD_TARGETING,HIGH,0.408
T000000900,A001886,2025-09-27,C001,OLD_TARGETING,HIGH,0.665
T000000901,A004044,2025-10-21,C002,OLD_TARGETING,HIGH,0.773
T000000902,A003397,2025-10-13,C002,OLD_TARGETING,MEDIUM,0.298
T000000903,A002366,2025-10-16,C002,OLD_TARGETING,MEDIUM,0.272
T000000904,A003391,2025-10-09,C002,OLD_TARGETING,HIGH,0.707
T000000905,A002894,2025-10-07,C002,OLD_TARGETING,MEDIUM,0.124
T000000906,A002446,2025-10-02,C002,OLD_TARGETING,MEDIUM,0.302
T000000907,A000873,2025-10-17,C002,OLD_TARGETING,HIGH,0.274
T000000908,A001506,2025-10-04,C002,OLD_TARGETING,LOW,0.862
T000000909,A001224,2025-10-10,C002,OLD_TARGETING,HIGH,0.813
T000000910,A000049,2025-10-16,C002,OLD_TARGETING,MEDIUM,0.432
T000000911,A003111,2025-10-21,C002,OLD_TARGETING,MEDIUM,0.612
T000000912,A000890,2025-10-16,C002,OLD_TARGETING,MEDIUM,0.516
T000000913,A000823,2025-10-27,C002,OLD_TARGETING,LOW,0.167
T000000914,A000055,2025-10-16,C002,OLD_TARGETING,HIGH,0.683
T000000915,A000258,2025-10-01,C002,OLD_TARGETING,LOW,0.375
T000000916,A001513,2025-10-08,C002,OLD_TARGETING,LOW,0.387
T000000917,A002745,2025-10-13,C002,OLD_TARGETING,HIGH,0.961
T000000918,A003350,2025-10-12,C002,OLD_TARGETING,LOW,0.589
T000000919,A003946,2025-10-11,C002,OLD_TARGETING,LOW,0.932
T000000920,A002277,2025-10-04,C002,OLD_TARGETING,LOW,0.478
T000000921,A003446,2025-10-04,C002,OLD_TARGETING,MEDIUM,0.141
T000000922,A000322,2025-10-09,C002,OLD_TARGETING,MEDIUM,0.325
T000000923,A000920,2025-10-02,C002,OLD_TARGETING,LOW,0.81
T000000924,A002127,2025-10-21,C002,OLD_TARGETING,MEDIUM,0.516
T000000925,A003804,2025-10-10,C002,OLD_TARGETING,LOW,0.416
T000000926,A002024,2025-10-25,C002,OLD_TARGETING,HIGH,0.748
T000000927,A002636,2025-10-03,C002,OLD_TARGETING,MEDIUM,0.585
T000000928,A004186,2025-10-14,C002,OLD_TARGETING,LOW,0.458
T000000929,A001298,2025-10-05,C002,OLD_TARGETING,MEDIUM,0.352
T000000930,A001956,2025-10-25,C002,OLD_TARGETING,MEDIUM,0.694
T000000931,A003119,2025-10-24,C002,OLD_TARGETING,HIGH,0.552
T000000932,A003116,2025-10-27,C002,OLD_TARGETING,MEDIUM,0.283
T000000933,A002036,2025-10-16,C002,OLD_TARGETING,LOW,0.834
T000000934,A000823,2025-10-19,C002,OLD_TARGETING,MEDIUM,0.797
T000000935,A001289,2025-10-16,C002,OLD_TARGETING,LOW,0.234
T000000936,A001385,2025-10-15,C002,OLD_TARGETING,MEDIUM,0.452
T000000937,A001577,2025-10-15,C002,OLD_TARGETING,LOW,0.851
T000000938,A002188,2025-10-07,C002,OLD_TARGETING,MEDIUM,0.555
T000000939,A003213,2025-10-18,C002,OLD_TARGETING,HIGH,0.543
T000000940,A001142,2025-10-11,C002,OLD_TARGETING,LOW,0.607
T000000941,A001544,2025-10-08,C002,OLD_TARGETING,HIGH,0.256
T000000942,A003826,2025-10-17,C002,OLD_TARGETING,MEDIUM,0.72
T000000943,A002960,2025-10-23,C002,OLD_TARGETING,MEDIUM,0.672
T000000944,A002211,2025-10-05,C002,OLD_TARGETING,MEDIUM,0.659
T000000945,A003573,2025-10-17,C002,OLD_TARGETING,HIGH,0.921
T000000946,A000492,2025-10-13,C002,OLD_TARGETING,MEDIUM,0.172
T000000947,A001412,2025-10-08,C002,OLD_TARGETING,LOW,0.911
T000000948,A001351,2025-10-12,C002,OLD_TARGETING,HIGH,0.105
T000000949,A001818,2025-10-07,C002,OLD_TARGETING,MEDIUM,0.662
T000000950,A002655,2025-10-27,C002,OLD_TARGETING,HIGH,0.452
T000000951,A000918,2025-10-21,C002,OLD_TARGETING,HIGH,0.309
T000000952,A002610,2025-10-26,C002,OLD_TARGETING,LOW,0.855
T000000953,A001363,2025-10-12,C002,OLD_TARGETING,HIGH,0.469
T000000954,A004082,2025-10-05,C002,OLD_TARGETING,LOW,0.536
T000000955,A001821,2025-10-03,C002,OLD_TARGETING,HIGH,0.317
T000000956,A001596,2025-10-03,C002,OLD_TARGETING,HIGH,0.84
T000000957,A004171,2025-10-19,C002,OLD_TARGETING,HIGH,0.51
T000000958,A000831,2025-10-07,C002,OLD_TARGETING,LOW,0.573
T000000959,A001810,2025-10-26,C002,OLD_TARGETING,MEDIUM,0.686
T000000960,A002681,2025-10-04,C002,OLD_TARGETING,LOW,0.541
T000000961,A001093,2025-10-22,C002,OLD_TARGETING,HIGH,0.552
T000000962,A000194,2025-10-12,C002,OLD_TARGETING,MEDIUM,0.723
T000000963,A003099,2025-10-14,C002,OLD_TARGETING,MEDIUM,0.318
T000000964,A002761,2025-10-03,C002,OLD_TARGETING,HIGH,0.398
T000000965,A003162,2025-10-25,C002,OLD_TARGETING,MEDIUM,0.551
T000000966,A002099,2025-10-10,C002,OLD_TARGETING,MEDIUM,0.693
T000000967,A000763,2025-10-20,C002,OLD_TARGETING,HIGH,0.493
T000000968,A000725,2025-10-10,C002,OLD_TARGETING,MEDIUM,0.709
T000000969,A000064,2025-10-24,C002,OLD_TARGETING,LOW,0.145
T000000970,A001273,2025-10-20,C002,OLD_TARGETING,MEDIUM,0.529
T000000971,A003113,2025-10-12,C002,OLD_TARGETING,HIGH,0.204
T000000972,A001474,2025-10-27,C002,OLD_TARGETING,LOW,0.661
T000000973,A003074,2025-10-21,C002,OLD_TARGETING,HIGH,0.35
T000000974,A001133,2025-10-15,C002,OLD_TARGETING,MEDIUM,0.747
T000000975,A002039,2025-10-10,C002,OLD_TARGETING,HIGH,0.329
T000000976,A000765,2025-10-23,C002,OLD_TARGETING,MEDIUM,0.196
T000000977,A003052,2025-10-23,C002,OLD_TARGETING,MEDIUM,0.63
T000000978,A003979,2025-10-20,C002,OLD_TARGETING,MEDIUM,0.343
T000000979,A000988,2025-10-22,C002,OLD_TARGETING,MEDIUM,0.38
T000000980,A000978,2025-10-20,C002,OLD_TARGETING,MEDIUM,0.625
T000000981,A002784,2025-10-19,C002,OLD_TARGETING,LOW,0.188
T000000982,A003349,2025-10-27,C002,OLD_TARGETING,HIGH,0.566
T000000983,A002260,2025-10-23,C002,OLD_TARGETING,MEDIUM,0.374
T000000984,A003096,2025-10-04,C002,OLD_TARGETING,LOW,0.305
T000000985,A000895,2025-10-11,C002,OLD_TARGETING,MEDIUM,0.542
T000000986,A003763,2025-10-23,C002,OLD_TARGETING,MEDIUM,0.674
T000000987,A000489,2025-10-01,C002,OLD_TARGETING,MEDIUM,0.659
T000000988,A003184,2025-10-01,C002,OLD_TARGETING,LOW,0.739
T000000989,A001497,2025-10-23,C002,OLD_TARGETING,LOW,0.858
T000000990,A000341,2025-10-04,C002,OLD_TARGETING,MEDIUM,0.691
T000000991,A003739,2025-10-26,C002,OLD_TARGETING,MEDIUM,0.886
T000000992,A003211,2025-10-18,C002,OLD_TARGETING,MEDIUM,0.987
T000000993,A003670,2025-10-16,C002,OLD_TARGETING,MEDIUM,0.138
T000000994,A000402,2025-10-25,C002,OLD_TARGETING,HIGH,0.152
T000000995,A001680,2025-10-16,C002,OLD_TARGETING,LOW,0.183
T000000996,A003082,2025-10-19,C002,OLD_TARGETING,HIGH,0.126
T000000997,A001651,2025-10-20,C002,OLD_TARGETING,MEDIUM,0.62
T000000998,A002656,2025-10-22,C002,OLD_TARGETING,MEDIUM,0.856
T000000999,A001931,2025-10-14,C002,OLD_TARGETING,LOW,0.2
T000001000,A000426,2025-10-24,C002,OLD_TARGETING,MEDIUM,0.353
T000001001,A001543,2025-10-05,C002,OLD_TARGETING,HIGH,0.467
T000001002,A001176,2025-10-11,C002,OLD_TARGETING,HIGH,0.842
T000001003,A003400,2025-10-18,C002,OLD_TARGETING,HIGH,0.122
T000001004,A003314,2025-10-05,C002,OLD_TARGETING,LOW,0.897
T000001005,A002960,2025-10-12,C002,OLD_TARGETING,LOW,0.555
T000001006,A003142,2025-10-20,C002,OLD_TARGETING,HIGH,0.652
T000001007,A002217,2025-10-05,C002,OLD_TARGETING,HIGH,0.906
T000001008,A000982,2025-10-11,C002,OLD_TARGETING,LOW,0.393
T000001009,A002051,2025-10-14,C002,OLD_TARGETING,HIGH,0.412
T000001010,A002575,2025-10-22,C002,OLD_TARGETING,MEDIUM,0.669
T000001011,A000181,2025-10-02,C002,OLD_TARGETING,HIGH,0.37
T000001012,A001811,2025-10-07,C002,OLD_TARGETING,MEDIUM,0.199
T000001013,A000062,2025-10-11,C002,OLD_TARGETING,LOW,0.204
T000001014,A000374,2025-10-11,C002,OLD_TARGETING,LOW,0.309
T000001015,A001490,2025-10-04,C002,OLD_TARGETING,MEDIUM,0.553
T000001016,A003187,2025-10-02,C002,OLD_TARGETING,HIGH,0.668
T000001017,A002100,2025-10-22,C002,OLD_TARGETING,LOW,0.146
T000001018,A001737,2025-10-10,C002,OLD_TARGETING,LOW,0.258
T000001019,A002792,2025-10-21,C002,OLD_TARGETING,LOW,0.934
T000001020,A000408,2025-10-24,C002,OLD_TARGETING,LOW,0.952
T000001021,A000856,2025-10-22,C002,OLD_TARGETING,MEDIUM,0.434
T000001022,A000711,2025-10-16,C002,OLD_TARGETING,LOW,0.955
T000001023,A002174,2025-10-03,C002,OLD_TARGETING,MEDIUM,0.581
T000001024,A001111,2025-10-08,C002,OLD_TARGETING,MEDIUM,0.717
T000001025,A003940,2025-10-07,C002,OLD_TARGETING,MEDIUM,0.912
T000001026,A001631,2025-10-23,C002,OLD_TARGETING,MEDIUM,0.812
T000001027,A004080,2025-10-07,C002,OLD_TARGETING,MEDIUM,0.123
T000001028,A003840,2025-10-12,C002,OLD_TARGETING,HIGH,0.958
T000001029,A002130,2025-10-05,C002,OLD_TARGETING,HIGH,0.854
T000001030,A002467,2025-10-21,C002,OLD_TARGETING,MEDIUM,0.16
T000001031,A001094,2025-10-12,C002,OLD_TARGETING,MEDIUM,0.951
T000001032,A000494,2025-10-22,C002,OLD_TARGETING,MEDIUM,0.613
T000001033,A001581,2025-10-11,C002,OLD_TARGETING,HIGH,0.943
T000001034,A002739,2025-10-24,C002,OLD_TARGETING,LOW,0.672
T000001035,A004128,2025-10-01,C002,OLD_TARGETING,MEDIUM,0.802
T000001036,A002349,2025-10-23,C002,OLD_TARGETING,MEDIUM,0.878
T000001037,A002936,2025-10-25,C002,OLD_TARGETING,MEDIUM,0.504
T000001038,A001016,2025-10-02,C002,OLD_TARGETING,MEDIUM,0.626
T000001039,A002648,2025-10-26,C002,OLD_TARGETING,LOW,0.721
T000001040,A000809,2025-10-02,C002,OLD_TARGETING,HIGH,0.115
T000001041,A003464,2025-10-01,C002,OLD_TARGETING,MEDIUM,0.466
T000001042,A003860,2025-10-17,C002,OLD_TARGETING,HIGH,0.659
T000001043,A001411,2025-10-24,C002,OLD_TARGETING,LOW,0.4
T000001044,A001787,2025-10-14,C002,OLD_TARGETING,MEDIUM,0.653
T000001045,A001882,2025-10-22,C002,OLD_TARGETING,LOW,0.224
T000001046,A001764,2025-10-04,C002,OLD_TARGETING,HIGH,0.288
T000001047,A002443,2025-10-12,C002,OLD_TARGETING,HIGH,0.707
T000001048,A002436,2025-10-18,C002,OLD_TARGETING,MEDIUM,0.339
T000001049,A002463,2025-10-12,C002,OLD_TARGETING,LOW,0.248
T000001050,A002653,2025-10-10,C002,OLD_TARGETING,LOW,0.416
T000001051,A001133,2025-10-12,C002,OLD_TARGETING,MEDIUM,0.514
T000001052,A002564,2025-10-06,C002,OLD_TARGETING,HIGH,0.597
T000001053,A002432,2025-10-05,C002,OLD_TARGETING,MEDIUM,0.652
T000001054,A000552,2025-10-19,C002,OLD_TARGETING,LOW,0.697
T000001055,A003583,2025-10-22,C002,OLD_TARGETING,MEDIUM,0.882
T000001056,A002867,2025-10-16,C002,OLD_TARGETING,HIGH,0.57
T000001057,A000011,2025-10-26,C002,OLD_TARGETING,LOW,0.539
T000001058,A002215,2025-10-09,C002,OLD_TARGETING,MEDIUM,0.297
T000001059,A000044,2025-10-03,C002,OLD_TARGETING,HIGH,0.717
T000001060,A003627,2025-10-09,C002,OLD_TARGETING,MEDIUM,0.242
T000001061,A000507,2025-10-13,C002,OLD_TARGETING,HIGH,0.121
T000001062,A001755,2025-10-01,C002,OLD_TARGETING,LOW,0.293
T000001063,A001145,2025-10-19,C002,OLD_TARGETING,MEDIUM,0.921
T000001064,A001028,2025-10-17,C002,OLD_TARGETING,LOW,0.868
T000001065,A000068,2025-10-20,C002,OLD_TARGETING,LOW,0.716
T000001066,A003658,2025-10-07,C002,OLD_TARGETING,HIGH,0.109
T000001067,A003663,2025-10-03,C002,OLD_TARGETING,HIGH,0.395
T000001068,A001686,2025-10-07,C002,OLD_TARGETING,HIGH,0.159
T000001069,A002880,2025-10-18,C002,OLD_TARGETING,HIGH,0.601
T000001070,A001056,2025-10-15,C002,OLD_TARGETING,LOW,0.218
T000001071,A001600,2025-10-24,C002,OLD_TARGETING,MEDIUM,0.613
T000001072,A001724,2025-10-20,C002,OLD_TARGETING,HIGH,0.451
T000001073,A001397,2025-10-13,C002,OLD_TARGETING,MEDIUM,0.54
T000001074,A000299,2025-10-24,C002,OLD_TARGETING,MEDIUM,0.275
T000001075,A001011,2025-10-04,C002,OLD_TARGETING,MEDIUM,0.886
T000001076,A001733,2025-10-09,C002,OLD_TARGETING,MEDIUM,0.335
T000001077,A002142,2025-10-07,C002,OLD_TARGETING,MEDIUM,0.985
T000001078,A001578,2025-10-07,C002,OLD_TARGETING,HIGH,0.892
T000001079,A003342,2025-10-03,C002,OLD_TARGETING,MEDIUM,0.678
T000001080,A000032,2025-10-17,C002,OLD_TARGETING,HIGH,0.724
T000001081,A002223,2025-10-15,C002,OLD_TARGETING,HIGH,0.889
T000001082,A003752,2025-10-13,C002,OLD_TARGETING,MEDIUM,0.429
T000001083,A002320,2025-10-16,C002,OLD_TARGETING,MEDIUM,0.908
T000001084,A001707,2025-10-19,C002,OLD_TARGETING,LOW,0.792
T000001085,A001829,2025-10-27,C002,OLD_TARGETING,MEDIUM,0.828
T000001086,A000085,2025-10-03,C002,OLD_TARGETING,MEDIUM,0.313
T000001087,A002189,2025-10-25,C002,OLD_TARGETING,LOW,0.92
T000001088,A002089,2025-10-09,C002,OLD_TARGETING,HIGH,0.922
T000001089,A000564,2025-10-05,C002,OLD_TARGETING,LOW,0.379
T000001090,A001641,2025-10-14,C002,OLD_TARGETING,MEDIUM,0.8
T000001091,A003176,2025-10-05,C002,OLD_TARGETING,MEDIUM,0.892
T000001092,A001751,2025-10-06,C002,OLD_TARGETING,HIGH,0.643
T000001093,A001497,2025-10-16,C002,OLD_TARGETING,LOW,0.504
T000001094,A000217,2025-10-15,C002,OLD_TARGETING,MEDIUM,0.613
T000001095,A000434,2025-10-20,C002,OLD_TARGETING,LOW,0.683
T000001096,A002926,2025-10-18,C002,OLD_TARGETING,LOW,0.273
T000001097,A001425,2025-10-20,C002,OLD_TARGETING,MEDIUM,0.638
T000001098,A002229,2025-10-10,C002,OLD_TARGETING,MEDIUM,0.503
T000001099,A000545,2025-10-22,C002,OLD_TARGETING,MEDIUM,0.575
T000001100,A001338,2025-10-23,C002,OLD_TARGETING,MEDIUM,0.639
T000001101,A002196,2025-10-26,C002,OLD_TARGETING,MEDIUM,0.478
T000001102,A003865,2025-10-24,C002,OLD_TARGETING,HIGH,0.707
T000001103,A002493,2025-10-03,C002,OLD_TARGETING,HIGH,0.537
T000001104,A004010,2025-10-17,C002,OLD_TARGETING,HIGH,0.462
T000001105,A001985,2025-10-27,C002,OLD_TARGETING,MEDIUM,0.558
T000001106,A002388,2025-10-26,C002,OLD_TARGETING,LOW,0.329
T000001107,A001131,2025-10-01,C002,OLD_TARGETING,MEDIUM,0.494
T000001108,A001278,2025-10-27,C002,OLD_TARGETING,MEDIUM,0.441
T000001109,A000910,2025-10-21,C002,OLD_TARGETING,HIGH,0.446
T000001110,A002433,2025-10-04,C002,OLD_TARGETING,LOW,0.69
T000001111,A000098,2025-10-07,C002,OLD_TARGETING,MEDIUM,0.54
T000001112,A001873,2025-10-17,C002,OLD_TARGETING,MEDIUM,0.477
T000001113,A000192,2025-10-15,C002,OLD_TARGETING,HIGH,0.488
T000001114,A000453,2025-10-03,C002,OLD_TARGETING,MEDIUM,0.225
T000001115,A004035,2025-10-10,C002,OLD_TARGETING,HIGH,0.29
T000001116,A003636,2025-10-10,C002,OLD_TARGETING,HIGH,0.72
T000001117,A000967,2025-10-01,C002,OLD_TARGETING,LOW,0.176
T000001118,A001226,2025-10-26,C002,OLD_TARGETING,MEDIUM,0.376
T000001119,A001647,2025-10-10,C002,OLD_TARGETING,MEDIUM,0.247
T000001120,A001305,2025-10-04,C002,OLD_TARGETING,MEDIUM,0.33
T000001121,A001540,2025-10-16,C002,OLD_TARGETING,LOW,0.944
T000001122,A001499,2025-10-09,C002,OLD_TARGETING,HIGH,0.537
T000001123,A000842,2025-10-04,C002,OLD_TARGETING,MEDIUM,0.277
T000001124,A000926,2025-10-22,C002,OLD_TARGETING,HIGH,0.614
T000001125,A000457,2025-10-19,C002,OLD_TARGETING,HIGH,0.981
T000001126,A003681,2025-10-06,C002,OLD_TARGETING,HIGH,0.52
T000001127,A002457,2025-10-04,C002,OLD_TARGETING,LOW,0.132
T000001128,A000090,2025-10-03,C002,OLD_TARGETING,MEDIUM,0.524
T000001129,A003101,2025-10-20,C002,OLD_TARGETING,LOW,0.906
T000001130,A002640,2025-10-12,C002,OLD_TARGETING,MEDIUM,0.488
T000001131,A002209,2025-10-27,C002,OLD_TARGETING,LOW,0.551
T000001132,A002982,2025-10-14,C002,OLD_TARGETING,LOW,0.742
T000001133,A002177,2025-10-13,C002,OLD_TARGETING,LOW,0.954
T000001134,A004040,2025-10-09,C002,OLD_TARGETING,HIGH,0.436
T000001135,A000876,2025-10-01,C002,OLD_TARGETING,HIGH,0.497
T000001136,A002334,2025-10-15,C002,OLD_TARGETING,LOW,0.96
T000001137,A003212,2025-10-04,C002,OLD_TARGETING,HIGH,0.835
T000001138,A003113,2025-10-08,C002,OLD_TARGETING,HIGH,0.593
T000001139,A002672,2025-10-21,C002,OLD_TARGETING,HIGH,0.649
T000001140,A002607,2025-10-16,C002,OLD_TARGETING,HIGH,0.866
T000001141,A001199,2025-10-03,C002,OLD_TARGETING,LOW,0.113
T000001142,A002436,2025-10-13,C002,OLD_TARGETING,MEDIUM,0.255
T000001143,A001501,2025-10-02,C002,OLD_TARGETING,HIGH,0.867
T000001144,A000581,2025-10-18,C002,OLD_TARGETING,MEDIUM,0.741
T000001145,A001636,2025-10-19,C002,OLD_TARGETING,MEDIUM,0.286
T000001146,A001861,2025-10-12,C002,OLD_TARGETING,LOW,0.165
T000001147,A001880,2025-10-02,C002,OLD_TARGETING,LOW,0.173
T000001148,A000060,2025-10-11,C002,OLD_TARGETING,MEDIUM,0.128
T000001149,A001995,2025-10-18,C002,OLD_TARGETING,LOW,0.19
T000001150,A003306,2025-10-01,C002,OLD_TARGETING,MEDIUM,0.651
T000001151,A001133,2025-10-25,C002,OLD_TARGETING,MEDIUM,0.595
T000001152,A000299,2025-10-15,C002,OLD_TARGETING,MEDIUM,0.429
T000001153,A002615,2025-10-02,C002,OLD_TARGETING,MEDIUM,0.482
T000001154,A001443,2025-10-25,C002,OLD_TARGETING,MEDIUM,0.748
T000001155,A003544,2025-10-09,C002,OLD_TARGETING,LOW,0.489
T000001156,A001621,2025-10-23,C002,OLD_TARGETING,LOW,0.854
T000001157,A003481,2025-10-26,C002,OLD_TARGETING,MEDIUM,0.439
T000001158,A003631,2025-10-27,C002,OLD_TARGETING,LOW,0.888
T000001159,A003104,2025-10-09,C002,OLD_TARGETING,LOW,0.301
T000001160,A000512,2025-10-23,C002,OLD_TARGETING,MEDIUM,0.961
T000001161,A001328,2025-10-12,C002,OLD_TARGETING,LOW,0.426
T000001162,A000283,2025-10-04,C002,OLD_TARGETING,HIGH,0.6
T000001163,A000796,2025-10-13,C002,OLD_TARGETING,MEDIUM,0.294
T000001164,A001877,2025-10-01,C002,OLD_TARGETING,MEDIUM,0.782
T000001165,A003610,2025-10-16,C002,OLD_TARGETING,MEDIUM,0.301
T000001166,A001991,2025-10-23,C002,OLD_TARGETING,MEDIUM,0.401
T000001167,A000632,2025-10-08,C002,OLD_TARGETING,HIGH,0.265
T000001168,A003730,2025-10-14,C002,OLD_TARGETING,MEDIUM,0.784
T000001169,A002117,2025-10-22,C002,OLD_TARGETING,LOW,0.57
T000001170,A001593,2025-10-18,C002,OLD_TARGETING,MEDIUM,0.432
T000001171,A001114,2025-10-21,C002,OLD_TARGETING,MEDIUM,0.69
T000001172,A001116,2025-10-26,C002,OLD_TARGETING,MEDIUM,0.134
T000001173,A001665,2025-10-14,C002,OLD_TARGETING,HIGH,0.184
T000001174,A003105,2025-10-04,C002,OLD_TARGETING,MEDIUM,0.181
T000001175,A000165,2025-10-03,C002,OLD_TARGETING,MEDIUM,0.638
T000001176,A003248,2025-10-18,C002,OLD_TARGETING,HIGH,0.983
T000001177,A001813,2025-10-02,C002,OLD_TARGETING,MEDIUM,0.506
T000001178,A001096,2025-10-11,C002,OLD_TARGETING,MEDIUM,0.328
T000001179,A002203,2025-10-25,C002,OLD_TARGETING,HIGH,0.385
T000001180,A001066,2025-10-10,C002,OLD_TARGETING,MEDIUM,0.803
T000001181,A003633,2025-10-25,C002,OLD_TARGETING,LOW,0.889
T000001182,A003429,2025-10-04,C002,OLD_TARGETING,LOW,0.161
T000001183,A001230,2025-10-17,C002,OLD_TARGETING,LOW,0.378
T000001184,A003450,2025-10-18,C002,OLD_TARGETING,HIGH,0.176
T000001185,A001365,2025-10-16,C002,OLD_TARGETING,LOW,0.732
T000001186,A003958,2025-10-02,C002,OLD_TARGETING,LOW,0.805
T000001187,A000501,2025-10-17,C002,OLD_TARGETING,LOW,0.531
T000001188,A002648,2025-10-17,C002,OLD_TARGETING,LOW,0.517
T000001189,A001811,2025-10-01,C002,OLD_TARGETING,LOW,0.834
T000001190,A002761,2025-10-20,C002,OLD_TARGETING,HIGH,0.424
T000001191,A002710,2025-10-12,C002,OLD_TARGETING,LOW,0.607
T000001192,A000317,2025-10-17,C002,OLD_TARGETING,LOW,0.238
T000001193,A001311,2025-10-09,C002,OLD_TARGETING,MEDIUM,0.717
T000001194,A003178,2025-10-10,C002,OLD_TARGETING,LOW,0.207
T000001195,A000536,2025-10-20,C002,OLD_TARGETING,MEDIUM,0.757
T000001196,A002716,2025-10-19,C002,OLD_TARGETING,MEDIUM,0.368
T000001197,A001809,2025-10-02,C002,OLD_TARGETING,HIGH,0.381
T000001198,A000243,2025-10-04,C002,OLD_TARGETING,MEDIUM,0.835
T000001199,A003895,2025-10-21,C002,OLD_TARGETING,HIGH,0.575
T000001200,A000114,2025-10-15,C002,OLD_TARGETING,MEDIUM,0.76
T000001201,A001690,2025-10-19,C002,OLD_TARGETING,HIGH,0.639
T000001202,A001468,2025-10-02,C002,OLD_TARGETING,LOW,0.896
T000001203,A003468,2025-10-26,C002,OLD_TARGETING,LOW,0.147
T000001204,A000898,2025-10-08,C002,OLD_TARGETING,LOW,0.172
T000001205,A001593,2025-10-17,C002,OLD_TARGETING,LOW,0.148
T000001206,A002269,2025-10-20,C002,OLD_TARGETING,HIGH,0.855
T000001207,A002516,2025-10-11,C002,OLD_TARGETING,MEDIUM,0.931
T000001208,A004123,2025-10-07,C002,OLD_TARGETING,MEDIUM,0.686
T000001209,A002836,2025-10-06,C002,OLD_TARGETING,MEDIUM,0.754
T000001210,A003183,2025-10-08,C002,OLD_TARGETING,MEDIUM,0.124
T000001211,A001687,2025-10-08,C002,OLD_TARGETING,HIGH,0.794
T000001212,A004091,2025-10-27,C002,OLD_TARGETING,MEDIUM,0.929
T000001213,A001146,2025-10-23,C002,OLD_TARGETING,HIGH,0.213
T000001214,A002342,2025-10-20,C002,OLD_TARGETING,MEDIUM,0.713
T000001215,A003887,2025-10-12,C002,OLD_TARGETING,MEDIUM,0.332
T000001216,A003920,2025-10-08,C002,OLD_TARGETING,HIGH,0.39
T000001217,A001685,2025-10-20,C002,OLD_TARGETING,MEDIUM,0.863
T000001218,A002659,2025-10-26,C002,OLD_TARGETING,LOW,0.756
T000001219,A003016,2025-10-14,C002,OLD_TARGETING,LOW,0.757
T000001220,A003021,2025-10-12,C002,OLD_TARGETING,MEDIUM,0.591
T000001221,A001452,2025-10-19,C002,OLD_TARGETING,MEDIUM,0.748
T000001222,A000314,2025-10-04,C002,OLD_TARGETING,MEDIUM,0.854
T000001223,A002628,2025-10-18,C002,OLD_TARGETING,LOW,0.697
T000001224,A001795,2025-10-22,C002,OLD_TARGETING,MEDIUM,0.324
T000001225,A003824,2025-10-26,C002,OLD_TARGETING,LOW,0.892
T000001226,A000116,2025-10-15,C002,OLD_TARGETING,MEDIUM,0.273
T000001227,A002665,2025-10-05,C002,OLD_TARGETING,HIGH,0.871
T000001228,A003596,2025-10-08,C002,OLD_TARGETING,MEDIUM,0.556
T000001229,A003110,2025-10-21,C002,OLD_TARGETING,HIGH,0.937
T000001230,A002593,2025-10-27,C002,OLD_TARGETING,MEDIUM,0.703
T000001231,A000091,2025-10-11,C002,OLD_TARGETING,LOW,0.271
T000001232,A003680,2025-10-21,C002,OLD_TARGETING,LOW,0.942
T000001233,A001797,2025-10-07,C002,OLD_TARGETING,HIGH,0.437
T000001234,A002968,2025-10-16,C002,OLD_TARGETING,LOW,0.821
T000001235,A003554,2025-10-22,C002,OLD_TARGETING,MEDIUM,0.118
T000001236,A004135,2025-10-24,C002,OLD_TARGETING,LOW,0.584
T000001237,A003594,2025-10-22,C002,OLD_TARGETING,MEDIUM,0.189
T000001238,A003267,2025-10-17,C002,OLD_TARGETING,MEDIUM,0.506
T000001239,A002177,2025-10-03,C002,OLD_TARGETING,HIGH,0.105
T000001240,A001558,2025-10-17,C002,OLD_TARGETING,LOW,0.257
T000001241,A001287,2025-10-11,C002,OLD_TARGETING,MEDIUM,0.233
T000001242,A000217,2025-10-05,C002,OLD_TARGETING,MEDIUM,0.43
T000001243,A004002,2025-10-03,C002,OLD_TARGETING,MEDIUM,0.896
T000001244,A003649,2025-10-06,C002,OLD_TARGETING,LOW,0.754
T000001245,A000802,2025-10-04,C002,OLD_TARGETING,MEDIUM,0.763
T000001246,A001960,2025-10-10,C002,OLD_TARGETING,LOW,0.989
T000001247,A001019,2025-10-09,C002,OLD_TARGETING,MEDIUM,0.825
T000001248,A002416,2025-10-14,C002,OLD_TARGETING,HIGH,0.426
T000001249,A001367,2025-10-26,C002,OLD_TARGETING,MEDIUM,0.671
T000001250,A000907,2025-10-04,C002,OLD_TARGETING,MEDIUM,0.199
T000001251,A002402,2025-10-20,C002,OLD_TARGETING,HIGH,0.274
T000001252,A000313,2025-10-09,C002,OLD_TARGETING,MEDIUM,0.852
T000001253,A000882,2025-10-19,C002,OLD_TARGETING,LOW,0.492
T000001254,A000025,2025-10-14,C002,OLD_TARGETING,HIGH,0.751
