attempt_id,call_id,account_id,attempt_timestamp,agent_id,channel
ATT000004577,CALL00004577,A001493,2026-07-04 17:07:00,AG0085,Human Calling
ATT000004578,CALL00004578,A002824,2026-05-25 17:47:00,AG0108,Predictive Dialer
ATT000004579,CALL00004579,A002471,2026-06-22 15:40:00,AG0016,AI Voice
ATT000004580,CALL00004580,A001810,2025-11-01 08:02:00,AG0025,Predictive Dialer
ATT000004581,CALL00004581,A000448,2026-04-18 22:22:00,AG0066,Predictive Dialer
ATT000004582,CALL00004582,A002063,2026-04-12 21:16:00,AG0033,Human Calling
ATT000004583,CALL00004583,A000709,2026-02-01 18:51:00,AG0005,Predictive Dialer
ATT000004584,CALL00004584,A000606,2026-03-27 22:31:00,AG0013,Human Calling
ATT000004585,CALL00004585,A003814,2025-12-26 11:50:00,AG0030,Predictive Dialer
ATT000004586,CALL00004586,A002453,2026-06-16 07:52:00,AG0063,Predictive Dialer
ATT000004587,CALL00004587,A002422,2026-08-23 12:49:00,AG0063,Predictive Dialer
ATT000004588,CALL00004588,A001360,2026-06-12 13:32:00,AG0093,AI Voice
ATT000004589,CALL00004589,A003931,2026-05-02 14:32:00,AG0100,AI Voice
ATT000004590,CALL00004590,A002130,2026-01-09 23:57:00,AG0082,Human Calling
ATT000004591,CALL00004591,A001777,2025-10-18 06:47:00,AG0057,Predictive Dialer
ATT000004592,CALL00004592,A002804,2026-03-03 21:04:00,AG0105,AI Voice
ATT000004593,CALL00004593,A000195,2026-08-13 13:27:00,AG0019,IVR
ATT000004594,CALL00004594,A001296,2025-12-09 23:06:00,AG0036,AI Voice
ATT000004595,CALL00004595,A002668,2026-02-18 07:36:00,AG0010,IVR
ATT000004596,CALL00004596,A003049,2025-09-07 14:23:00,AG0055,Human Calling
ATT000004597,CALL00004597,A000420,2026-04-23 15:15:00,AG0112,IVR
ATT000004598,CALL00004598,A002444,2025-12-25 09:17:00,AG0037,Predictive Dialer
ATT000004599,CALL00004599,A002870,2025-10-02 07:27:00,AG0042,Human Calling
ATT000004600,CALL00004600,A003035,2026-07-17 23:43:00,AG0054,Human Calling
ATT000004601,CALL00004601,A003289,2026-03-01 08:48:00,AG0018,Predictive Dialer
ATT000004602,CALL00004602,A000859,2026-03-17 12:17:00,AG0068,AI Voice
ATT000004603,CALL00004603,A000643,2026-07-16 21:55:00,AG0041,Predictive Dialer
ATT000004604,CALL00004604,A003373,2026-07-15 07:04:00,AG0099,AI Voice
ATT000004605,CALL00004605,A003466,2025-12-12 06:29:00,AG0068,Human Calling
ATT000004606,CALL00004606,A002616,2025-11-14 23:02:00,AG0106,IVR
ATT000004607,CALL00004607,A002838,2025-10-26 18:56:00,AG0069,Human Calling
ATT000004608,CALL00004608,A000849,2026-04-03 22:15:00,AG0109,Human Calling
ATT000004609,CALL00004609,A003831,2026-05-05 14:37:00,AG0068,AI Voice
ATT000004610,CALL00004610,A000054,2026-08-03 18:30:00,AG0119,IVR
ATT000004611,CALL00004611,A002200,2026-01-19 16:50:00,AG0067,AI Voice
ATT000004612,CALL00004612,A002750,2026-04-15 09:12:00,AG0001,Predictive Dialer
ATT000004613,CALL00004613,A003985,2025-10-17 10:03:00,AG0031,Predictive Dialer
ATT000004614,CALL00004614,A002896,2026-05-08 17:37:00,AG0079,Predictive Dialer
ATT000004615,CALL00004615,A000802,2026-01-22 22:57:00,AG0009,Human Calling
ATT000004616,CALL00004616,A002611,2026-03-14 12:47:00,AG0054,Human Calling
ATT000004617,CALL00004617,A000629,2026-03-10 20:01:00,AG0027,Human Calling
ATT000004618,CALL00004618,A003776,2026-05-14 18:42:00,AG0067,Human Calling
ATT000004619,CALL00004619,A004069,2026-05-12 07:15:00,AG0069,Human Calling
ATT000004620,CALL00004620,A003776,2025-09-06 21:25:00,AG0025,Human Calling
ATT000004621,CALL00004621,A003271,2026-04-18 19:01:00,AG0010,Human Calling
ATT000004622,CALL00004622,A002342,2026-08-24 23:14:00,AG0011,Predictive Dialer
ATT000004623,CALL00004623,A003744,2026-04-10 06:12:00,AG0107,Human Calling
ATT000004624,CALL00004624,A001998,2026-03-25 10:46:00,AG0082,Human Calling
ATT000004625,CALL00004625,A001374,2026-04-05 07:48:00,AG0012,Human Calling
ATT000004626,CALL00004626,A003567,2026-02-27 15:37:00,AG0019,Human Calling
ATT000004627,CALL00004627,A002500,2025-11-14 10:25:00,AG0053,Human Calling
ATT000004628,CALL00004628,A003692,2025-09-04 10:37:00,AG0084,AI Voice
ATT000004629,CALL00004629,A001862,2026-06-04 07:16:00,AG0049,Human Calling
ATT000004630,CALL00004630,A000895,2026-02-04 08:06:00,AG0117,AI Voice
ATT000004631,CALL00004631,A003533,2025-09-04 23:25:00,AG0086,Human Calling
ATT000004632,CALL00004632,A000267,2026-01-15 13:47:00,AG0008,Predictive Dialer
ATT000004633,CALL00004633,A000052,2026-03-27 15:01:00,AG0050,Human Calling
ATT000004634,CALL00004634,A003309,2026-01-18 15:35:00,AG0095,Human Calling
ATT000004635,CALL00004635,A000210,2026-08-18 19:05:00,AG0070,Predictive Dialer
ATT000004636,CALL00004636,A001795,2025-11-05 12:26:00,AG0047,AI Voice
ATT000004637,CALL00004637,A003500,2026-06-25 11:06:00,AG0074,Human Calling
ATT000004638,CALL00004638,A000502,2025-09-20 07:04:00,AG0030,Human Calling
ATT000004639,CALL00004639,A000298,2026-05-08 15:50:00,AG0040,Human Calling
ATT000004640,CALL00004640,A000558,2026-07-02 20:17:00,AG0098,Human Calling
ATT000004641,CALL00004641,A003995,2025-12-07 14:36:00,AG0051,Predictive Dialer
ATT000004642,CALL00004642,A000622,2025-11-02 10:52:00,AG0031,Predictive Dialer
ATT000004643,CALL00004643,A004032,2025-12-01 21:39:00,AG0081,Human Calling
ATT000004644,CALL00004644,A003860,2026-02-13 20:48:00,AG0021,Human Calling
ATT000004645,CALL00004645,A000464,2026-02-13 09:39:00,AG0028,IVR
ATT000004646,CALL00004646,A000158,2025-12-12 23:27:00,AG0027,Human Calling
ATT000004647,CALL00004647,A001262,2025-10-14 06:34:00,AG0114,IVR
ATT000004648,CALL00004648,A001343,2025-10-05 10:48:00,AG0021,Predictive Dialer
ATT000004649,CALL00004649,A000153,2025-10-05 18:39:00,AG0106,Predictive Dialer
ATT000004650,CALL00004650,A002524,2026-08-25 18:18:00,AG0052,Human Calling
ATT000004651,CALL00004651,A001044,2025-09-08 20:18:00,AG0051,Human Calling
ATT000004652,CALL00004652,A001039,2025-11-06 17:19:00,AG0091,Human Calling
ATT000004653,CALL00004653,A000194,2025-09-08 09:13:00,AG0012,AI Voice
ATT000004654,CALL00004654,A003857,2025-10-06 18:43:00,AG0104,IVR
ATT000004655,CALL00004655,A004005,2025-10-08 11:10:00,AG0120,AI Voice
ATT000004656,CALL00004656,A001528,2025-09-11 09:20:00,AG0110,Human Calling
ATT000004657,CALL00004657,A000935,2025-09-24 07:59:00,AG0060,Human Calling
ATT000004658,CALL00004658,A003955,2025-11-21 13:34:00,AG0072,Predictive Dialer
ATT000004659,CALL00004659,A002972,2025-10-05 10:41:00,AG0066,Predictive Dialer
ATT000004660,CALL00004660,A002194,2025-09-19 19:54:00,AG0001,Human Calling
ATT000004661,CALL00004661,A003420,2026-02-01 16:17:00,AG0110,Human Calling
ATT000004662,CALL00004662,A000796,2026-06-05 09:02:00,AG0114,Human Calling
ATT000004663,CALL00004663,A002615,2025-11-16 18:43:00,AG0078,Human Calling
ATT000004664,CALL00004664,A001071,2026-06-01 11:03:00,AG0033,AI Voice
ATT000004665,CALL00004665,A001973,2025-11-10 17:44:00,AG0041,IVR
ATT000004666,CALL00004666,A004019,2026-01-20 19:47:00,AG0013,AI Voice
ATT000004667,CALL00004667,A000413,2025-11-25 16:38:00,AG0117,Predictive Dialer
ATT000004668,CALL00004668,A003734,2025-10-06 09:48:00,AG0077,Human Calling
ATT000004669,CALL00004669,A004003,2026-04-18 07:52:00,AG0074,Predictive Dialer
ATT000004670,CALL00004670,A001570,2026-03-23 07:37:00,AG0049,IVR
ATT000004671,CALL00004671,A003796,2026-04-03 21:23:00,AG0084,Predictive Dialer
ATT000004672,CALL00004672,A003778,2025-09-03 17:11:00,AG0003,Predictive Dialer
ATT000004673,CALL00004673,A000639,2026-06-19 17:32:00,AG0109,Human Calling
ATT000004674,CALL00004674,A000618,2026-03-08 17:45:00,AG0106,AI Voice
ATT000004675,CALL00004675,A000298,2026-02-09 20:37:00,AG0021,Human Calling
ATT000004676,CALL00004676,A003587,2026-02-04 07:13:00,AG0008,Predictive Dialer
ATT000004677,CALL00004677,A004012,2026-05-10 06:40:00,AG0049,Human Calling
ATT000004678,CALL00004678,A000643,2026-05-21 14:39:00,AG0043,IVR
ATT000004679,CALL00004679,A002518,2025-12-27 12:53:00,AG0090,AI Voice
ATT000004680,CALL00004680,A004126,2026-01-07 06:34:00,AG0060,Predictive Dialer
ATT000004681,CALL00004681,A001550,2026-03-21 06:41:00,AG0110,IVR
ATT000004682,CALL00004682,A002207,2026-03-06 09:51:00,AG0056,IVR
ATT000004683,CALL00004683,A001789,2025-09-14 10:19:00,AG0051,Human Calling
ATT000004684,CALL00004684,A003734,2026-03-10 06:58:00,AG0092,AI Voice
ATT000004685,CALL00004685,A002844,2026-03-25 16:39:00,AG0067,Human Calling
ATT000004686,CALL00004686,A000960,2026-04-03 15:23:00,AG0035,IVR
ATT000004687,CALL00004687,A002509,2026-05-10 19:00:00,AG0109,Human Calling
ATT000004688,CALL00004688,A003503,2026-01-02 07:16:00,AG0104,Human Calling
ATT000004689,CALL00004689,A003365,2026-02-12 16:39:00,AG0101,Predictive Dialer
ATT000004690,CALL00004690,A000941,2026-06-25 16:03:00,AG0047,AI Voice
ATT000004691,CALL00004691,A001213,2026-08-22 17:46:00,AG0066,Predictive Dialer
ATT000004692,CALL00004692,A003972,2026-06-19 19:38:00,AG0117,Predictive Dialer
ATT000004693,CALL00004693,A003447,2026-08-17 20:54:00,AG0028,Human Calling
ATT000004694,CALL00004694,A002321,2026-07-17 12:27:00,AG0120,Predictive Dialer
ATT000004695,CALL00004695,A001021,2025-09-14 11:38:00,AG0080,Human Calling
ATT000004696,CALL00004696,A001401,2026-05-11 07:24:00,AG0077,IVR
ATT000004697,CALL00004697,A002780,2025-11-10 15:11:00,AG0016,Predictive Dialer
ATT000004698,CALL00004698,A003665,2026-02-22 21:55:00,AG0036,Predictive Dialer
ATT000004699,CALL00004699,A001351,2026-01-02 08:22:00,AG0014,Human Calling
ATT000004700,CALL00004700,A004071,2025-09-25 18:50:00,AG0041,Human Calling
ATT000004701,CALL00004701,A001084,2026-03-01 13:11:00,AG0081,Predictive Dialer
ATT000004702,CALL00004702,A001675,2026-04-13 17:32:00,AG0094,Predictive Dialer
ATT000004703,CALL00004703,A000401,2026-01-20 09:24:00,AG0052,AI Voice
ATT000004704,CALL00004704,A000930,2025-11-14 23:01:00,AG0005,AI Voice
ATT000004705,CALL00004705,A000422,2025-11-17 08:12:00,AG0011,Predictive Dialer
ATT000004706,CALL00004706,A001320,2026-05-24 10:17:00,AG0034,Human Calling
ATT000004707,CALL00004707,A002496,2026-01-01 15:51:00,AG0020,Predictive Dialer
ATT000004708,CALL00004708,A003762,2026-02-19 15:09:00,AG0030,Human Calling
ATT000004709,CALL00004709,A000824,2026-03-16 21:37:00,AG0010,Human Calling
ATT000004710,CALL00004710,A003979,2026-04-15 22:18:00,AG0001,Human Calling
ATT000004711,CALL00004711,A003461,2026-08-02 19:30:00,AG0007,Human Calling
ATT000004712,CALL00004712,A004096,2026-05-20 18:52:00,AG0037,AI Voice
ATT000004713,CALL00004713,A002710,2025-10-19 19:57:00,AG0001,IVR
ATT000004714,CALL00004714,A000205,2025-10-07 22:37:00,AG0089,Human Calling
ATT000004715,CALL00004715,A000610,2025-09-20 10:13:00,AG0045,Human Calling
ATT000004716,CALL00004716,A001841,2026-01-24 18:16:00,AG0063,Predictive Dialer
ATT000004717,CALL00004717,A002772,2025-10-06 12:43:00,AG0086,AI Voice
ATT000004718,CALL00004718,A000843,2026-05-10 16:29:00,AG0052,Human Calling
ATT000004719,CALL00004719,A001274,2026-06-18 11:14:00,AG0054,Human Calling
ATT000004720,CALL00004720,A000783,2026-03-26 18:33:00,AG0030,Predictive Dialer
ATT000004721,CALL00004721,A002685,2025-10-22 06:12:00,AG0070,IVR
ATT000004722,CALL00004722,A001271,2026-04-04 16:18:00,AG0048,AI Voice
ATT000004723,CALL00004723,A000251,2026-04-09 07:08:00,AG0062,Predictive Dialer
ATT000004724,CALL00004724,A001493,2026-06-11 11:45:00,AG0118,Predictive Dialer
ATT000004725,CALL00004725,A002813,2026-01-05 20:29:00,AG0094,AI Voice
ATT000004726,CALL00004726,A001995,2025-12-01 13:46:00,AG0050,Human Calling
ATT000004727,CALL00004727,A003084,2025-10-08 07:02:00,AG0011,Predictive Dialer
ATT000004728,CALL00004728,A000476,2026-08-06 12:38:00,AG0117,AI Voice
ATT000004729,CALL00004729,A001822,2025-09-09 15:18:00,AG0044,Human Calling
ATT000004730,CALL00004730,A002898,2026-02-18 09:54:00,AG0106,Human Calling
ATT000004731,CALL00004731,A003089,2025-09-15 18:20:00,AG0019,Human Calling
ATT000004732,CALL00004732,A002376,2025-12-22 15:35:00,AG0098,Human Calling
ATT000004733,CALL00004733,A001054,2025-09-03 08:20:00,AG0067,AI Voice
ATT000004734,CALL00004734,A003749,2026-07-25 17:18:00,AG0023,Human Calling
ATT000004735,CALL00004735,A001911,2026-06-14 23:02:00,AG0096,Human Calling
ATT000004736,CALL00004736,A001574,2026-04-13 11:29:00,AG0070,Predictive Dialer
ATT000004737,CALL00004737,A002803,2025-12-25 10:01:00,AG0042,Human Calling
ATT000004738,CALL00004738,A003491,2026-05-14 07:31:00,AG0101,Human Calling
ATT000004739,CALL00004739,A000897,2026-06-12 21:29:00,AG0115,IVR
ATT000004740,CALL00004740,A003448,2025-09-23 20:24:00,AG0027,IVR
ATT000004741,CALL00004741,A001955,2025-12-22 08:03:00,AG0038,Predictive Dialer
ATT000004742,CALL00004742,A000160,2026-07-13 14:28:00,AG0096,Predictive Dialer
ATT000004743,CALL00004743,A002704,2026-03-19 12:30:00,AG0085,AI Voice
ATT000004744,CALL00004744,A001614,2026-03-17 15:32:00,AG0068,Predictive Dialer
ATT000004745,CALL00004745,A003701,2026-01-11 21:03:00,AG0058,Human Calling
ATT000004746,CALL00004746,A003846,2026-02-20 14:08:00,AG0038,Human Calling
ATT000004747,CALL00004747,A003151,2026-06-04 09:25:00,AG0061,Human Calling
ATT000004748,CALL00004748,A001156,2025-10-27 13:32:00,AG0078,Predictive Dialer
ATT000004749,CALL00004749,A001213,2025-12-23 08:02:00,AG0108,Human Calling
ATT000004750,CALL00004750,A003082,2026-04-03 07:57:00,AG0116,IVR
ATT000004751,CALL00004751,A002830,2025-11-15 16:40:00,AG0090,AI Voice
ATT000004752,CALL00004752,A000678,2026-07-14 22:38:00,AG0050,IVR
ATT000004753,CALL00004753,A000139,2026-05-18 19:22:00,AG0027,AI Voice
ATT000004754,CALL00004754,A003127,2026-04-03 09:06:00,AG0019,Predictive Dialer
ATT000004755,CALL00004755,A002605,2025-12-11 17:28:00,AG0058,Human Calling
ATT000004756,CALL00004756,A000445,2026-05-27 06:16:00,AG0024,Human Calling
ATT000004757,CALL00004757,A000570,2026-06-06 17:47:00,AG0006,Human Calling
ATT000004758,CALL00004758,A000491,2026-03-21 20:11:00,AG0025,Predictive Dialer
ATT000004759,CALL00004759,A001284,2026-07-02 14:53:00,AG0101,IVR
ATT000004760,CALL00004760,A000759,2026-08-08 10:02:00,AG0108,Human Calling
ATT000004761,CALL00004761,A001778,2025-09-15 23:50:00,AG0110,Predictive Dialer
ATT000004762,CALL00004762,A003367,2025-10-12 12:10:00,AG0065,Predictive Dialer
ATT000004763,CALL00004763,A001000,2026-08-22 22:01:00,AG0118,Predictive Dialer
ATT000004764,CALL00004764,A000125,2025-11-23 08:22:00,AG0082,Human Calling
ATT000004765,CALL00004765,A002948,2026-05-06 13:26:00,AG0090,AI Voice
ATT000004766,CALL00004766,A004159,2026-01-10 23:09:00,AG0022,Human Calling
ATT000004767,CALL00004767,A002415,2026-01-27 23:10:00,AG0057,IVR
ATT000004768,CALL00004768,A003764,2026-01-17 18:08:00,AG0085,AI Voice
ATT000004769,CALL00004769,A000951,2026-01-06 09:22:00,AG0060,Human Calling
ATT000004770,CALL00004770,A001911,2026-06-25 15:49:00,AG0092,IVR
ATT000004771,CALL00004771,A001397,2025-09-09 06:24:00,AG0021,Predictive Dialer
ATT000004772,CALL00004772,A001515,2025-11-08 11:42:00,AG0026,AI Voice
ATT000004773,CALL00004773,A000384,2025-09-02 12:57:00,AG0082,Human Calling
ATT000004774,CALL00004774,A002250,2025-10-16 16:28:00,AG0025,IVR
ATT000004775,CALL00004775,A003827,2026-04-20 13:12:00,AG0115,Predictive Dialer
ATT000004776,CALL00004776,A003337,2026-04-08 10:28:00,AG0108,Human Calling
ATT000004777,CALL00004777,A000359,2026-01-06 07:19:00,AG0085,Predictive Dialer
ATT000004778,CALL00004778,A001763,2026-01-15 18:00:00,AG0036,Human Calling
ATT000004779,CALL00004779,A000780,2026-02-19 21:43:00,AG0021,AI Voice
ATT000004780,CALL00004780,A002529,2026-05-15 08:06:00,AG0062,Predictive Dialer
ATT000004781,CALL00004781,A000333,2026-03-15 19:47:00,AG0040,AI Voice
ATT000004782,CALL00004782,A000320,2026-02-14 08:47:00,AG0071,Human Calling
ATT000004783,CALL00004783,A002463,2026-02-10 10:25:00,AG0114,Human Calling
ATT000004784,CALL00004784,A002761,2026-07-19 19:49:00,AG0079,Human Calling
ATT000004785,CALL00004785,A000435,2025-12-25 20:55:00,AG0074,AI Voice
ATT000004786,CALL00004786,A000006,2025-11-06 11:36:00,AG0008,AI Voice
ATT000004787,CALL00004787,A001941,2026-07-02 09:43:00,AG0024,Human Calling
ATT000004788,CALL00004788,A002938,2026-07-06 15:31:00,AG0058,AI Voice
ATT000004789,CALL00004789,A003191,2025-12-05 21:33:00,AG0100,AI Voice
ATT000004790,CALL00004790,A003768,2026-07-08 20:28:00,AG0011,Human Calling
ATT000004791,CALL00004791,A000995,2026-05-23 11:13:00,AG0015,Predictive Dialer
ATT000004792,CALL00004792,A004130,2026-04-11 15:04:00,AG0067,Human Calling
ATT000004793,CALL00004793,A003168,2026-06-03 11:01:00,AG0061,Human Calling
ATT000004794,CALL00004794,A002342,2026-06-22 16:01:00,AG0039,Predictive Dialer
ATT000004795,CALL00004795,A002163,2026-07-20 20:54:00,AG0111,IVR
ATT000004796,CALL00004796,A003326,2025-11-14 22:07:00,AG0109,AI Voice
ATT000004797,CALL00004797,A003759,2026-05-09 09:58:00,AG0083,AI Voice
ATT000004798,CALL00004798,A002375,2026-01-20 22:54:00,AG0015,Predictive Dialer
ATT000004799,CALL00004799,A000521,2026-01-07 20:17:00,AG0003,Human Calling
ATT000004800,CALL00004800,A003658,2025-09-27 19:26:00,AG0068,IVR
ATT000004801,CALL00004801,A001883,2026-05-11 18:32:00,AG0101,Predictive Dialer
ATT000004802,CALL00004802,A000025,2025-09-04 17:55:00,AG0115,Human Calling
ATT000004803,CALL00004803,A001152,2026-02-04 15:34:00,AG0120,Human Calling
ATT000004804,CALL00004804,A000225,2026-04-07 18:41:00,AG0016,Human Calling
ATT000004805,CALL00004805,A001363,2025-12-05 11:19:00,AG0085,Predictive Dialer
ATT000004806,CALL00004806,A003321,2026-02-25 07:56:00,AG0030,AI Voice
ATT000004807,CALL00004807,A003427,2026-05-12 10:21:00,AG0117,Predictive Dialer
ATT000004808,CALL00004808,A000499,2026-05-20 18:39:00,AG0006,Predictive Dialer
ATT000004809,CALL00004809,A002048,2026-04-16 18:51:00,AG0029,Predictive Dialer
ATT000004810,CALL00004810,A000609,2025-12-24 09:24:00,AG0079,IVR
ATT000004811,CALL00004811,A001652,2026-07-07 14:57:00,AG0020,Predictive Dialer
ATT000004812,CALL00004812,A002254,2025-11-25 06:27:00,AG0116,Predictive Dialer
ATT000004813,CALL00004813,A003592,2025-10-17 18:19:00,AG0012,Human Calling
ATT000004814,CALL00004814,A002003,2026-03-23 23:46:00,AG0108,AI Voice
ATT000004815,CALL00004815,A000222,2025-12-04 12:06:00,AG0009,AI Voice
ATT000004816,CALL00004816,A001958,2026-05-24 13:37:00,AG0015,Human Calling
ATT000004817,CALL00004817,A000518,2026-03-22 07:15:00,AG0069,Predictive Dialer
ATT000004818,CALL00004818,A000035,2025-09-19 15:57:00,AG0044,AI Voice
ATT000004819,CALL00004819,A002278,2025-12-23 12:43:00,AG0110,Human Calling
ATT000004820,CALL00004820,A001779,2026-04-17 19:55:00,AG0070,Human Calling
ATT000004821,CALL00004821,A000341,2025-12-06 12:25:00,AG0111,IVR
ATT000004822,CALL00004822,A002606,2026-04-21 22:22:00,AG0118,Human Calling
ATT000004823,CALL00004823,A002618,2026-06-01 18:02:00,AG0025,IVR
ATT000004824,CALL00004824,A000809,2025-09-07 18:04:00,AG0059,AI Voice
ATT000004825,CALL00004825,A001652,2025-10-10 07:55:00,AG0120,AI Voice
ATT000004826,CALL00004826,A003832,2026-05-06 08:07:00,AG0112,Predictive Dialer
ATT000004827,CALL00004827,A000915,2026-02-07 18:28:00,AG0007,Human Calling
ATT000004828,CALL00004828,A000262,2025-10-19 10:14:00,AG0080,IVR
ATT000004829,CALL00004829,A001456,2026-04-02 13:43:00,AG0035,AI Voice
ATT000004830,CALL00004830,A003365,2025-12-05 23:21:00,AG0057,Human Calling
ATT000004831,CALL00004831,A002563,2025-11-04 10:43:00,AG0110,IVR
ATT000004832,CALL00004832,A000479,2025-11-16 08:08:00,AG0107,Predictive Dialer
ATT000004833,CALL00004833,A003604,2025-09-23 19:48:00,AG0027,Human Calling
ATT000004834,CALL00004834,A001688,2025-11-05 15:00:00,AG0071,Human Calling
ATT000004835,CALL00004835,A000858,2025-09-26 19:13:00,AG0048,Human Calling
ATT000004836,CALL00004836,A000446,2026-03-27 10:45:00,AG0024,Predictive Dialer
ATT000004837,CALL00004837,A003706,2026-02-25 20:07:00,AG0061,Predictive Dialer
ATT000004838,CALL00004838,A004191,2026-05-23 06:25:00,AG0067,AI Voice
ATT000004839,CALL00004839,A000361,2026-01-20 11:30:00,AG0110,Predictive Dialer
ATT000004840,CALL00004840,A001387,2026-03-19 06:05:00,AG0108,Human Calling
ATT000004841,CALL00004841,A000514,2026-02-05 07:25:00,AG0104,Predictive Dialer
ATT000004842,CALL00004842,A000537,2026-02-15 15:02:00,AG0089,Human Calling
ATT000004843,CALL00004843,A003886,2025-09-15 23:57:00,AG0023,Predictive Dialer
ATT000004844,CALL00004844,A000867,2026-04-25 15:39:00,AG0079,Human Calling
ATT000004845,CALL00004845,A000587,2026-06-27 10:46:00,AG0111,AI Voice
ATT000004846,CALL00004846,A001851,2025-11-13 19:03:00,AG0064,Human Calling
ATT000004847,CALL00004847,A003126,2025-10-10 16:49:00,AG0111,Predictive Dialer
ATT000004848,CALL00004848,A001007,2026-02-22 16:45:00,AG0042,Human Calling
ATT000004849,CALL00004849,A003221,2026-04-12 15:30:00,AG0048,Human Calling
ATT000004850,CALL00004850,A002385,2026-04-02 10:18:00,AG0027,AI Voice
ATT000004851,CALL00004851,A002428,2026-05-14 07:07:00,AG0098,Human Calling
ATT000004852,CALL00004852,A002231,2025-11-05 10:25:00,AG0013,Human Calling
ATT000004853,CALL00004853,A001829,2026-02-15 11:23:00,AG0120,Human Calling
ATT000004854,CALL00004854,A000861,2026-06-13 14:53:00,AG0078,IVR
ATT000004855,CALL00004855,A002399,2026-08-17 22:55:00,AG0106,Human Calling
ATT000004856,CALL00004856,A002093,2026-04-24 14:46:00,AG0054,Predictive Dialer
ATT000004857,CALL00004857,A001138,2026-04-01 10:16:00,AG0095,AI Voice
ATT000004858,CALL00004858,A002318,2025-11-09 14:46:00,AG0086,Human Calling
ATT000004859,CALL00004859,A002282,2026-02-23 10:51:00,AG0086,Predictive Dialer
ATT000004860,CALL00004860,A001563,2025-11-08 10:52:00,AG0051,Predictive Dialer
ATT000004861,CALL00004861,A000668,2026-01-12 17:56:00,AG0021,AI Voice
ATT000004862,CALL00004862,A001320,2026-06-26 18:16:00,AG0033,IVR
ATT000004863,CALL00004863,A002326,2026-06-11 22:40:00,AG0043,Human Calling
ATT000004864,CALL00004864,A000632,2026-05-03 13:34:00,AG0010,Human Calling
ATT000004865,CALL00004865,A004102,2026-08-01 14:53:00,AG0014,IVR
ATT000004866,CALL00004866,A003465,2025-10-15 14:18:00,AG0041,Human Calling
ATT000004867,CALL00004867,A001968,2026-04-01 18:27:00,AG0018,Human Calling
ATT000004868,CALL00004868,A002337,2026-01-23 06:17:00,AG0047,AI Voice
ATT000004869,CALL00004869,A003430,2026-01-23 06:14:00,AG0046,AI Voice
ATT000004870,CALL00004870,A002433,2026-04-08 07:06:00,AG0044,Human Calling
ATT000004871,CALL00004871,A002161,2026-06-04 23:07:00,AG0084,Human Calling
ATT000004872,CALL00004872,A000793,2026-07-22 18:18:00,AG0048,AI Voice
ATT000004873,CALL00004873,A000175,2026-03-11 10:25:00,AG0042,Predictive Dialer
ATT000004874,CALL00004874,A004099,2026-05-06 08:15:00,AG0023,Predictive Dialer
ATT000004875,CALL00004875,A002993,2026-06-10 13:19:00,AG0073,AI Voice
ATT000004876,CALL00004876,A002951,2025-12-19 22:57:00,AG0106,Human Calling
ATT000004877,CALL00004877,A003002,2025-10-04 12:57:00,AG0082,Human Calling
ATT000004878,CALL00004878,A001202,2026-01-05 07:11:00,AG0020,IVR
ATT000004879,CALL00004879,A002061,2026-08-19 12:05:00,AG0097,AI Voice
ATT000004880,CALL00004880,A000127,2026-04-16 21:01:00,AG0119,Human Calling
ATT000004881,CALL00004881,A004124,2026-03-18 23:29:00,AG0075,Predictive Dialer
ATT000004882,CALL00004882,A003418,2026-04-27 14:35:00,AG0070,Predictive Dialer
ATT000004883,CALL00004883,A001890,2025-11-11 06:44:00,AG0001,IVR
ATT000004884,CALL00004884,A001075,2026-07-16 06:11:00,AG0103,Human Calling
ATT000004885,CALL00004885,A002141,2026-06-19 14:29:00,AG0046,IVR
ATT000004886,CALL00004886,A000768,2026-07-27 22:04:00,AG0089,Human Calling
ATT000004887,CALL00004887,A001320,2026-03-14 10:06:00,AG0082,Predictive Dialer
ATT000004888,CALL00004888,A003806,2026-04-12 18:17:00,AG0098,IVR
ATT000004889,CALL00004889,A001677,2026-07-16 11:25:00,AG0010,Predictive Dialer
ATT000004890,CALL00004890,A001763,2025-09-20 06:26:00,AG0074,IVR
ATT000004891,CALL00004891,A000235,2025-12-02 20:09:00,AG0102,Human Calling
ATT000004892,CALL00004892,A002760,2025-12-06 10:43:00,AG0041,IVR
ATT000004893,CALL00004893,A002808,2026-07-27 18:38:00,AG0064,Predictive Dialer
ATT000004894,CALL00004894,A001482,2026-04-19 14:22:00,AG0044,IVR
ATT000004895,CALL00004895,A000439,2026-02-15 20:54:00,AG0115,Human Calling
ATT000004896,CALL00004896,A000939,2026-07-03 11:22:00,AG0025,AI Voice
ATT000004897,CALL00004897,A003723,2026-07-06 11:27:00,AG0109,Human Calling
ATT000004898,CALL00004898,A003805,2026-08-08 16:05:00,AG0073,Predictive Dialer
ATT000004899,CALL00004899,A002996,2026-01-04 18:43:00,AG0006,Predictive Dialer
ATT000004900,CALL00004900,A000474,2025-10-10 13:53:00,AG0030,Human Calling
ATT000004901,CALL00004901,A003609,2026-07-24 10:54:00,AG0046,Human Calling
ATT000004902,CALL00004902,A001000,2026-08-22 21:16:00,AG0040,Predictive Dialer
ATT000004903,CALL00004903,A000343,2026-04-21 09:15:00,AG0040,Human Calling
ATT000004904,CALL00004904,A003220,2026-06-16 11:15:00,AG0070,Predictive Dialer
