history_id,account_id,status_timestamp,status
H00000606,A000506,2024-11-22,CLOSED
H00000607,A000507,2024-03-24,ACTIVE
H00000608,A000508,2026-01-19,ACTIVE
H00000609,A000509,2025-04-02,ACTIVE
H00000610,A000510,2026-01-25,ACTIVE
H00000611,A000511,2026-04-07,ACTIVE
H00000612,A000512,2026-05-19,ACTIVE
H00000613,A000513,2024-01-17,ACTIVE
H00000614,A000514,2024-12-15,ACTIVE
H00000615,A000515,2024-12-10,ACTIVE
H00000616,A000516,2025-02-04,ACTIVE
H00000617,A000517,2024-04-21,ACTIVE
H00000618,A000518,2025-03-31,ACTIVE
H00000619,A000519,2024-06-23,ACTIVE
H00000620,A000520,2025-04-26,ACTIVE
H00000621,A000521,2024-04-24,ACTIVE
H00000622,A000522,2024-05-30,ACTIVE
H00000623,A000522,2025-10-10,CLOSED
H00000624,A000523,2024-02-02,ACTIVE
H00000625,A000524,2025-11-30,ACTIVE
H00000626,A000525,2024-09-09,ACTIVE
H00000627,A000526,2024-02-15,ACTIVE
H00000628,A000527,2024-03-10,ACTIVE
H00000629,A000528,2024-08-21,ACTIVE
H00000630,A000529,2024-02-29,ACTIVE
H00000631,A000530,2026-01-26,ACTIVE
H00000632,A000531,2026-04-24,ACTIVE
H00000633,A000532,2024-12-19,ACTIVE
H00000634,A000532,2026-01-14,CLOSED
H00000635,A000533,2025-05-27,ACTIVE
H00000636,A000534,2026-03-27,ACTIVE
H00000637,A000535,2026-05-28,ACTIVE
H00000638,A000536,2025-12-09,ACTIVE
H00000639,A000537,2024-10-21,ACTIVE
H00000640,A000537,2025-10-21,CLOSED
H00000641,A000538,2024-02-20,ACTIVE
H00000642,A000539,2024-12-18,ACTIVE
H00000643,A000540,2024-10-01,ACTIVE
H00000644,A000541,2026-02-11,ACTIVE
H00000645,A000542,2025-03-09,ACTIVE
H00000646,A000543,2025-02-22,ACTIVE
H00000647,A000544,2025-09-01,ACTIVE
H00000648,A000544,2026-01-19,CLOSED
H00000649,A000545,2024-05-04,ACTIVE
H00000650,A000546,2024-09-11,ACTIVE
H00000651,A000547,2024-11-16,ACTIVE
H00000652,A000548,2025-10-11,ACTIVE
H00000653,A000549,2024-07-16,ACTIVE
H00000654,A000550,2025-09-04,ACTIVE
H00000655,A000551,2025-11-11,ACTIVE
H00000656,A000552,2024-04-13,ACTIVE
H00000657,A000553,2024-08-04,ACTIVE
H00000658,A000553,2024-11-19,CLOSED
H00000659,A000554,2026-05-10,ACTIVE
H00000660,A000555,2025-05-30,ACTIVE
H00000661,A000555,2026-07-02,CLOSED
H00000662,A000556,2024-03-10,ACTIVE
H00000663,A000557,2025-08-17,ACTIVE
H00000664,A000557,2027-03-04,CLOSED
H00000665,A000558,2024-02-10,ACTIVE
H00000666,A000559,2024-01-15,ACTIVE
H00000667,A000560,2025-11-06,ACTIVE
H00000668,A000561,2025-04-30,ACTIVE
H00000669,A000562,2024-02-08,ACTIVE
H00000670,A000563,2025-12-03,ACTIVE
H00000671,A000564,2024-04-05,ACTIVE
H00000672,A000565,2024-04-25,ACTIVE
H00000673,A000566,2025-03-10,ACTIVE
H00000674,A000567,2024-09-23,ACTIVE
H00000675,A000568,2025-06-30,ACTIVE
H00000676,A000568,2026-05-23,WRITTEN_OFF
H00000677,A000569,2025-05-31,ACTIVE
H00000678,A000570,2026-03-24,ACTIVE
H00000679,A000570,2026-08-11,WRITTEN_OFF
H00000680,A000571,2025-03-16,ACTIVE
H00000681,A000571,2026-08-12,WRITTEN_OFF
H00000682,A000572,2025-02-06,ACTIVE
H00000683,A000573,2024-05-16,ACTIVE
H00000684,A000574,2024-06-27,ACTIVE
H00000685,A000575,2026-01-20,ACTIVE
H00000686,A000576,2026-05-28,ACTIVE
H00000687,A000577,2026-03-21,ACTIVE
H00000688,A000578,2024-06-26,ACTIVE
H00000689,A000579,2025-09-11,ACTIVE
H00000690,A000580,2024-05-12,ACTIVE
H00000691,A000581,2026-03-29,ACTIVE
H00000692,A000582,2024-01-14,ACTIVE
H00000693,A000583,2024-11-20,ACTIVE
H00000694,A000584,2025-09-23,ACTIVE
H00000695,A000585,2024-11-19,ACTIVE
H00000696,A000586,2024-05-13,ACTIVE
H00000697,A000587,2026-05-27,ACTIVE
H00000698,A000588,2026-05-17,ACTIVE
H00000699,A000589,2024-07-09,ACTIVE
H00000700,A000589,2024-11-19,CLOSED
H00000701,A000590,2024-07-06,ACTIVE
H00000702,A000591,2025-02-15,ACTIVE
H00000703,A000592,2025-01-20,ACTIVE
H00000704,A000593,2025-05-18,ACTIVE
H00000705,A000594,2026-03-13,ACTIVE
H00000706,A000595,2024-11-22,ACTIVE
H00000707,A000595,2026-03-11,CLOSED
H00000708,A000596,2025-01-06,ACTIVE
H00000709,A000596,2026-02-08,CLOSED
H00000710,A000597,2024-05-21,ACTIVE
H00000711,A000597,2025-07-05,CLOSED
H00000712,A000598,2024-02-14,ACTIVE
H00000713,A000599,2024-07-26,ACTIVE
H00000714,A000600,2024-05-06,ACTIVE
H00000715,A000600,2025-02-13,CLOSED
H00000716,A000601,2025-05-24,ACTIVE
H00000717,A000602,2025-07-09,ACTIVE
H00000718,A000602,2026-04-09,CLOSED
H00000719,A000603,2025-08-21,ACTIVE
H00000720,A000604,2025-08-12,ACTIVE
H00000721,A000605,2024-08-11,ACTIVE
H00000722,A000606,2026-04-08,ACTIVE
H00000723,A000606,2027-03-17,CLOSED
H00000724,A000607,2026-01-05,ACTIVE
H00000725,A000608,2025-11-06,ACTIVE
H00000726,A000608,2026-11-14,WRITTEN_OFF
H00000727,A000609,2024-11-05,ACTIVE
H00000728,A000610,2025-07-01,ACTIVE
H00000729,A000611,2024-01-11,ACTIVE
H00000730,A000612,2024-09-27,ACTIVE
H00000731,A000613,2024-06-08,ACTIVE
H00000732,A000614,2025-05-10,ACTIVE
H00000733,A000615,2025-11-05,ACTIVE
H00000734,A000616,2024-03-22,ACTIVE
H00000735,A000617,2024-05-10,ACTIVE
H00000736,A000618,2024-03-07,ACTIVE
H00000737,A000619,2024-12-09,ACTIVE
H00000738,A000620,2024-07-29,ACTIVE
H00000739,A000620,2025-07-01,CLOSED
H00000740,A000621,2025-11-23,ACTIVE
H00000741,A000622,2024-09-10,ACTIVE
H00000742,A000623,2024-02-14,ACTIVE
H00000743,A000624,2025-06-11,ACTIVE
H00000744,A000625,2025-05-11,ACTIVE
H00000745,A000626,2025-07-23,ACTIVE
H00000746,A000627,2024-01-22,ACTIVE
H00000747,A000628,2024-06-19,ACTIVE
H00000748,A000629,2026-05-10,ACTIVE
H00000749,A000630,2025-09-30,ACTIVE
H00000750,A000631,2025-05-18,ACTIVE
H00000751,A000632,2025-12-10,ACTIVE
H00000752,A000633,2024-09-12,ACTIVE
H00000753,A000634,2025-06-16,ACTIVE
H00000754,A000635,2026-04-30,ACTIVE
H00000755,A000636,2025-05-23,ACTIVE
H00000756,A000637,2025-06-20,ACTIVE
H00000757,A000638,2025-02-21,ACTIVE
H00000758,A000639,2025-09-22,ACTIVE
H00000759,A000640,2026-04-05,ACTIVE
H00000760,A000640,2027-11-23,CLOSED
H00000761,A000641,2024-12-16,ACTIVE
H00000762,A000641,2026-02-20,CLOSED
H00000763,A000642,2026-04-21,ACTIVE
H00000764,A000643,2024-08-28,ACTIVE
H00000765,A000644,2024-01-11,ACTIVE
H00000766,A000645,2024-04-13,ACTIVE
H00000767,A000645,2025-07-06,CLOSED
H00000768,A000646,2025-04-18,ACTIVE
H00000769,A000647,2025-06-14,ACTIVE
H00000770,A000648,2024-09-10,ACTIVE
H00000771,A000649,2025-03-18,ACTIVE
H00000772,A000650,2024-11-26,ACTIVE
H00000773,A000651,2024-09-16,ACTIVE
H00000774,A000651,2026-02-23,CLOSED
H00000775,A000652,2025-07-31,ACTIVE
H00000776,A000653,2024-02-25,ACTIVE
H00000777,A000653,2024-11-05,CLOSED
H00000778,A000654,2024-07-06,ACTIVE
H00000779,A000654,2024-12-09,CLOSED
H00000780,A000655,2024-04-20,ACTIVE
H00000781,A000656,2024-04-10,ACTIVE
H00000782,A000657,2025-12-30,ACTIVE
H00000783,A000657,2027-04-28,CLOSED
H00000784,A000658,2024-09-09,ACTIVE
H00000785,A000658,2025-02-18,CLOSED
H00000786,A000659,2025-04-12,ACTIVE
H00000787,A000659,2026-06-09,CLOSED
H00000788,A000660,2026-03-08,ACTIVE
H00000789,A000661,2024-05-31,ACTIVE
H00000790,A000662,2025-11-18,ACTIVE
H00000791,A000663,2026-01-30,ACTIVE
H00000792,A000664,2024-07-05,ACTIVE
H00000793,A000665,2026-05-07,ACTIVE
H00000794,A000666,2024-09-16,ACTIVE
H00000795,A000667,2024-07-30,ACTIVE
H00000796,A000668,2024-01-22,ACTIVE
H00000797,A000668,2025-08-22,CLOSED
H00000798,A000669,2024-03-12,ACTIVE
H00000799,A000670,2024-03-21,ACTIVE
H00000800,A000671,2024-08-20,ACTIVE
H00000801,A000672,2025-09-09,ACTIVE
H00000802,A000673,2025-08-16,ACTIVE
H00000803,A000674,2024-05-06,ACTIVE
H00000804,A000675,2025-09-01,ACTIVE
H00000805,A000676,2026-05-07,ACTIVE
H00000806,A000677,2026-03-02,ACTIVE
H00000807,A000678,2025-08-15,ACTIVE
H00000808,A000679,2024-09-18,ACTIVE
H00000809,A000680,2026-05-23,ACTIVE
H00000810,A000681,2024-08-07,ACTIVE
H00000811,A000682,2025-03-22,ACTIVE
H00000812,A000683,2025-04-06,ACTIVE
H00000813,A000684,2024-12-24,ACTIVE
H00000814,A000685,2026-01-13,ACTIVE
H00000815,A000686,2024-03-04,ACTIVE
H00000816,A000687,2026-04-22,ACTIVE
H00000817,A000687,2027-02-03,CLOSED
H00000818,A000688,2024-02-22,ACTIVE
H00000819,A000689,2025-09-06,ACTIVE
H00000820,A000689,2026-10-22,WRITTEN_OFF
H00000821,A000690,2025-12-07,ACTIVE
H00000822,A000691,2026-02-26,ACTIVE
H00000823,A000692,2025-11-30,ACTIVE
H00000824,A000692,2026-03-11,CLOSED
H00000825,A000693,2024-11-04,ACTIVE
H00000826,A000694,2024-09-29,ACTIVE
H00000827,A000695,2024-07-28,ACTIVE
H00000828,A000696,2024-08-12,ACTIVE
H00000829,A000697,2025-06-07,ACTIVE
H00000830,A000698,2025-02-13,ACTIVE
H00000831,A000699,2025-01-25,ACTIVE
H00000832,A000700,2025-01-13,ACTIVE
H00000833,A000701,2025-09-09,ACTIVE
H00000834,A000702,2026-03-31,ACTIVE
H00000835,A000703,2025-06-09,ACTIVE
H00000836,A000703,2026-12-07,CLOSED
H00000837,A000704,2024-03-13,ACTIVE
H00000838,A000705,2025-11-12,ACTIVE
H00000839,A000706,2026-04-22,ACTIVE
H00000840,A000706,2027-08-22,WRITTEN_OFF
H00000841,A000707,2024-01-07,ACTIVE
H00000842,A000707,2024-10-19,CLOSED
H00000843,A000708,2026-02-13,ACTIVE
H00000844,A000709,2025-08-14,ACTIVE
H00000845,A000710,2024-02-13,ACTIVE
H00000846,A000711,2025-06-25,ACTIVE
H00000847,A000712,2024-07-26,ACTIVE
H00000848,A000713,2025-10-31,ACTIVE
H00000849,A000714,2025-09-11,ACTIVE
H00000850,A000714,2026-05-06,CLOSED
H00000851,A000715,2024-06-24,ACTIVE
H00000852,A000716,2025-02-10,ACTIVE
H00000853,A000717,2024-08-18,ACTIVE
H00000854,A000717,2025-12-04,CLOSED
H00000855,A000718,2024-07-30,ACTIVE
H00000856,A000719,2024-09-21,ACTIVE
H00000857,A000720,2024-07-09,ACTIVE
H00000858,A000721,2024-01-02,ACTIVE
H00000859,A000722,2024-12-22,ACTIVE
H00000860,A000723,2024-11-16,ACTIVE
H00000861,A000724,2024-01-29,ACTIVE
H00000862,A000725,2026-04-07,ACTIVE
H00000863,A000726,2025-09-30,ACTIVE
H00000864,A000727,2024-02-11,ACTIVE
H00000865,A000728,2025-01-11,ACTIVE
H00000866,A000729,2024-03-30,ACTIVE
H00000867,A000730,2024-02-10,ACTIVE
H00000868,A000731,2025-08-30,ACTIVE
H00000869,A000732,2024-04-02,ACTIVE
H00000870,A000733,2026-03-18,ACTIVE
H00000871,A000734,2026-04-20,ACTIVE
H00000872,A000735,2025-11-17,ACTIVE
H00000873,A000736,2024-06-03,ACTIVE
H00000874,A000737,2024-02-27,ACTIVE
H00000875,A000738,2024-08-12,ACTIVE
H00000876,A000739,2024-03-24,ACTIVE
H00000877,A000740,2025-05-10,ACTIVE
H00000878,A000741,2025-12-07,ACTIVE
H00000879,A000742,2024-05-21,ACTIVE
H00000880,A000743,2025-09-15,ACTIVE
H00000881,A000744,2024-11-17,ACTIVE
H00000882,A000745,2025-03-24,ACTIVE
H00000883,A000746,2026-05-02,ACTIVE
H00000884,A000747,2025-04-09,ACTIVE
H00000885,A000747,2026-08-05,CLOSED
H00000886,A000748,2025-10-04,ACTIVE
H00000887,A000748,2026-12-02,CLOSED
H00000888,A000749,2024-01-07,ACTIVE
H00000889,A000750,2024-12-15,ACTIVE
H00000890,A000751,2025-10-11,ACTIVE
H00000891,A000752,2025-09-25,ACTIVE
H00000892,A000753,2024-01-17,ACTIVE
H00000893,A000753,2025-04-02,WRITTEN_OFF
H00000894,A000754,2025-12-09,ACTIVE
H00000895,A000755,2024-02-23,ACTIVE
H00000896,A000756,2024-10-29,ACTIVE
H00000897,A000757,2025-03-27,ACTIVE
H00000898,A000758,2025-12-13,ACTIVE
H00000899,A000758,2026-09-04,CLOSED
H00000900,A000759,2025-02-15,ACTIVE
H00000901,A000760,2024-02-09,ACTIVE
H00000902,A000761,2024-09-05,ACTIVE
H00000903,A000761,2025-01-16,CLOSED
H00000904,A000762,2025-03-12,ACTIVE
H00000905,A000763,2025-12-05,ACTIVE
H00000906,A000764,2024-05-28,ACTIVE
H00000907,A000765,2025-07-10,ACTIVE
H00000908,A000766,2025-07-04,ACTIVE
H00000909,A000767,2025-05-10,ACTIVE
H00000910,A000768,2024-10-03,ACTIVE
H00000911,A000768,2025-03-06,CLOSED
H00000912,A000769,2025-12-26,ACTIVE
H00000913,A000769,2026-05-19,CLOSED
H00000914,A000770,2024-04-07,ACTIVE
H00000915,A000771,2026-02-10,ACTIVE
H00000916,A000772,2025-08-07,ACTIVE
H00000917,A000773,2024-05-29,ACTIVE
H00000918,A000774,2024-10-29,ACTIVE
H00000919,A000775,2025-10-29,ACTIVE
H00000920,A000776,2026-05-20,ACTIVE
H00000921,A000776,2027-01-08,WRITTEN_OFF
H00000922,A000777,2024-04-08,ACTIVE
H00000923,A000778,2024-09-20,ACTIVE
H00000924,A000779,2024-02-05,ACTIVE
H00000925,A000780,2024-05-21,ACTIVE
H00000926,A000781,2024-11-04,ACTIVE
H00000927,A000781,2025-09-24,WRITTEN_OFF
H00000928,A000782,2024-02-13,ACTIVE
H00000929,A000783,2025-10-17,ACTIVE
H00000930,A000784,2025-08-30,ACTIVE
H00000931,A000785,2024-08-24,ACTIVE
H00000932,A000786,2025-01-17,ACTIVE
H00000933,A000787,2025-12-19,ACTIVE
H00000934,A000788,2024-08-09,ACTIVE
H00000935,A000789,2025-10-21,ACTIVE
H00000936,A000789,2026-02-02,WRITTEN_OFF
H00000937,A000790,2024-12-18,ACTIVE
H00000938,A000791,2025-10-14,ACTIVE
H00000939,A000792,2024-07-21,ACTIVE
H00000940,A000792,2024-12-12,CLOSED
H00000941,A000793,2025-10-26,ACTIVE
H00000942,A000794,2024-05-09,ACTIVE
H00000943,A000795,2026-02-16,ACTIVE
H00000944,A000796,2025-12-24,ACTIVE
H00000945,A000797,2024-04-28,ACTIVE
H00000946,A000798,2025-07-21,ACTIVE
H00000947,A000799,2025-03-16,ACTIVE
H00000948,A000800,2024-09-19,ACTIVE
H00000949,A000801,2026-05-29,ACTIVE
H00000950,A000802,2025-06-28,ACTIVE
H00000951,A000802,2025-11-04,CLOSED
H00000952,A000803,2025-08-18,ACTIVE
H00000953,A000804,2024-09-15,ACTIVE
H00000954,A000805,2024-12-10,ACTIVE
H00000955,A000806,2025-12-31,ACTIVE
H00000956,A000807,2024-12-10,ACTIVE
H00000957,A000808,2024-01-10,ACTIVE
H00000958,A000809,2025-01-07,ACTIVE
H00000959,A000810,2026-03-13,ACTIVE
H00000960,A000811,2025-03-21,ACTIVE
H00000961,A000812,2024-10-12,ACTIVE
H00000962,A000813,2024-04-16,ACTIVE
H00000963,A000814,2024-04-20,ACTIVE
H00000964,A000815,2025-01-12,ACTIVE
H00000965,A000816,2025-03-15,ACTIVE
H00000966,A000817,2026-05-08,ACTIVE
H00000967,A000818,2026-01-01,ACTIVE
H00000968,A000819,2026-03-09,ACTIVE
H00000969,A000820,2024-03-04,ACTIVE
H00000970,A000821,2024-06-09,ACTIVE
H00000971,A000822,2026-03-08,ACTIVE
H00000972,A000822,2027-03-03,WRITTEN_OFF
H00000973,A000823,2024-05-16,ACTIVE
H00000974,A000824,2025-01-04,ACTIVE
H00000975,A000824,2026-08-24,WRITTEN_OFF
H00000976,A000825,2024-06-23,ACTIVE
H00000977,A000826,2024-04-16,ACTIVE
H00000978,A000827,2024-01-29,ACTIVE
H00000979,A000828,2026-03-20,ACTIVE
H00000980,A000829,2026-02-12,ACTIVE
H00000981,A000829,2027-01-04,CLOSED
H00000982,A000830,2025-12-02,ACTIVE
H00000983,A000831,2025-03-20,ACTIVE
H00000984,A000832,2024-10-04,ACTIVE
H00000985,A000833,2024-06-11,ACTIVE
H00000986,A000834,2026-05-20,ACTIVE
H00000987,A000834,2026-08-22,CLOSED
H00000988,A000835,2024-09-27,ACTIVE
H00000989,A000836,2024-11-23,ACTIVE
H00000990,A000836,2025-03-15,WRITTEN_OFF
H00000991,A000837,2024-12-03,ACTIVE
H00000992,A000838,2024-02-28,ACTIVE
H00000993,A000839,2024-05-26,ACTIVE
H00000994,A000840,2025-01-30,ACTIVE
H00000995,A000841,2024-09-02,ACTIVE
H00000996,A000842,2026-03-11,ACTIVE
H00000997,A000843,2025-01-02,ACTIVE
H00000998,A000844,2026-03-01,ACTIVE
H00000999,A000845,2024-11-06,ACTIVE
H00001000,A000846,2024-11-12,ACTIVE
H00001001,A000846,2025-07-10,WRITTEN_OFF
H00001002,A000847,2026-04-09,ACTIVE
H00001003,A000847,2027-10-27,CLOSED
H00001004,A000848,2025-01-28,ACTIVE
H00001005,A000849,2025-10-09,ACTIVE
H00001006,A000850,2025-03-15,ACTIVE
H00001007,A000851,2026-03-30,ACTIVE
H00001008,A000852,2024-11-12,ACTIVE
H00001009,A000853,2025-08-16,ACTIVE
H00001010,A000854,2025-03-05,ACTIVE
H00001011,A000855,2025-10-27,ACTIVE
H00001012,A000856,2025-07-14,ACTIVE
H00001013,A000857,2025-03-29,ACTIVE
H00001014,A000858,2025-10-04,ACTIVE
H00001015,A000859,2026-03-17,ACTIVE
H00001016,A000860,2026-05-22,ACTIVE
H00001017,A000861,2024-07-23,ACTIVE
H00001018,A000862,2026-01-09,ACTIVE
H00001019,A000863,2025-12-08,ACTIVE
H00001020,A000864,2024-07-20,ACTIVE
H00001021,A000865,2026-05-16,ACTIVE
H00001022,A000866,2024-03-19,ACTIVE
H00001023,A000867,2025-10-20,ACTIVE
H00001024,A000868,2026-04-10,ACTIVE
H00001025,A000868,2027-11-27,CLOSED
H00001026,A000869,2024-08-24,ACTIVE
H00001027,A000869,2025-01-27,CLOSED
H00001028,A000870,2025-11-28,ACTIVE
H00001029,A000870,2026-04-05,CLOSED
H00001030,A000871,2026-01-16,ACTIVE
H00001031,A000872,2025-12-20,ACTIVE
H00001032,A000873,2024-01-08,ACTIVE
H00001033,A000874,2024-06-17,ACTIVE
H00001034,A000875,2026-04-10,ACTIVE
H00001035,A000876,2026-04-14,ACTIVE
H00001036,A000877,2025-06-20,ACTIVE
H00001037,A000878,2026-04-23,ACTIVE
H00001038,A000879,2024-09-15,ACTIVE
H00001039,A000880,2025-07-04,ACTIVE
H00001040,A000880,2025-11-10,WRITTEN_OFF
H00001041,A000881,2025-06-23,ACTIVE
H00001042,A000882,2026-03-17,ACTIVE
H00001043,A000883,2024-11-12,ACTIVE
H00001044,A000884,2025-09-15,ACTIVE
H00001045,A000885,2026-01-18,ACTIVE
H00001046,A000886,2024-11-14,ACTIVE
H00001047,A000887,2024-04-03,ACTIVE
H00001048,A000888,2024-10-18,ACTIVE
H00001049,A000889,2025-10-27,ACTIVE
H00001050,A000890,2024-08-27,ACTIVE
H00001051,A000891,2025-11-17,ACTIVE
H00001052,A000892,2026-01-28,ACTIVE
H00001053,A000893,2026-04-23,ACTIVE
H00001054,A000894,2025-02-16,ACTIVE
H00001055,A000895,2026-03-20,ACTIVE
H00001056,A000896,2024-12-30,ACTIVE
H00001057,A000897,2025-02-27,ACTIVE
H00001058,A000898,2026-05-15,ACTIVE
H00001059,A000899,2024-10-09,ACTIVE
H00001060,A000900,2025-04-20,ACTIVE
H00001061,A000901,2026-01-08,ACTIVE
H00001062,A000902,2024-02-18,ACTIVE
H00001063,A000903,2025-10-31,ACTIVE
H00001064,A000903,2026-06-15,CLOSED
H00001065,A000904,2024-12-11,ACTIVE
H00001066,A000904,2025-08-11,CLOSED
H00001067,A000905,2025-11-25,ACTIVE
H00001068,A000906,2024-10-22,ACTIVE
H00001069,A000907,2025-09-14,ACTIVE
H00001070,A000908,2024-02-23,ACTIVE
H00001071,A000909,2026-02-07,ACTIVE
H00001072,A000909,2027-03-11,CLOSED
H00001073,A000910,2024-05-31,ACTIVE
H00001074,A000911,2026-04-07,ACTIVE
H00001075,A000912,2025-08-26,ACTIVE
H00001076,A000913,2025-10-08,ACTIVE
H00001077,A000914,2026-01-05,ACTIVE
H00001078,A000915,2024-11-14,ACTIVE
H00001079,A000916,2024-01-02,ACTIVE
H00001080,A000917,2025-11-11,ACTIVE
H00001081,A000918,2024-08-13,ACTIVE
H00001082,A000919,2024-01-04,ACTIVE
H00001083,A000920,2025-06-27,ACTIVE
H00001084,A000921,2024-11-02,ACTIVE
H00001085,A000922,2026-03-05,ACTIVE
H00001086,A000922,2026-09-07,CLOSED
H00001087,A000923,2024-03-04,ACTIVE
H00001088,A000924,2025-04-26,ACTIVE
H00001089,A000924,2026-04-23,CLOSED
H00001090,A000925,2024-10-04,ACTIVE
H00001091,A000926,2024-05-11,ACTIVE
H00001092,A000927,2024-04-22,ACTIVE
H00001093,A000928,2024-08-13,ACTIVE
H00001094,A000929,2026-02-16,ACTIVE
H00001095,A000930,2026-04-03,ACTIVE
H00001096,A000931,2026-04-02,ACTIVE
H00001097,A000931,2027-10-17,CLOSED
H00001098,A000932,2024-11-02,ACTIVE
H00001099,A000933,2024-12-21,ACTIVE
H00001100,A000934,2026-03-22,ACTIVE
H00001101,A000935,2026-04-22,ACTIVE
H00001102,A000936,2025-09-18,ACTIVE
H00001103,A000936,2026-09-09,WRITTEN_OFF
H00001104,A000937,2024-03-13,ACTIVE
H00001105,A000938,2026-03-10,ACTIVE
H00001106,A000938,2027-10-17,WRITTEN_OFF
H00001107,A000939,2025-12-08,ACTIVE
H00001108,A000940,2024-09-09,ACTIVE
H00001109,A000941,2026-03-29,ACTIVE
H00001110,A000942,2025-03-05,ACTIVE
H00001111,A000943,2024-10-10,ACTIVE
H00001112,A000943,2026-04-11,CLOSED
H00001113,A000944,2025-08-10,ACTIVE
H00001114,A000945,2025-03-15,ACTIVE
H00001115,A000946,2024-03-09,ACTIVE
H00001116,A000946,2024-10-06,WRITTEN_OFF
H00001117,A000947,2026-05-05,ACTIVE
H00001118,A000948,2024-08-26,ACTIVE
H00001119,A000949,2025-09-27,ACTIVE
H00001120,A000950,2025-05-31,ACTIVE
H00001121,A000950,2025-10-05,WRITTEN_OFF
H00001122,A000951,2026-02-05,ACTIVE
H00001123,A000951,2026-10-01,CLOSED
H00001124,A000952,2024-11-29,ACTIVE
H00001125,A000953,2024-12-23,ACTIVE
H00001126,A000954,2024-09-19,ACTIVE
H00001127,A000955,2025-04-05,ACTIVE
H00001128,A000955,2026-10-15,CLOSED
H00001129,A000956,2026-03-06,ACTIVE
H00001130,A000957,2024-07-24,ACTIVE
H00001131,A000958,2024-01-04,ACTIVE
H00001132,A000959,2026-05-03,ACTIVE
H00001133,A000960,2025-09-06,ACTIVE
H00001134,A000961,2025-11-03,ACTIVE
H00001135,A000961,2027-02-15,CLOSED
H00001136,A000962,2024-03-15,ACTIVE
H00001137,A000963,2026-04-08,ACTIVE
H00001138,A000964,2026-02-24,ACTIVE
H00001139,A000965,2025-06-21,ACTIVE
H00001140,A000966,2024-06-30,ACTIVE
H00001141,A000967,2025-04-26,ACTIVE
H00001142,A000968,2025-07-14,ACTIVE
H00001143,A000968,2026-08-11,WRITTEN_OFF
H00001144,A000969,2025-12-11,ACTIVE
H00001145,A000969,2027-01-12,CLOSED
H00001146,A000970,2024-12-05,ACTIVE
H00001147,A000971,2025-03-01,ACTIVE
H00001148,A000972,2024-12-12,ACTIVE
H00001149,A000973,2025-03-21,ACTIVE
H00001150,A000974,2025-04-13,ACTIVE
H00001151,A000975,2024-01-31,ACTIVE
H00001152,A000976,2024-11-05,ACTIVE
H00001153,A000976,2025-07-02,CLOSED
H00001154,A000977,2025-10-10,ACTIVE
H00001155,A000978,2024-02-28,ACTIVE
H00001156,A000979,2025-03-16,ACTIVE
H00001157,A000980,2025-12-02,ACTIVE
H00001158,A000980,2026-06-27,CLOSED
H00001159,A000981,2024-07-16,ACTIVE
H00001160,A000982,2026-05-18,ACTIVE
H00001161,A000983,2026-05-22,ACTIVE
H00001162,A000984,2024-12-31,ACTIVE
H00001163,A000985,2026-01-07,ACTIVE
H00001164,A000986,2026-04-10,ACTIVE
H00001165,A000987,2024-01-25,ACTIVE
H00001166,A000988,2025-09-16,ACTIVE
H00001167,A000988,2026-08-14,CLOSED
H00001168,A000989,2024-10-21,ACTIVE
H00001169,A000990,2026-03-15,ACTIVE
H00001170,A000991,2025-09-07,ACTIVE
H00001171,A000992,2025-02-27,ACTIVE
H00001172,A000993,2024-10-04,ACTIVE
H00001173,A000994,2025-11-20,ACTIVE
H00001174,A000995,2024-07-04,ACTIVE
H00001175,A000995,2025-04-14,CLOSED
H00001176,A000996,2025-02-08,ACTIVE
H00001177,A000997,2025-02-13,ACTIVE
H00001178,A000998,2026-03-10,ACTIVE
H00001179,A000998,2027-06-26,CLOSED
H00001180,A000999,2025-04-21,ACTIVE
H00001181,A001000,2024-01-02,ACTIVE
H00001182,A001000,2024-09-30,CLOSED
H00001183,A001001,2025-02-03,ACTIVE
H00001184,A001002,2024-12-15,ACTIVE
H00001185,A001003,2025-06-29,ACTIVE
H00001186,A001004,2024-05-16,ACTIVE
H00001187,A001005,2024-09-27,ACTIVE
H00001188,A001006,2025-05-03,ACTIVE
H00001189,A001006,2025-10-03,WRITTEN_OFF
H00001190,A001007,2024-02-12,ACTIVE
H00001191,A001008,2025-07-22,ACTIVE
H00001192,A001009,2024-01-24,ACTIVE
H00001193,A001010,2026-01-23,ACTIVE
H00001194,A001011,2024-10-05,ACTIVE
H00001195,A001011,2025-01-21,CLOSED
H00001196,A001012,2025-06-23,ACTIVE
H00001197,A001013,2024-03-03,ACTIVE
H00001198,A001014,2026-05-02,ACTIVE
H00001199,A001015,2025-03-26,ACTIVE
H00001200,A001016,2024-08-06,ACTIVE
H00001201,A001017,2024-04-22,ACTIVE
H00001202,A001018,2024-02-16,ACTIVE
H00001203,A001018,2025-02-11,CLOSED
H00001204,A001019,2024-01-01,ACTIVE
H00001205,A001019,2024-05-12,WRITTEN_OFF
H00001206,A001020,2025-04-28,ACTIVE
H00001207,A001021,2026-04-07,ACTIVE
H00001208,A001022,2024-09-25,ACTIVE
H00001209,A001023,2025-06-29,ACTIVE
H00001210,A001024,2025-12-17,ACTIVE
H00001211,A001025,2026-03-28,ACTIVE
