sms_id,account_id,event_timestamp,event_type
SMS00001312,A002021,2026-03-05 11:00:00,DELIVERED
SMS00001313,A003262,2026-02-12 10:00:00,SENT
SMS00001314,A001398,2025-10-04 11:00:00,DELIVERED
SMS00001315,A000823,2026-04-07 17:00:00,DELIVERED
SMS00001316,A003746,2026-02-15 16:00:00,SENT
SMS00001317,A003850,2026-02-24 19:00:00,SENT
SMS00001318,A001747,2026-02-14 16:00:00,SENT
SMS00001319,A000961,2026-03-26 21:00:00,DELIVERED
SMS00001320,A001880,2026-08-02 19:00:00,DELIVERED
SMS00001321,A000166,2025-12-10 17:00:00,DELIVERED
SMS00001322,A000786,2026-06-10 21:00:00,DELIVERED
SMS00001323,A003479,2026-05-07 14:00:00,DELIVERED
SMS00001324,A003316,2025-10-13 13:00:00,DELIVERED
SMS00001325,A002647,2026-04-22 14:00:00,DELIVERED
SMS00001326,A000432,2025-10-13 21:00:00,DELIVERED
SMS00001327,A003242,2025-09-07 17:00:00,DELIVERED
SMS00001328,A003840,2025-11-15 21:00:00,DELIVERED
SMS00001329,A003508,2026-04-18 11:00:00,DELIVERED
SMS00001330,A001319,2026-02-02 17:00:00,DELIVERED
SMS00001331,A002986,2025-11-22 14:00:00,DELIVERED
SMS00001332,A003477,2026-04-12 12:00:00,DELIVERED
SMS00001333,A003897,2026-05-01 11:00:00,DELIVERED
SMS00001334,A000724,2026-06-23 09:00:00,DELIVERED
SMS00001335,A000260,2026-03-11 22:00:00,FAILED
SMS00001336,A003548,2026-07-09 07:00:00,SENT
SMS00001337,A001077,2025-10-23 15:00:00,DELIVERED
SMS00001338,A001779,2025-11-25 20:00:00,FAILED
SMS00001339,A000638,2025-10-20 10:00:00,DELIVERED
SMS00001340,A003055,2026-05-11 11:00:00,DELIVERED
SMS00001341,A003132,2025-10-15 14:00:00,SENT
SMS00001342,A002911,2026-04-10 12:00:00,DELIVERED
SMS00001343,A002903,2026-07-23 20:00:00,DELIVERED
SMS00001344,A001764,2026-04-10 14:00:00,SENT
SMS00001345,A000010,2025-12-22 13:00:00,DELIVERED
SMS00001346,A003593,2026-08-12 15:00:00,DELIVERED
SMS00001347,A002145,2026-06-09 09:00:00,DELIVERED
SMS00001348,A000580,2026-02-05 16:00:00,DELIVERED
SMS00001349,A001502,2026-04-12 12:00:00,SENT
SMS00001350,A003166,2026-03-13 13:00:00,DELIVERED
SMS00001351,A003534,2026-03-09 14:00:00,DELIVERED
SMS00001352,A001600,2026-06-26 20:00:00,DELIVERED
SMS00001353,A002571,2025-11-05 20:00:00,DELIVERED
SMS00001354,A002047,2026-05-14 13:00:00,SENT
SMS00001355,A002166,2025-11-07 21:00:00,SENT
SMS00001356,A000742,2025-10-22 15:00:00,DELIVERED
SMS00001357,A002504,2026-01-02 19:00:00,DELIVERED
SMS00001358,A002861,2026-01-15 14:00:00,SENT
SMS00001359,A003152,2026-04-01 09:00:00,DELIVERED
SMS00001360,A000749,2026-04-12 10:00:00,DELIVERED
SMS00001361,A003641,2026-04-04 21:00:00,DELIVERED
SMS00001362,A000091,2025-11-16 13:00:00,DELIVERED
SMS00001363,A000150,2026-06-27 07:00:00,SENT
SMS00001364,A003953,2026-06-18 17:00:00,DELIVERED
SMS00001365,A004100,2026-04-19 17:00:00,DELIVERED
SMS00001366,A000023,2026-03-13 16:00:00,SENT
SMS00001367,A001372,2025-10-17 11:00:00,DELIVERED
SMS00001368,A003519,2025-11-25 10:00:00,FAILED
SMS00001369,A001206,2026-01-02 19:00:00,SENT
SMS00001370,A001277,2026-01-15 08:00:00,SENT
SMS00001371,A002673,2026-06-06 09:00:00,DELIVERED
SMS00001372,A002587,2025-11-02 18:00:00,DELIVERED
SMS00001373,A000860,2025-10-14 11:00:00,SENT
SMS00001374,A002992,2026-07-07 12:00:00,SENT
SMS00001375,A002830,2026-05-22 17:00:00,DELIVERED
SMS00001376,A002991,2025-10-25 14:00:00,FAILED
SMS00001377,A003630,2026-01-06 16:00:00,DELIVERED
SMS00001378,A000717,2025-09-14 16:00:00,DELIVERED
SMS00001379,A003578,2026-04-15 07:00:00,DELIVERED
SMS00001380,A000121,2026-03-01 19:00:00,DELIVERED
SMS00001381,A001439,2026-05-13 22:00:00,DELIVERED
SMS00001382,A003241,2025-10-26 15:00:00,DELIVERED
SMS00001383,A001676,2025-12-18 07:00:00,DELIVERED
SMS00001384,A000262,2026-02-17 09:00:00,DELIVERED
SMS00001385,A002163,2026-08-04 19:00:00,DELIVERED
SMS00001386,A003333,2025-10-03 10:00:00,DELIVERED
SMS00001387,A001178,2025-09-22 22:00:00,DELIVERED
SMS00001388,A003496,2026-06-19 20:00:00,DELIVERED
SMS00001389,A002535,2026-03-03 07:00:00,DELIVERED
SMS00001390,A001935,2026-08-22 15:00:00,DELIVERED
SMS00001391,A002452,2026-05-19 19:00:00,SENT
SMS00001392,A002130,2026-05-02 09:00:00,DELIVERED
SMS00001393,A002126,2025-09-08 19:00:00,DELIVERED
SMS00001394,A003115,2026-02-26 21:00:00,SENT
SMS00001395,A004137,2025-09-12 21:00:00,DELIVERED
SMS00001396,A004008,2026-01-04 12:00:00,DELIVERED
SMS00001397,A001719,2025-09-13 20:00:00,DELIVERED
SMS00001398,A000792,2026-08-21 18:00:00,DELIVERED
SMS00001399,A003954,2025-10-24 11:00:00,DELIVERED
SMS00001400,A001521,2026-06-21 10:00:00,SENT
SMS00001401,A002680,2025-11-11 07:00:00,DELIVERED
SMS00001402,A001880,2026-03-23 14:00:00,DELIVERED
SMS00001403,A001527,2026-02-04 12:00:00,DELIVERED
SMS00001404,A000452,2025-12-06 10:00:00,FAILED
SMS00001405,A001746,2025-09-15 20:00:00,DELIVERED
SMS00001406,A000197,2026-01-13 07:00:00,SENT
SMS00001407,A003015,2026-04-26 21:00:00,DELIVERED
SMS00001408,A002866,2026-05-20 16:00:00,DELIVERED
SMS00001409,A001111,2025-09-16 11:00:00,FAILED
SMS00001410,A000981,2025-12-22 21:00:00,DELIVERED
SMS00001411,A002475,2026-08-20 13:00:00,DELIVERED
SMS00001412,A000586,2026-03-06 13:00:00,DELIVERED
SMS00001413,A002515,2026-02-04 11:00:00,FAILED
SMS00001414,A002807,2026-02-20 11:00:00,DELIVERED
SMS00001415,A004100,2025-12-11 09:00:00,SENT
SMS00001416,A001600,2026-03-18 15:00:00,SENT
SMS00001417,A003690,2026-04-24 16:00:00,DELIVERED
SMS00001418,A000114,2026-02-01 08:00:00,DELIVERED
SMS00001419,A000607,2025-11-14 18:00:00,DELIVERED
SMS00001420,A000783,2026-03-01 17:00:00,DELIVERED
SMS00001421,A002485,2025-10-03 10:00:00,FAILED
SMS00001422,A002620,2026-01-08 17:00:00,DELIVERED
SMS00001423,A000963,2025-12-14 09:00:00,DELIVERED
SMS00001424,A001530,2026-06-02 08:00:00,DELIVERED
SMS00001425,A001292,2025-12-18 13:00:00,SENT
SMS00001426,A003995,2026-03-19 08:00:00,FAILED
SMS00001427,A003702,2025-11-04 07:00:00,DELIVERED
SMS00001428,A004110,2026-07-20 19:00:00,FAILED
SMS00001429,A003144,2026-06-24 14:00:00,SENT
SMS00001430,A003886,2025-10-26 11:00:00,DELIVERED
SMS00001431,A002183,2026-06-09 15:00:00,SENT
SMS00001432,A002038,2026-01-19 20:00:00,DELIVERED
SMS00001433,A002631,2025-10-03 21:00:00,DELIVERED
SMS00001434,A004031,2026-01-15 17:00:00,SENT
SMS00001435,A001071,2025-12-09 08:00:00,FAILED
SMS00001436,A003058,2026-04-08 15:00:00,DELIVERED
SMS00001437,A003720,2026-07-10 15:00:00,DELIVERED
SMS00001438,A000946,2025-09-25 20:00:00,DELIVERED
SMS00001439,A002754,2026-04-14 11:00:00,DELIVERED
SMS00001440,A000891,2026-04-08 19:00:00,SENT
SMS00001441,A002466,2026-06-17 19:00:00,DELIVERED
SMS00001442,A003806,2026-06-07 13:00:00,SENT
SMS00001443,A001265,2026-02-09 16:00:00,DELIVERED
SMS00001444,A000020,2026-08-12 20:00:00,DELIVERED
SMS00001445,A003179,2025-12-13 12:00:00,DELIVERED
SMS00001446,A000470,2026-05-15 08:00:00,DELIVERED
SMS00001447,A002902,2026-06-19 09:00:00,DELIVERED
SMS00001448,A000980,2026-03-09 09:00:00,DELIVERED
SMS00001449,A001585,2025-09-08 09:00:00,DELIVERED
SMS00001450,A001518,2026-03-04 16:00:00,DELIVERED
SMS00001451,A001899,2026-02-13 20:00:00,FAILED
SMS00001452,A003045,2025-09-24 11:00:00,DELIVERED
SMS00001453,A001348,2026-04-18 17:00:00,DELIVERED
SMS00001454,A001849,2026-07-20 22:00:00,DELIVERED
SMS00001455,A000611,2026-01-26 17:00:00,SENT
SMS00001456,A001598,2025-10-01 15:00:00,SENT
SMS00001457,A000084,2026-05-11 09:00:00,DELIVERED
SMS00001458,A001116,2025-10-01 14:00:00,DELIVERED
SMS00001459,A002316,2025-10-21 17:00:00,FAILED
SMS00001460,A000186,2026-06-26 19:00:00,DELIVERED
SMS00001461,A001851,2026-08-11 16:00:00,DELIVERED
SMS00001462,A000418,2026-01-09 11:00:00,DELIVERED
SMS00001463,A003156,2026-03-22 14:00:00,DELIVERED
SMS00001464,A004116,2026-01-04 19:00:00,DELIVERED
SMS00001465,A000096,2026-04-18 12:00:00,DELIVERED
SMS00001466,A000131,2026-01-09 14:00:00,DELIVERED
SMS00001467,A001170,2025-10-10 11:00:00,DELIVERED
SMS00001468,A003280,2026-06-26 14:00:00,SENT
SMS00001469,A000709,2025-11-11 12:00:00,SENT
SMS00001470,A003515,2026-08-26 21:00:00,SENT
SMS00001471,A000319,2026-07-20 17:00:00,SENT
SMS00001472,A001230,2026-01-14 11:00:00,DELIVERED
SMS00001473,A002291,2026-01-06 20:00:00,DELIVERED
SMS00001474,A003815,2025-09-01 20:00:00,DELIVERED
SMS00001475,A000898,2025-10-21 08:00:00,DELIVERED
SMS00001476,A002857,2025-11-25 10:00:00,FAILED
SMS00001477,A002318,2026-01-11 08:00:00,DELIVERED
SMS00001478,A001910,2025-12-13 09:00:00,SENT
SMS00001479,A000107,2025-11-23 15:00:00,DELIVERED
SMS00001480,A001926,2026-05-07 21:00:00,SENT
SMS00001481,A004117,2025-10-16 22:00:00,DELIVERED
SMS00001482,A000900,2025-10-12 12:00:00,DELIVERED
SMS00001483,A001386,2026-08-05 22:00:00,SENT
SMS00001484,A002790,2025-12-03 21:00:00,SENT
SMS00001485,A002501,2026-02-20 16:00:00,SENT
SMS00001486,A004113,2026-06-10 16:00:00,DELIVERED
SMS00001487,A000776,2026-08-05 10:00:00,SENT
SMS00001488,A002253,2026-01-03 11:00:00,DELIVERED
SMS00001489,A003663,2026-08-18 12:00:00,DELIVERED
SMS00001490,A004082,2026-01-13 19:00:00,DELIVERED
SMS00001491,A002210,2026-03-27 11:00:00,DELIVERED
SMS00001492,A003649,2025-12-03 18:00:00,DELIVERED
SMS00001493,A001775,2026-05-15 16:00:00,DELIVERED
SMS00001494,A003600,2025-11-20 15:00:00,DELIVERED
SMS00001495,A001207,2025-10-23 16:00:00,SENT
SMS00001496,A003114,2026-02-06 08:00:00,SENT
SMS00001497,A003131,2026-08-19 15:00:00,SENT
SMS00001498,A003262,2026-02-13 16:00:00,SENT
SMS00001499,A004127,2025-09-06 08:00:00,SENT
SMS00001500,A001370,2026-01-23 08:00:00,DELIVERED
SMS00001501,A002011,2026-05-19 20:00:00,DELIVERED
SMS00001502,A000963,2026-03-16 14:00:00,DELIVERED
SMS00001503,A003086,2026-03-24 19:00:00,DELIVERED
SMS00001504,A002484,2025-10-06 08:00:00,SENT
SMS00001505,A002925,2026-03-22 11:00:00,DELIVERED
SMS00001506,A002538,2026-04-18 15:00:00,DELIVERED
SMS00001507,A000891,2025-12-18 15:00:00,DELIVERED
SMS00001508,A004190,2026-08-03 11:00:00,FAILED
SMS00001509,A003666,2026-03-02 18:00:00,DELIVERED
SMS00001510,A002874,2026-06-21 07:00:00,DELIVERED
SMS00001511,A000803,2026-01-15 15:00:00,DELIVERED
SMS00001512,A003709,2026-02-08 12:00:00,DELIVERED
SMS00001513,A001740,2026-04-27 09:00:00,FAILED
SMS00001514,A000383,2026-01-25 19:00:00,DELIVERED
SMS00001515,A002191,2026-01-26 07:00:00,DELIVERED
SMS00001516,A001818,2026-07-21 14:00:00,DELIVERED
SMS00001517,A000642,2026-06-19 22:00:00,DELIVERED
SMS00001518,A003115,2026-04-14 22:00:00,SENT
SMS00001519,A003397,2026-08-23 08:00:00,DELIVERED
SMS00001520,A002859,2026-01-18 11:00:00,DELIVERED
SMS00001521,A003278,2026-01-25 13:00:00,SENT
SMS00001522,A003005,2025-11-25 20:00:00,DELIVERED
SMS00001523,A000350,2026-07-21 22:00:00,DELIVERED
SMS00001524,A000075,2026-05-19 12:00:00,DELIVERED
SMS00001525,A001896,2026-01-03 07:00:00,SENT
SMS00001526,A001026,2026-07-27 14:00:00,DELIVERED
SMS00001527,A002218,2026-05-25 19:00:00,DELIVERED
SMS00001528,A002177,2025-09-20 07:00:00,FAILED
SMS00001529,A000302,2026-04-19 22:00:00,DELIVERED
SMS00001530,A001726,2026-06-20 20:00:00,DELIVERED
SMS00001531,A001474,2026-03-03 17:00:00,DELIVERED
SMS00001532,A000139,2025-11-17 13:00:00,SENT
SMS00001533,A001454,2026-04-11 20:00:00,SENT
SMS00001534,A002639,2026-04-24 17:00:00,DELIVERED
SMS00001535,A002783,2025-11-26 08:00:00,DELIVERED
SMS00001536,A004060,2026-03-01 08:00:00,DELIVERED
SMS00001537,A003902,2026-06-12 08:00:00,DELIVERED
SMS00001538,A004059,2025-11-05 10:00:00,DELIVERED
SMS00001539,A000700,2026-06-12 14:00:00,DELIVERED
SMS00001540,A001501,2026-01-06 21:00:00,DELIVERED
SMS00001541,A003782,2026-07-25 12:00:00,SENT
SMS00001542,A003376,2026-07-14 10:00:00,SENT
SMS00001543,A002684,2025-10-01 16:00:00,DELIVERED
SMS00001544,A000561,2026-08-04 07:00:00,DELIVERED
SMS00001545,A002006,2025-09-05 13:00:00,FAILED
SMS00001546,A002717,2026-01-21 09:00:00,FAILED
SMS00001547,A003823,2026-02-19 13:00:00,DELIVERED
SMS00001548,A002644,2025-11-11 22:00:00,SENT
SMS00001549,A001397,2026-07-25 13:00:00,SENT
SMS00001550,A000948,2026-08-26 08:00:00,SENT
SMS00001551,A002868,2026-04-13 11:00:00,DELIVERED
SMS00001552,A004181,2026-05-24 19:00:00,SENT
SMS00001553,A004136,2026-01-24 21:00:00,DELIVERED
SMS00001554,A002531,2026-01-12 18:00:00,SENT
SMS00001555,A002264,2025-09-23 07:00:00,SENT
SMS00001556,A003969,2025-12-01 19:00:00,DELIVERED
SMS00001557,A001594,2026-01-27 20:00:00,DELIVERED
SMS00001558,A000592,2026-08-10 22:00:00,DELIVERED
SMS00001559,A002680,2026-01-26 14:00:00,SENT
SMS00001560,A001470,2026-05-20 12:00:00,SENT
SMS00001561,A004016,2026-03-14 15:00:00,DELIVERED
SMS00001562,A000419,2025-10-11 20:00:00,SENT
SMS00001563,A004087,2026-05-27 09:00:00,DELIVERED
SMS00001564,A002389,2026-06-13 18:00:00,DELIVERED
SMS00001565,A002661,2026-05-10 16:00:00,DELIVERED
SMS00001566,A001637,2026-05-19 15:00:00,SENT
SMS00001567,A003442,2026-01-13 10:00:00,DELIVERED
SMS00001568,A002614,2026-01-23 12:00:00,DELIVERED
SMS00001569,A001496,2026-03-24 17:00:00,DELIVERED
SMS00001570,A001729,2026-03-25 07:00:00,DELIVERED
SMS00001571,A001120,2026-07-13 16:00:00,DELIVERED
SMS00001572,A000394,2026-02-09 07:00:00,FAILED
SMS00001573,A003671,2026-08-09 16:00:00,DELIVERED
SMS00001574,A002849,2025-10-24 22:00:00,SENT
SMS00001575,A000306,2026-07-09 21:00:00,SENT
SMS00001576,A004119,2026-03-15 22:00:00,DELIVERED
SMS00001577,A003726,2026-06-02 18:00:00,DELIVERED
SMS00001578,A003970,2026-04-15 22:00:00,DELIVERED
SMS00001579,A000132,2025-10-05 08:00:00,SENT
SMS00001580,A000713,2026-05-18 08:00:00,DELIVERED
SMS00001581,A001166,2026-07-07 19:00:00,DELIVERED
SMS00001582,A002992,2026-01-11 11:00:00,SENT
SMS00001583,A001082,2026-06-19 19:00:00,DELIVERED
SMS00001584,A003889,2026-01-13 11:00:00,DELIVERED
SMS00001585,A001536,2026-05-09 19:00:00,DELIVERED
SMS00001586,A003251,2026-03-06 17:00:00,DELIVERED
SMS00001587,A002226,2026-05-20 21:00:00,DELIVERED
SMS00001588,A003321,2026-06-21 21:00:00,SENT
SMS00001589,A003941,2026-06-10 12:00:00,DELIVERED
SMS00001590,A002376,2026-05-11 19:00:00,DELIVERED
SMS00001591,A002542,2026-01-06 08:00:00,DELIVERED
SMS00001592,A000175,2025-12-07 13:00:00,DELIVERED
SMS00001593,A004099,2026-01-25 17:00:00,DELIVERED
SMS00001594,A001766,2025-11-24 20:00:00,SENT
SMS00001595,A003271,2026-03-27 15:00:00,DELIVERED
SMS00001596,A002279,2026-04-24 21:00:00,DELIVERED
SMS00001597,A003402,2026-05-24 08:00:00,DELIVERED
SMS00001598,A002902,2026-07-21 14:00:00,SENT
SMS00001599,A003442,2026-01-09 18:00:00,FAILED
SMS00001600,A002380,2026-02-19 11:00:00,DELIVERED
SMS00001601,A003171,2026-05-17 22:00:00,DELIVERED
SMS00001602,A001665,2026-05-22 15:00:00,DELIVERED
SMS00001603,A001179,2026-08-21 07:00:00,DELIVERED
SMS00001604,A002548,2026-04-15 17:00:00,FAILED
SMS00001605,A001776,2025-12-20 14:00:00,DELIVERED
SMS00001606,A000092,2025-11-02 17:00:00,SENT
SMS00001607,A000080,2025-09-27 17:00:00,FAILED
SMS00001608,A000730,2026-07-20 17:00:00,DELIVERED
SMS00001609,A003574,2026-07-08 19:00:00,SENT
SMS00001610,A002677,2025-12-18 08:00:00,DELIVERED
SMS00001611,A002445,2025-10-10 08:00:00,DELIVERED
SMS00001612,A000276,2026-06-15 15:00:00,DELIVERED
SMS00001613,A001753,2025-11-17 16:00:00,DELIVERED
SMS00001614,A003055,2026-03-15 19:00:00,SENT
SMS00001615,A002824,2026-02-11 20:00:00,DELIVERED
SMS00001616,A002118,2026-05-26 17:00:00,DELIVERED
SMS00001617,A002040,2026-07-18 15:00:00,SENT
SMS00001618,A001389,2026-01-04 22:00:00,SENT
SMS00001619,A003387,2026-03-18 07:00:00,DELIVERED
SMS00001620,A000949,2026-03-20 14:00:00,DELIVERED
SMS00001621,A000271,2026-06-18 18:00:00,DELIVERED
SMS00001622,A002461,2026-04-27 12:00:00,DELIVERED
SMS00001623,A004012,2025-11-23 13:00:00,DELIVERED
SMS00001624,A004047,2026-02-01 09:00:00,SENT
SMS00001625,A002098,2025-10-01 14:00:00,SENT
SMS00001626,A001015,2025-12-22 13:00:00,DELIVERED
SMS00001627,A002812,2025-10-14 22:00:00,DELIVERED
SMS00001628,A003003,2026-01-04 15:00:00,DELIVERED
SMS00001629,A001144,2025-09-20 22:00:00,SENT
SMS00001630,A001263,2025-12-22 16:00:00,SENT
SMS00001631,A000663,2026-04-17 18:00:00,DELIVERED
SMS00001632,A003763,2025-09-21 10:00:00,DELIVERED
SMS00001633,A001460,2025-11-09 18:00:00,DELIVERED
SMS00001634,A001812,2025-12-06 09:00:00,DELIVERED
SMS00001635,A003508,2026-03-06 14:00:00,DELIVERED
SMS00001636,A000198,2026-01-08 17:00:00,DELIVERED
SMS00001637,A001152,2025-12-23 18:00:00,SENT
SMS00001638,A003098,2026-06-22 20:00:00,SENT
SMS00001639,A002211,2026-04-24 14:00:00,DELIVERED
SMS00001640,A000321,2026-03-10 07:00:00,SENT
SMS00001641,A003452,2026-07-19 22:00:00,DELIVERED
SMS00001642,A002189,2025-12-20 16:00:00,DELIVERED
SMS00001643,A003752,2026-06-12 22:00:00,DELIVERED
SMS00001644,A004100,2026-08-01 16:00:00,DELIVERED
SMS00001645,A002264,2025-10-06 22:00:00,DELIVERED
SMS00001646,A003881,2026-02-22 09:00:00,DELIVERED
SMS00001647,A003233,2025-11-21 20:00:00,DELIVERED
SMS00001648,A001589,2026-07-23 19:00:00,SENT
SMS00001649,A002919,2026-06-02 12:00:00,DELIVERED
SMS00001650,A001923,2026-03-17 12:00:00,DELIVERED
SMS00001651,A003912,2025-11-03 15:00:00,DELIVERED
SMS00001652,A002645,2025-11-06 14:00:00,DELIVERED
SMS00001653,A001671,2026-06-03 13:00:00,SENT
SMS00001654,A002763,2026-07-17 20:00:00,DELIVERED
SMS00001655,A000694,2026-07-15 08:00:00,SENT
SMS00001656,A004146,2026-02-15 10:00:00,DELIVERED
SMS00001657,A000224,2026-03-06 12:00:00,DELIVERED
SMS00001658,A001154,2025-12-14 13:00:00,FAILED
SMS00001659,A003615,2026-06-09 14:00:00,DELIVERED
SMS00001660,A002676,2025-09-20 13:00:00,DELIVERED
SMS00001661,A004086,2026-07-09 10:00:00,DELIVERED
SMS00001662,A003538,2026-01-22 21:00:00,DELIVERED
SMS00001663,A000427,2026-02-02 09:00:00,DELIVERED
SMS00001664,A001594,2025-10-20 10:00:00,FAILED
SMS00001665,A002268,2026-04-20 16:00:00,SENT
SMS00001666,A002549,2026-04-19 07:00:00,DELIVERED
SMS00001667,A000279,2026-01-27 18:00:00,DELIVERED
SMS00001668,A002428,2026-08-05 12:00:00,DELIVERED
SMS00001669,A000443,2026-05-16 12:00:00,DELIVERED
SMS00001670,A003133,2026-07-01 13:00:00,DELIVERED
SMS00001671,A000191,2025-12-14 17:00:00,DELIVERED
SMS00001672,A003822,2026-05-20 11:00:00,DELIVERED
SMS00001673,A000761,2025-12-11 12:00:00,SENT
SMS00001674,A003110,2026-07-10 20:00:00,DELIVERED
SMS00001675,A002983,2025-11-04 12:00:00,FAILED
SMS00001676,A001454,2026-05-26 20:00:00,DELIVERED
SMS00001677,A001384,2026-06-02 18:00:00,DELIVERED
SMS00001678,A004050,2025-10-04 08:00:00,FAILED
SMS00001679,A003023,2026-07-02 17:00:00,SENT
SMS00001680,A003813,2025-12-22 08:00:00,DELIVERED
SMS00001681,A000758,2026-03-02 08:00:00,SENT
SMS00001682,A000742,2026-07-27 13:00:00,DELIVERED
SMS00001683,A002754,2025-12-15 20:00:00,SENT
SMS00001684,A000556,2026-07-16 15:00:00,DELIVERED
SMS00001685,A003063,2026-05-10 21:00:00,DELIVERED
SMS00001686,A001374,2026-01-14 17:00:00,DELIVERED
SMS00001687,A002493,2026-08-13 21:00:00,DELIVERED
SMS00001688,A001206,2026-03-13 20:00:00,DELIVERED
SMS00001689,A003380,2026-08-27 09:00:00,DELIVERED
SMS00001690,A001184,2026-04-04 13:00:00,DELIVERED
SMS00001691,A003741,2026-08-23 10:00:00,DELIVERED
SMS00001692,A003035,2026-02-14 07:00:00,SENT
SMS00001693,A002440,2026-02-16 07:00:00,DELIVERED
SMS00001694,A002287,2026-02-16 09:00:00,DELIVERED
SMS00001695,A000135,2026-05-18 12:00:00,FAILED
SMS00001696,A002096,2026-02-10 22:00:00,DELIVERED
SMS00001697,A002259,2026-07-06 12:00:00,SENT
SMS00001698,A002080,2025-09-02 08:00:00,DELIVERED
SMS00001699,A001652,2026-01-24 14:00:00,DELIVERED
SMS00001700,A003390,2026-02-19 08:00:00,DELIVERED
SMS00001701,A000987,2026-06-15 11:00:00,DELIVERED
SMS00001702,A002999,2026-01-25 12:00:00,DELIVERED
SMS00001703,A003186,2026-04-21 17:00:00,DELIVERED
SMS00001704,A002858,2026-04-19 15:00:00,SENT
SMS00001705,A002216,2025-10-05 14:00:00,DELIVERED
SMS00001706,A000015,2025-12-16 11:00:00,DELIVERED
SMS00001707,A003357,2026-02-25 07:00:00,DELIVERED
SMS00001708,A002663,2026-06-06 10:00:00,SENT
SMS00001709,A000826,2025-10-10 21:00:00,DELIVERED
SMS00001710,A003989,2026-02-06 14:00:00,DELIVERED
SMS00001711,A003493,2025-12-25 09:00:00,SENT
SMS00001712,A000126,2026-07-18 10:00:00,DELIVERED
SMS00001713,A000856,2026-01-27 21:00:00,SENT
SMS00001714,A004123,2026-06-23 13:00:00,DELIVERED
SMS00001715,A000740,2025-12-07 22:00:00,DELIVERED
SMS00001716,A002956,2026-01-04 17:00:00,FAILED
SMS00001717,A000399,2026-04-12 22:00:00,DELIVERED
SMS00001718,A002118,2025-10-14 22:00:00,DELIVERED
SMS00001719,A002197,2026-02-26 18:00:00,SENT
SMS00001720,A002710,2026-04-20 17:00:00,DELIVERED
SMS00001721,A001629,2025-09-09 10:00:00,DELIVERED
SMS00001722,A000306,2025-10-04 13:00:00,DELIVERED
SMS00001723,A000438,2025-11-07 07:00:00,DELIVERED
SMS00001724,A000915,2025-11-03 09:00:00,DELIVERED
SMS00001725,A000599,2026-05-13 10:00:00,SENT
SMS00001726,A001576,2026-08-14 22:00:00,DELIVERED
SMS00001727,A001485,2026-02-07 18:00:00,SENT
SMS00001728,A002570,2025-12-16 20:00:00,DELIVERED
SMS00001729,A001750,2025-12-14 12:00:00,DELIVERED
SMS00001730,A002737,2026-07-04 15:00:00,DELIVERED
SMS00001731,A000734,2026-06-08 20:00:00,DELIVERED
SMS00001732,A001730,2025-11-11 19:00:00,DELIVERED
SMS00001733,A001849,2026-07-27 22:00:00,DELIVERED
SMS00001734,A001017,2025-09-14 19:00:00,DELIVERED
SMS00001735,A001941,2026-06-06 08:00:00,SENT
SMS00001736,A000153,2025-12-24 09:00:00,DELIVERED
SMS00001737,A000211,2026-03-08 17:00:00,DELIVERED
SMS00001738,A004174,2025-09-06 18:00:00,DELIVERED
SMS00001739,A003581,2026-08-19 19:00:00,DELIVERED
SMS00001740,A000211,2026-03-13 21:00:00,SENT
SMS00001741,A001209,2026-08-16 19:00:00,SENT
SMS00001742,A004156,2026-04-08 21:00:00,DELIVERED
SMS00001743,A001758,2026-01-21 11:00:00,SENT
SMS00001744,A003415,2026-06-01 18:00:00,DELIVERED
SMS00001745,A001192,2025-09-06 07:00:00,DELIVERED
SMS00001746,A004049,2026-04-14 19:00:00,DELIVERED
SMS00001747,A000533,2026-01-06 15:00:00,DELIVERED
SMS00001748,A003340,2026-03-16 08:00:00,DELIVERED
SMS00001749,A003818,2026-08-11 09:00:00,FAILED
SMS00001750,A000514,2026-05-21 13:00:00,DELIVERED
SMS00001751,A001594,2026-03-03 21:00:00,FAILED
SMS00001752,A001732,2025-09-25 16:00:00,SENT
SMS00001753,A004037,2025-10-19 16:00:00,DELIVERED
SMS00001754,A001907,2026-05-20 21:00:00,DELIVERED
SMS00001755,A002894,2025-10-10 09:00:00,DELIVERED
SMS00001756,A003106,2026-07-12 11:00:00,DELIVERED
SMS00001757,A001032,2026-08-19 19:00:00,FAILED
SMS00001758,A001392,2025-09-15 16:00:00,DELIVERED
SMS00001759,A001464,2026-02-25 18:00:00,DELIVERED
SMS00001760,A003108,2026-04-09 16:00:00,DELIVERED
SMS00001761,A001987,2026-06-23 11:00:00,FAILED
SMS00001762,A001749,2026-07-13 16:00:00,DELIVERED
SMS00001763,A002364,2026-08-21 14:00:00,DELIVERED
SMS00001764,A002914,2025-11-13 10:00:00,DELIVERED
SMS00001765,A004103,2026-02-20 07:00:00,SENT
SMS00001766,A001712,2025-09-08 22:00:00,DELIVERED
SMS00001767,A003425,2025-11-06 15:00:00,DELIVERED
SMS00001768,A000581,2026-07-17 21:00:00,FAILED
SMS00001769,A003334,2026-01-16 15:00:00,DELIVERED
SMS00001770,A001072,2026-08-21 07:00:00,SENT
SMS00001771,A004129,2025-09-22 16:00:00,DELIVERED
SMS00001772,A000465,2026-05-17 22:00:00,DELIVERED
SMS00001773,A003988,2026-08-18 15:00:00,DELIVERED
SMS00001774,A002961,2026-06-01 15:00:00,DELIVERED
