ptp_id,account_id,ptp_created_at,promised_due_date,promised_amount,ptp_status,source_channel
PTP00001947,A003371,2025-10-12 08:00:00,2025-10-15 08:00:00,3747.2,KEPT,Field
PTP00001948,A002961,2025-11-23 18:00:00,2025-11-26 18:00:00,6069.47,KEPT,Field
PTP00001949,A000398,2026-04-04 19:00:00,2026-04-07 19:00:00,6519.49,PENDING,AI Voice
PTP00001950,A000523,2026-04-02 19:00:00,2026-04-16 19:00:00,3110.24,KEPT,Human
PTP00001951,A000320,2025-12-11 08:00:00,2025-12-18 08:00:00,5572.6,KEPT,Field
PTP00001952,A000087,2025-11-16 10:00:00,2025-11-23 10:00:00,9491.53,KEPT,Human
PTP00001953,A000060,2026-02-04 14:00:00,2026-02-18 14:00:00,14926.41,KEPT,Human
PTP00001954,A001817,2026-06-11 17:00:00,2026-06-25 17:00:00,13822.3,BROKEN,AI Voice
PTP00001955,A003827,2025-10-26 19:00:00,2025-10-27 19:00:00,5994.08,BROKEN,Human
PTP00001956,A002212,2026-07-14 12:00:00,2026-07-28 12:00:00,2775.01,BROKEN,Human
PTP00001957,A000944,2026-06-23 09:00:00,2026-07-07 09:00:00,11342.55,KEPT,AI Voice
PTP00001958,A002337,2026-07-24 08:00:00,2026-07-25 08:00:00,7535.36,PENDING,Field
PTP00001959,A002099,2026-07-27 12:00:00,2026-08-03 12:00:00,12583.86,BROKEN,Field
PTP00001960,A000836,2025-12-04 15:00:00,2025-12-18 15:00:00,12472.76,BROKEN,AI Voice
PTP00001961,A003919,2026-05-08 10:00:00,2026-05-15 10:00:00,9178.59,KEPT,AI Voice
PTP00001962,A002222,2026-01-27 18:00:00,2026-01-30 18:00:00,10223.93,BROKEN,Human
PTP00001963,A000498,2026-06-27 19:00:00,2026-07-04 19:00:00,6464.21,KEPT,Field
PTP00001964,A000272,2026-06-21 17:00:00,2026-06-28 17:00:00,9925.92,KEPT,Field
PTP00001965,A001010,2026-01-24 09:00:00,2026-01-27 09:00:00,6123.27,KEPT,Human
PTP00001966,A003786,2025-12-14 19:00:00,2025-12-17 19:00:00,5103.03,PENDING,WhatsApp
PTP00001967,A001404,2025-11-25 16:00:00,2025-12-02 16:00:00,5636.85,KEPT,Human
PTP00001968,A003535,2026-05-18 11:00:00,2026-05-25 11:00:00,6815.14,BROKEN,AI Voice
PTP00001969,A002516,2026-07-09 17:00:00,2026-07-16 17:00:00,12904.39,KEPT,Field
PTP00001970,A002465,2026-02-03 14:00:00,2026-02-04 14:00:00,2065.16,KEPT,WhatsApp
PTP00001971,A002418,2026-04-20 12:00:00,2026-04-23 12:00:00,9652.67,KEPT,WhatsApp
PTP00001972,A003929,2026-01-15 11:00:00,2026-01-29 11:00:00,5513.73,KEPT,AI Voice
PTP00001973,A004135,2026-04-11 13:00:00,2026-04-12 13:00:00,3699.45,KEPT,AI Voice
PTP00001974,A002347,2025-10-13 18:00:00,2025-10-14 18:00:00,9820.18,PENDING,WhatsApp
PTP00001975,A003452,2026-08-26 15:00:00,2026-08-29 15:00:00,3210.48,KEPT,AI Voice
PTP00001976,A000229,2026-08-24 16:00:00,2026-09-07 16:00:00,9689.18,PENDING,WhatsApp
PTP00001977,A000577,2026-05-24 13:00:00,2026-05-31 13:00:00,6726.34,KEPT,Human
PTP00001978,A001704,2025-09-02 20:00:00,2025-09-05 20:00:00,6113.78,KEPT,Field
PTP00001979,A000295,2025-10-27 19:00:00,2025-10-30 19:00:00,9532.95,BROKEN,AI Voice
PTP00001980,A002486,2025-12-08 16:00:00,2025-12-11 16:00:00,7896.92,BROKEN,Human
PTP00001981,A001902,2026-02-06 20:00:00,2026-02-20 20:00:00,3572.61,BROKEN,AI Voice
PTP00001982,A003323,2026-07-07 13:00:00,2026-07-14 13:00:00,13626.2,BROKEN,WhatsApp
PTP00001983,A002225,2026-07-13 20:00:00,2026-07-16 20:00:00,11355.02,KEPT,Human
PTP00001984,A003310,2026-05-25 12:00:00,2026-05-28 12:00:00,11961.9,PENDING,Field
PTP00001985,A003353,2026-06-27 17:00:00,2026-06-30 17:00:00,2024.1,BROKEN,WhatsApp
PTP00001986,A000532,2026-06-10 10:00:00,2026-06-24 10:00:00,14670.3,KEPT,AI Voice
PTP00001987,A000328,2026-01-23 09:00:00,2026-01-30 09:00:00,4027.12,KEPT,Field
PTP00001988,A001949,2026-08-06 10:00:00,2026-08-20 10:00:00,4429.16,BROKEN,AI Voice
PTP00001989,A003282,2026-05-05 20:00:00,2026-05-06 20:00:00,2783.31,KEPT,Field
PTP00001990,A003096,2025-12-07 14:00:00,2025-12-21 14:00:00,10421.82,KEPT,AI Voice
PTP00001991,A001922,2026-03-05 12:00:00,2026-03-19 12:00:00,4910.4,KEPT,WhatsApp
PTP00001992,A003823,2025-11-13 20:00:00,2025-11-14 20:00:00,4434.91,BROKEN,AI Voice
PTP00001993,A000810,2026-01-22 17:00:00,2026-01-29 17:00:00,10016.06,BROKEN,WhatsApp
PTP00001994,A002051,2026-03-04 08:00:00,2026-03-11 08:00:00,8747.46,BROKEN,WhatsApp
PTP00001995,A001008,2026-04-14 16:00:00,2026-04-17 16:00:00,4302.51,BROKEN,Human
PTP00001996,A001792,2026-07-06 10:00:00,2026-07-20 10:00:00,11895.77,KEPT,Human
PTP00001997,A002857,2026-01-18 19:00:00,2026-02-01 19:00:00,12240.8,PENDING,AI Voice
PTP00001998,A003347,2026-08-01 20:00:00,2026-08-02 20:00:00,12917.75,KEPT,Human
PTP00001999,A002497,2026-03-05 16:00:00,2026-03-12 16:00:00,9422.14,KEPT,WhatsApp
PTP00002000,A001282,2026-08-05 11:00:00,2026-08-06 11:00:00,4078.69,BROKEN,Field
PTP00002001,A003200,2025-10-19 19:00:00,2025-11-02 19:00:00,6245.34,PENDING,Human
PTP00002002,A002191,2026-04-13 13:00:00,2026-04-27 13:00:00,4852.08,KEPT,AI Voice
PTP00002003,A000126,2025-09-05 12:00:00,2025-09-08 12:00:00,3769.22,BROKEN,Human
PTP00002004,A000806,2026-04-24 10:00:00,2026-04-27 10:00:00,12898.1,BROKEN,Field
PTP00002005,A004199,2026-01-26 10:00:00,2026-01-29 10:00:00,3269.99,BROKEN,WhatsApp
PTP00002006,A003828,2026-06-18 20:00:00,2026-06-25 20:00:00,14489.21,BROKEN,Human
PTP00002007,A003858,2025-11-23 10:00:00,2025-11-24 10:00:00,10568.53,BROKEN,AI Voice
PTP00002008,A003864,2025-12-07 15:00:00,2025-12-14 15:00:00,9776.41,BROKEN,Human
PTP00002009,A003868,2026-01-18 20:00:00,2026-01-25 20:00:00,12635.1,KEPT,WhatsApp
PTP00002010,A001985,2025-09-20 17:00:00,2025-09-27 17:00:00,4693.38,PENDING,Field
PTP00002011,A001841,2025-11-15 10:00:00,2025-11-29 10:00:00,11050.4,BROKEN,Human
PTP00002012,A000449,2026-05-03 12:00:00,2026-05-10 12:00:00,8121.04,BROKEN,Human
PTP00002013,A000893,2026-08-06 20:00:00,2026-08-20 20:00:00,3462.54,KEPT,Field
PTP00002014,A002877,2025-09-06 16:00:00,2025-09-13 16:00:00,7898.22,KEPT,Field
PTP00002015,A002270,2026-06-06 14:00:00,2026-06-20 14:00:00,2710.59,BROKEN,Human
PTP00002016,A000928,2026-07-23 11:00:00,2026-08-06 11:00:00,8281.29,KEPT,WhatsApp
PTP00002017,A002499,2025-11-16 11:00:00,2025-11-30 11:00:00,4567.05,BROKEN,Human
PTP00002018,A002982,2025-10-27 16:00:00,2025-11-10 16:00:00,7352.23,KEPT,AI Voice
PTP00002019,A001428,2026-03-02 20:00:00,2026-03-05 20:00:00,11064.54,PENDING,WhatsApp
PTP00002020,A003798,2025-11-26 11:00:00,2025-11-29 11:00:00,3415.23,PENDING,Field
PTP00002021,A003418,2025-11-08 15:00:00,2025-11-22 15:00:00,4591.03,BROKEN,Field
PTP00002022,A002938,2026-02-21 18:00:00,2026-02-24 18:00:00,11427.34,KEPT,WhatsApp
PTP00002023,A001797,2025-11-10 19:00:00,2025-11-11 19:00:00,11889.51,KEPT,Field
PTP00002024,A000129,2025-12-17 14:00:00,2025-12-18 14:00:00,9478.35,KEPT,WhatsApp
PTP00002025,A003281,2026-06-04 08:00:00,2026-06-18 08:00:00,10824.16,KEPT,Human
PTP00002026,A003764,2026-08-15 09:00:00,2026-08-29 09:00:00,2756.75,KEPT,Human
PTP00002027,A001227,2025-10-06 10:00:00,2025-10-20 10:00:00,10544.19,KEPT,Field
PTP00002028,A002146,2025-09-11 12:00:00,2025-09-12 12:00:00,7948.45,BROKEN,Field
PTP00002029,A000601,2026-08-07 13:00:00,2026-08-21 13:00:00,7788.26,KEPT,Field
PTP00002030,A002713,2025-10-25 09:00:00,2025-10-28 09:00:00,3303.76,KEPT,WhatsApp
PTP00002031,A002623,2025-10-25 16:00:00,2025-10-26 16:00:00,14731.4,BROKEN,WhatsApp
PTP00002032,A003948,2026-07-02 10:00:00,2026-07-03 10:00:00,4952.94,BROKEN,Field
PTP00002033,A000792,2026-08-04 16:00:00,2026-08-05 16:00:00,4266.05,KEPT,WhatsApp
PTP00002034,A001006,2026-01-20 15:00:00,2026-01-23 15:00:00,9485.04,KEPT,AI Voice
PTP00002035,A000423,2026-06-14 10:00:00,2026-06-28 10:00:00,2009.67,BROKEN,Field
PTP00002036,A001470,2025-10-17 17:00:00,2025-10-20 17:00:00,9510.99,BROKEN,Human
PTP00002037,A000015,2025-10-19 08:00:00,2025-11-02 08:00:00,12481.36,KEPT,WhatsApp
PTP00002038,A003210,2026-06-13 15:00:00,2026-06-16 15:00:00,3842.19,KEPT,Human
PTP00002039,A003647,2025-12-15 10:00:00,2025-12-29 10:00:00,3420.78,KEPT,Human
PTP00002040,A002179,2025-11-08 14:00:00,2025-11-11 14:00:00,13289.02,PENDING,Field
PTP00002041,A000223,2026-08-15 10:00:00,2026-08-22 10:00:00,5975.63,KEPT,WhatsApp
PTP00002042,A002788,2025-12-21 14:00:00,2025-12-28 14:00:00,6167.65,KEPT,Human
PTP00002043,A003638,2026-01-24 20:00:00,2026-02-07 20:00:00,10513.66,KEPT,Field
PTP00002044,A001994,2026-02-23 08:00:00,2026-02-26 08:00:00,5637.94,PENDING,AI Voice
PTP00002045,A002110,2026-03-25 08:00:00,2026-03-26 08:00:00,2814.4,KEPT,WhatsApp
PTP00002046,A001869,2025-10-01 11:00:00,2025-10-04 11:00:00,4452.13,KEPT,AI Voice
PTP00002047,A002339,2026-05-18 19:00:00,2026-05-19 19:00:00,13857.38,BROKEN,Field
PTP00002048,A000520,2025-11-18 19:00:00,2025-11-21 19:00:00,12987.02,KEPT,AI Voice
PTP00002049,A003438,2026-08-05 08:00:00,2026-08-12 08:00:00,9742.27,KEPT,AI Voice
PTP00002050,A001882,2026-06-10 19:00:00,2026-06-11 19:00:00,10860.79,KEPT,AI Voice
PTP00002051,A003716,2025-09-17 17:00:00,2025-10-01 17:00:00,13174.51,KEPT,WhatsApp
PTP00002052,A002887,2025-12-15 09:00:00,2025-12-16 09:00:00,10105.34,PENDING,Human
PTP00002053,A001113,2026-04-09 09:00:00,2026-04-23 09:00:00,7541.17,KEPT,AI Voice
PTP00002054,A000005,2026-02-11 14:00:00,2026-02-14 14:00:00,5300.22,BROKEN,Field
PTP00002055,A001731,2026-07-15 18:00:00,2026-07-22 18:00:00,12027.81,BROKEN,Human
PTP00002056,A001979,2025-09-05 14:00:00,2025-09-12 14:00:00,3025.91,KEPT,Human
PTP00002057,A002461,2025-09-05 08:00:00,2025-09-06 08:00:00,3846.73,KEPT,Human
PTP00002058,A002482,2025-12-14 19:00:00,2025-12-21 19:00:00,6060.9,KEPT,Field
PTP00002059,A004017,2026-03-25 20:00:00,2026-03-28 20:00:00,6903.4,PENDING,AI Voice
PTP00002060,A003475,2026-05-18 15:00:00,2026-05-21 15:00:00,2826.23,KEPT,Human
PTP00002061,A003158,2025-11-19 17:00:00,2025-11-20 17:00:00,13172.28,KEPT,WhatsApp
PTP00002062,A003716,2026-01-07 20:00:00,2026-01-10 20:00:00,13595.98,KEPT,Field
PTP00002063,A000111,2025-11-21 14:00:00,2025-12-05 14:00:00,6838.72,KEPT,AI Voice
PTP00002064,A000795,2025-12-04 08:00:00,2025-12-11 08:00:00,9726.86,KEPT,Field
PTP00002065,A000910,2026-02-16 08:00:00,2026-02-19 08:00:00,6728.89,KEPT,AI Voice
PTP00002066,A002766,2025-12-03 09:00:00,2025-12-17 09:00:00,2097.2,KEPT,Field
PTP00002067,A003706,2026-07-23 12:00:00,2026-07-30 12:00:00,12394.95,KEPT,Field
PTP00002068,A000940,2025-10-10 16:00:00,2025-10-24 16:00:00,7533.37,PENDING,Field
PTP00002069,A001822,2025-12-08 10:00:00,2025-12-11 10:00:00,11796.14,KEPT,Field
PTP00002070,A001088,2026-01-15 12:00:00,2026-01-22 12:00:00,5782.94,BROKEN,Field
PTP00002071,A004052,2025-09-07 13:00:00,2025-09-10 13:00:00,9227.62,KEPT,Field
PTP00002072,A004130,2025-09-08 11:00:00,2025-09-15 11:00:00,2114.14,KEPT,WhatsApp
PTP00002073,A004061,2025-12-04 08:00:00,2025-12-07 08:00:00,3273.69,KEPT,AI Voice
PTP00002074,A000971,2025-12-06 09:00:00,2025-12-13 09:00:00,3491.41,KEPT,Field
PTP00002075,A003906,2025-11-07 14:00:00,2025-11-14 14:00:00,4657.58,BROKEN,Human
PTP00002076,A001775,2026-02-19 08:00:00,2026-02-26 08:00:00,10107.78,BROKEN,Human
PTP00002077,A000231,2026-01-17 11:00:00,2026-01-18 11:00:00,7902.34,KEPT,Field
PTP00002078,A002453,2026-03-06 13:00:00,2026-03-20 13:00:00,9620.82,BROKEN,WhatsApp
PTP00002079,A000697,2026-06-27 11:00:00,2026-06-30 11:00:00,6401.95,BROKEN,WhatsApp
PTP00002080,A003356,2025-11-13 18:00:00,2025-11-14 18:00:00,4597.0,KEPT,Human
PTP00002081,A003024,2026-01-23 14:00:00,2026-01-30 14:00:00,8668.21,KEPT,WhatsApp
PTP00002082,A003360,2025-10-23 15:00:00,2025-11-06 15:00:00,6842.75,BROKEN,Field
PTP00002083,A004085,2026-02-09 08:00:00,2026-02-23 08:00:00,7254.25,BROKEN,Field
PTP00002084,A000024,2026-06-24 13:00:00,2026-07-01 13:00:00,3429.53,BROKEN,Field
PTP00002085,A000516,2026-05-20 08:00:00,2026-05-21 08:00:00,13880.86,BROKEN,AI Voice
PTP00002086,A003992,2026-01-15 09:00:00,2026-01-16 09:00:00,3661.49,PENDING,AI Voice
PTP00002087,A003450,2026-06-17 20:00:00,2026-06-18 20:00:00,2040.25,KEPT,Human
PTP00002088,A003190,2026-03-15 19:00:00,2026-03-18 19:00:00,11949.54,BROKEN,AI Voice
PTP00002089,A003465,2026-01-01 10:00:00,2026-01-04 10:00:00,6237.5,BROKEN,Field
PTP00002090,A001826,2026-08-26 17:00:00,2026-08-29 17:00:00,9594.73,BROKEN,WhatsApp
PTP00002091,A001780,2025-12-26 09:00:00,2025-12-27 09:00:00,4712.23,KEPT,AI Voice
PTP00002092,A001996,2026-05-16 20:00:00,2026-05-17 20:00:00,9580.39,KEPT,AI Voice
PTP00002093,A001409,2026-06-01 20:00:00,2026-06-02 20:00:00,14569.01,KEPT,Human
PTP00002094,A002105,2026-02-02 14:00:00,2026-02-05 14:00:00,5404.77,BROKEN,WhatsApp
PTP00002095,A001579,2025-12-01 12:00:00,2025-12-08 12:00:00,9286.12,KEPT,AI Voice
PTP00002096,A000850,2026-06-08 18:00:00,2026-06-15 18:00:00,13621.1,KEPT,Field
PTP00002097,A002765,2025-12-16 11:00:00,2025-12-30 11:00:00,6497.83,KEPT,Field
PTP00002098,A000720,2026-03-14 15:00:00,2026-03-28 15:00:00,7722.3,KEPT,Field
PTP00002099,A000402,2026-01-16 19:00:00,2026-01-30 19:00:00,4406.11,BROKEN,Field
PTP00002100,A000121,2025-12-12 20:00:00,2025-12-13 20:00:00,10393.0,PENDING,Human
PTP00002101,A000736,2026-05-13 09:00:00,2026-05-27 09:00:00,12541.62,PENDING,WhatsApp
PTP00002102,A004024,2026-05-03 13:00:00,2026-05-10 13:00:00,4835.39,KEPT,AI Voice
PTP00002103,A000592,2026-03-21 09:00:00,2026-04-04 09:00:00,2925.54,PENDING,Field
PTP00002104,A002877,2026-04-17 09:00:00,2026-05-01 09:00:00,10106.03,KEPT,WhatsApp
PTP00002105,A002385,2025-12-02 14:00:00,2025-12-09 14:00:00,2320.8,BROKEN,Human
PTP00002106,A002511,2026-03-09 09:00:00,2026-03-12 09:00:00,12777.6,BROKEN,WhatsApp
PTP00002107,A002503,2026-07-04 13:00:00,2026-07-07 13:00:00,7125.97,BROKEN,Human
PTP00002108,A003053,2026-08-01 12:00:00,2026-08-08 12:00:00,12732.54,KEPT,WhatsApp
PTP00002109,A003466,2025-12-03 17:00:00,2025-12-04 17:00:00,4001.55,BROKEN,WhatsApp
PTP00002110,A000612,2026-03-18 11:00:00,2026-04-01 11:00:00,5199.27,BROKEN,WhatsApp
PTP00002111,A003994,2025-11-17 09:00:00,2025-11-24 09:00:00,3792.99,PENDING,Field
PTP00002112,A001744,2026-08-02 09:00:00,2026-08-16 09:00:00,13867.1,KEPT,Human
PTP00002113,A000138,2025-11-15 16:00:00,2025-11-22 16:00:00,14714.02,BROKEN,WhatsApp
PTP00002114,A002820,2025-10-11 11:00:00,2025-10-12 11:00:00,11112.52,KEPT,Human
PTP00002115,A003845,2026-07-05 19:00:00,2026-07-12 19:00:00,2091.39,KEPT,AI Voice
PTP00002116,A001112,2025-09-03 17:00:00,2025-09-17 17:00:00,8622.56,BROKEN,AI Voice
PTP00002117,A002623,2026-07-16 16:00:00,2026-07-17 16:00:00,8241.68,BROKEN,Human
PTP00002118,A000179,2026-01-23 11:00:00,2026-01-30 11:00:00,12577.22,BROKEN,AI Voice
PTP00002119,A000442,2026-06-09 08:00:00,2026-06-23 08:00:00,8897.65,KEPT,AI Voice
PTP00002120,A001694,2026-03-05 16:00:00,2026-03-19 16:00:00,5775.51,BROKEN,AI Voice
PTP00002121,A001378,2026-07-17 17:00:00,2026-07-20 17:00:00,3617.8,KEPT,Human
PTP00002122,A003535,2025-10-22 17:00:00,2025-11-05 17:00:00,3986.35,BROKEN,AI Voice
PTP00002123,A000739,2026-02-09 20:00:00,2026-02-23 20:00:00,5438.46,BROKEN,Human
PTP00002124,A004190,2025-10-16 17:00:00,2025-10-30 17:00:00,7960.85,KEPT,Human
PTP00002125,A003974,2026-06-15 12:00:00,2026-06-22 12:00:00,6285.85,BROKEN,WhatsApp
PTP00002126,A001108,2026-02-21 17:00:00,2026-02-28 17:00:00,4035.28,BROKEN,Human
PTP00002127,A003943,2026-02-22 09:00:00,2026-02-23 09:00:00,7289.46,KEPT,Human
PTP00002128,A003758,2026-08-02 19:00:00,2026-08-16 19:00:00,10255.75,BROKEN,Field
PTP00002129,A003739,2026-03-27 19:00:00,2026-04-03 19:00:00,13742.52,BROKEN,AI Voice
PTP00002130,A001756,2026-06-19 09:00:00,2026-06-22 09:00:00,4930.27,BROKEN,WhatsApp
PTP00002131,A002827,2026-06-20 19:00:00,2026-07-04 19:00:00,6594.14,KEPT,AI Voice
PTP00002132,A003546,2026-07-25 09:00:00,2026-08-08 09:00:00,14595.05,BROKEN,Field
PTP00002133,A003903,2026-03-23 17:00:00,2026-03-30 17:00:00,2093.36,BROKEN,WhatsApp
PTP00002134,A002886,2025-10-27 18:00:00,2025-11-03 18:00:00,6808.59,BROKEN,Human
PTP00002135,A003212,2026-02-02 20:00:00,2026-02-16 20:00:00,12022.69,PENDING,Human
PTP00002136,A001688,2026-05-22 12:00:00,2026-05-23 12:00:00,4205.78,BROKEN,Human
PTP00002137,A000294,2026-08-18 10:00:00,2026-08-21 10:00:00,4396.66,KEPT,Field
PTP00002138,A000561,2026-06-14 15:00:00,2026-06-17 15:00:00,7423.81,KEPT,Field
PTP00002139,A003253,2025-09-05 20:00:00,2025-09-19 20:00:00,9507.55,BROKEN,Field
PTP00002140,A001371,2026-04-17 16:00:00,2026-04-24 16:00:00,9487.9,KEPT,AI Voice
PTP00002141,A000418,2026-07-23 15:00:00,2026-07-26 15:00:00,6252.74,BROKEN,Human
PTP00002142,A003699,2026-04-06 20:00:00,2026-04-09 20:00:00,7272.62,BROKEN,AI Voice
PTP00002143,A003147,2025-09-19 14:00:00,2025-10-03 14:00:00,14653.64,BROKEN,Field
PTP00002144,A000016,2026-01-05 11:00:00,2026-01-12 11:00:00,4506.68,KEPT,AI Voice
PTP00002145,A000923,2026-04-18 15:00:00,2026-04-25 15:00:00,9743.01,KEPT,Human
PTP00002146,A000079,2026-03-15 10:00:00,2026-03-29 10:00:00,4656.73,KEPT,AI Voice
PTP00002147,A002911,2026-08-21 08:00:00,2026-09-04 08:00:00,14900.74,BROKEN,Field
PTP00002148,A001293,2025-12-12 10:00:00,2025-12-13 10:00:00,3220.96,KEPT,Field
PTP00002149,A001831,2026-07-04 11:00:00,2026-07-11 11:00:00,9252.9,KEPT,Human
PTP00002150,A004057,2026-06-05 12:00:00,2026-06-12 12:00:00,14435.93,KEPT,Human
PTP00002151,A003037,2026-03-15 16:00:00,2026-03-29 16:00:00,2088.68,BROKEN,WhatsApp
PTP00002152,A002318,2025-10-09 15:00:00,2025-10-23 15:00:00,4610.77,BROKEN,WhatsApp
PTP00002153,A003839,2026-02-01 13:00:00,2026-02-15 13:00:00,4447.72,KEPT,Human
PTP00002154,A001280,2026-02-20 20:00:00,2026-02-27 20:00:00,8420.44,BROKEN,Field
PTP00002155,A003621,2026-03-04 14:00:00,2026-03-05 14:00:00,12767.82,BROKEN,WhatsApp
PTP00002156,A002998,2025-11-04 14:00:00,2025-11-07 14:00:00,9374.77,KEPT,Field
PTP00002157,A001988,2026-07-04 16:00:00,2026-07-11 16:00:00,4062.91,BROKEN,Human
PTP00002158,A003195,2026-03-16 13:00:00,2026-03-30 13:00:00,3446.59,KEPT,Field
PTP00002159,A002388,2025-09-24 16:00:00,2025-10-08 16:00:00,4863.37,KEPT,Field
PTP00002160,A004129,2025-10-15 20:00:00,2025-10-18 20:00:00,8316.17,KEPT,AI Voice
PTP00002161,A004185,2026-06-24 20:00:00,2026-07-01 20:00:00,8335.16,KEPT,Field
PTP00002162,A000305,2026-05-26 18:00:00,2026-06-09 18:00:00,3557.01,KEPT,Human
PTP00002163,A003052,2025-12-04 13:00:00,2025-12-05 13:00:00,6188.55,KEPT,Human
PTP00002164,A003131,2026-06-26 14:00:00,2026-07-03 14:00:00,8552.13,KEPT,WhatsApp
PTP00002165,A003430,2026-08-16 17:00:00,2026-08-19 17:00:00,6959.36,KEPT,WhatsApp
PTP00002166,A001814,2025-12-21 18:00:00,2026-01-04 18:00:00,2829.22,KEPT,WhatsApp
PTP00002167,A001619,2026-05-17 16:00:00,2026-05-31 16:00:00,4496.48,PENDING,Field
PTP00002168,A002951,2025-10-04 13:00:00,2025-10-18 13:00:00,9276.67,KEPT,Human
PTP00002169,A000408,2025-09-08 17:00:00,2025-09-11 17:00:00,5865.71,KEPT,WhatsApp
PTP00002170,A001355,2026-03-27 12:00:00,2026-03-28 12:00:00,4770.56,BROKEN,AI Voice
PTP00002171,A002802,2026-06-16 11:00:00,2026-06-19 11:00:00,11664.81,KEPT,AI Voice
PTP00002172,A003182,2026-05-06 09:00:00,2026-05-13 09:00:00,13856.8,BROKEN,WhatsApp
PTP00002173,A003562,2026-02-08 09:00:00,2026-02-11 09:00:00,11454.91,PENDING,Field
PTP00002174,A003582,2026-02-15 08:00:00,2026-02-16 08:00:00,11685.6,KEPT,Human
PTP00002175,A002448,2025-10-26 20:00:00,2025-11-09 20:00:00,14481.86,KEPT,AI Voice
PTP00002176,A000581,2025-12-06 15:00:00,2025-12-09 15:00:00,7064.61,KEPT,Field
PTP00002177,A000635,2025-12-26 08:00:00,2025-12-29 08:00:00,11539.74,KEPT,AI Voice
PTP00002178,A001236,2026-07-04 08:00:00,2026-07-18 08:00:00,10867.77,KEPT,Human
PTP00002179,A001083,2026-08-22 13:00:00,2026-09-05 13:00:00,12033.2,BROKEN,AI Voice
PTP00002180,A000049,2025-10-12 12:00:00,2025-10-15 12:00:00,2304.29,KEPT,WhatsApp
PTP00002181,A001135,2026-03-05 15:00:00,2026-03-19 15:00:00,13866.51,BROKEN,AI Voice
PTP00002182,A002110,2025-10-20 14:00:00,2025-10-21 14:00:00,12971.38,BROKEN,Human
PTP00002183,A003497,2025-10-01 13:00:00,2025-10-02 13:00:00,2166.36,BROKEN,AI Voice
PTP00002184,A000639,2026-03-03 16:00:00,2026-03-04 16:00:00,8286.88,KEPT,AI Voice
PTP00002185,A003598,2026-02-15 11:00:00,2026-02-18 11:00:00,12346.87,KEPT,Field
PTP00002186,A001014,2026-01-02 18:00:00,2026-01-16 18:00:00,11417.06,BROKEN,WhatsApp
PTP00002187,A003201,2025-11-14 17:00:00,2025-11-28 17:00:00,14985.01,KEPT,Field
PTP00002188,A003264,2026-02-19 14:00:00,2026-02-20 14:00:00,12968.83,KEPT,Human
PTP00002189,A002912,2026-04-22 17:00:00,2026-04-25 17:00:00,12271.56,PENDING,Human
PTP00002190,A001258,2026-05-21 11:00:00,2026-06-04 11:00:00,13698.48,BROKEN,Field
PTP00002191,A002966,2026-07-17 11:00:00,2026-07-31 11:00:00,11385.77,KEPT,Field
PTP00002192,A000530,2025-11-14 15:00:00,2025-11-15 15:00:00,2607.4,KEPT,Field
PTP00002193,A002600,2025-12-05 17:00:00,2025-12-12 17:00:00,10337.82,PENDING,WhatsApp
PTP00002194,A000840,2026-01-10 14:00:00,2026-01-17 14:00:00,9739.05,KEPT,WhatsApp
PTP00002195,A001555,2025-11-01 13:00:00,2025-11-04 13:00:00,13025.96,BROKEN,AI Voice
PTP00002196,A003642,2025-12-10 08:00:00,2025-12-11 08:00:00,12120.69,KEPT,Field
PTP00002197,A003120,2026-06-21 12:00:00,2026-07-05 12:00:00,2186.31,BROKEN,Field
PTP00002198,A003384,2026-06-23 11:00:00,2026-06-30 11:00:00,7017.65,KEPT,Human
PTP00002199,A002246,2026-01-07 08:00:00,2026-01-10 08:00:00,12290.48,KEPT,Field
PTP00002200,A003272,2026-03-13 10:00:00,2026-03-14 10:00:00,10674.42,KEPT,Human
PTP00002201,A001130,2026-02-03 17:00:00,2026-02-10 17:00:00,3729.58,PENDING,WhatsApp
PTP00002202,A002232,2026-07-05 20:00:00,2026-07-12 20:00:00,7231.85,PENDING,Field
PTP00002203,A001406,2025-11-24 08:00:00,2025-12-08 08:00:00,7622.57,KEPT,Human
PTP00002204,A001677,2026-07-22 09:00:00,2026-07-29 09:00:00,8324.82,PENDING,Human
PTP00002205,A002062,2026-01-13 11:00:00,2026-01-27 11:00:00,10847.74,KEPT,Human
PTP00002206,A002954,2025-11-11 18:00:00,2025-11-12 18:00:00,14838.67,BROKEN,WhatsApp
PTP00002207,A000804,2026-08-11 12:00:00,2026-08-14 12:00:00,14149.42,KEPT,Human
PTP00002208,A000280,2026-01-15 15:00:00,2026-01-18 15:00:00,4831.6,BROKEN,Field
PTP00002209,A000668,2025-12-22 14:00:00,2025-12-23 14:00:00,11980.65,KEPT,AI Voice
PTP00002210,A003707,2025-11-27 09:00:00,2025-12-11 09:00:00,2174.12,BROKEN,Field
PTP00002211,A003414,2026-02-11 19:00:00,2026-02-12 19:00:00,7859.99,KEPT,Human
PTP00002212,A003914,2025-12-26 09:00:00,2025-12-29 09:00:00,3137.03,KEPT,Human
PTP00002213,A002293,2026-03-05 08:00:00,2026-03-08 08:00:00,14776.62,PENDING,Human
PTP00002214,A001865,2025-11-23 08:00:00,2025-12-07 08:00:00,12593.7,BROKEN,Human
PTP00002215,A000155,2026-01-21 11:00:00,2026-02-04 11:00:00,9653.01,KEPT,AI Voice
