account_id,borrower_id,client,dpd,outstanding_amount,account_open_date,status
A000948,B01612,Client_A,45,20643.0,2024-08-26,ACTIVE
A000949,B00884,Client_B,60,24889.0,2025-09-27,ACTIVE
A000950,B00780,Client_C,45,28116.0,2025-05-31,WRITTEN_OFF
A000951,B00270,Client_B,75,22553.0,2026-02-05,CLOSED
A000952,B02938,Client_B,60,15599.0,2024-11-29,ACTIVE
A000953,B00640,Client_A,15,6053.0,2024-12-23,ACTIVE
A000954,B00947,Client_A,90,29791.0,2024-09-19,ACTIVE
A000955,B02696,Client_C,120,22082.0,2025-04-05,CLOSED
A000956,B02103,Client_B,120,20209.0,2026-03-06,ACTIVE
A000957,B00088,Client_B,45,10305.0,2024-07-24,ACTIVE
A000958,B00785,Client_B,90,29065.0,2024-01-04,ACTIVE
A000959,B00895,Client_A,75,18123.0,2026-05-03,ACTIVE
A000960,B01018,Client_A,30,15457.0,2025-09-06,ACTIVE
A000961,B02314,Client_A,120,22810.0,2025-11-03,CLOSED
A000962,B02349,Client_C,60,8906.0,2024-03-15,ACTIVE
A000963,B02928,Client_A,30,39733.0,2026-04-08,ACTIVE
A000964,B02552,Client_B,60,5158.0,2026-02-24,ACTIVE
A000965,B02254,Client_C,60,26412.0,2025-06-21,ACTIVE
A000966,B00269,Client_B,150,43871.0,2024-06-30,ACTIVE
A000967,B00018,Client_A,150,16120.0,2025-04-26,ACTIVE
A000968,B02246,Client_A,90,7736.0,2025-07-14,WRITTEN_OFF
A000969,B00555,Client_B,45,9494.0,2025-12-11,CLOSED
A000970,B01970,Client_D,150,28299.0,2024-12-05,ACTIVE
A000971,B01197,Client_B,15,19010.0,2025-03-01,ACTIVE
A000972,B02010,Client_C,60,11250.0,2024-12-12,ACTIVE
A000973,B02160,Client_B,150,7661.0,2025-03-21,ACTIVE
A000974,B02196,Client_B,45,68756.0,2025-04-13,ACTIVE
A000975,B00945,Client_A,30,13785.0,2024-01-31,ACTIVE
A000976,B00061,Client_A,75,8836.0,2024-11-05,CLOSED
A000977,B00589,Client_A,45,36302.0,2025-10-10,ACTIVE
A000978,B02346,Client_A,45,53287.0,2024-02-28,ACTIVE
A000979,B02513,Client_C,120,65525.0,2025-03-16,ACTIVE
A000980,B00292,Client_A,45,16529.0,2025-12-02,CLOSED
A000981,B01821,Client_C,30,25192.0,2024-07-16,ACTIVE
A000982,B00797,Client_B,75,95755.0,2026-05-18,ACTIVE
A000983,B01785,Client_C,30,48168.0,2026-05-22,ACTIVE
A000984,B01616,Client_A,60,18510.0,2024-12-31,ACTIVE
A000985,B02577,Client_D,45,49262.0,2026-01-07,ACTIVE
A000986,B02874,Client_B,45,18925.0,2026-04-10,ACTIVE
A000987,B00629,Client_B,120,50622.0,2024-01-25,ACTIVE
A000988,B01244,Client_B,120,21957.0,2025-09-16,CLOSED
A000989,B01043,Client_D,75,15820.0,2024-10-21,ACTIVE
A000990,B00359,Client_B,15,24647.0,2026-03-15,ACTIVE
A000991,B00963,Client_C,30,19050.0,2025-09-07,ACTIVE
A000992,B00360,Client_B,120,11341.0,2025-02-27,ACTIVE
A000993,B02414,Client_A,90,56654.0,2024-10-04,ACTIVE
A000994,B01898,Client_B,150,50421.0,2025-11-20,ACTIVE
A000995,B02580,Client_A,75,14222.0,2024-07-04,CLOSED
A000996,B02582,Client_A,30,40810.0,2025-02-08,ACTIVE
A000997,B00802,Client_B,60,19482.0,2025-02-13,ACTIVE
A000998,B01918,Client_C,15,64504.0,2026-03-10,CLOSED
A000999,B02593,Client_B,45,29385.0,2025-04-21,ACTIVE
A001000,B00284,Client_B,75,5319.0,2024-01-02,CLOSED
A001001,B01723,Client_A,45,13216.0,2025-02-03,ACTIVE
A001002,B02652,Client_A,45,7833.0,2024-12-15,ACTIVE
A001003,B00855,Client_A,75,24197.0,2025-06-29,ACTIVE
A001004,B02310,Client_B,60,25604.0,2024-05-16,ACTIVE
A001005,B00986,Client_A,30,25350.0,2024-09-27,ACTIVE
A001006,B01798,Client_D,150,12717.0,2025-05-03,WRITTEN_OFF
A001007,B00820,Client_D,120,6582.0,2024-02-12,ACTIVE
A001008,B00676,Client_A,120,17497.0,2025-07-22,ACTIVE
A001009,B01560,Client_A,60,24985.0,2024-01-24,ACTIVE
A001010,B01529,Client_A,90,78465.0,2026-01-23,ACTIVE
A001011,B02145,Client_A,30,15667.0,2024-10-05,CLOSED
A001012,B01302,Client_B,60,18128.0,2025-06-23,ACTIVE
A001013,B01866,Client_B,30,12065.0,2024-03-03,ACTIVE
A001014,B02102,Client_A,30,11599.0,2026-05-02,ACTIVE
A001015,B01159,Client_A,90,28255.0,2025-03-26,ACTIVE
A001016,B01743,Client_B,75,7362.0,2024-08-06,ACTIVE
A001017,B00183,Client_B,60,14535.0,2024-04-22,ACTIVE
A001018,B00841,Client_A,120,25550.0,2024-02-16,CLOSED
A001019,B01870,Client_C,90,7501.0,2024-01-01,WRITTEN_OFF
A001020,B02572,Client_C,45,26957.0,2025-04-28,ACTIVE
A001021,B02802,Client_A,90,13710.0,2026-04-07,ACTIVE
A001022,B00276,Client_C,60,15708.0,2024-09-25,ACTIVE
A001023,B00298,Client_D,60,37297.0,2025-06-29,ACTIVE
A001024,B02676,Client_A,45,20545.0,2025-12-17,ACTIVE
A001025,B02868,Client_A,150,13249.0,2026-03-28,ACTIVE
A001026,B01256,Client_B,90,10560.0,2024-06-25,CLOSED
A001027,B00718,Client_A,60,7627.0,2025-03-27,CLOSED
A001028,B02742,Client_A,45,10555.0,2025-05-29,ACTIVE
A001029,B00571,Client_B,30,35218.0,2026-02-18,ACTIVE
A001030,B01796,Client_C,120,30946.0,2025-03-09,ACTIVE
A001031,B01023,Client_B,30,3671.0,2025-11-04,CLOSED
A001032,B01894,Client_B,120,17285.0,2026-03-21,ACTIVE
A001033,B01056,Client_B,45,43751.0,2025-06-22,ACTIVE
A001034,B01350,Client_D,60,19105.0,2025-01-25,ACTIVE
A001035,B01095,Client_B,90,15514.0,2025-03-05,ACTIVE
A001036,B02317,Client_A,60,13195.0,2024-05-04,WRITTEN_OFF
A001037,B01715,Client_A,75,37536.0,2024-02-23,ACTIVE
A001038,B02185,Client_C,30,34111.0,2025-08-04,ACTIVE
A001039,B02916,Client_C,30,13822.0,2025-03-16,ACTIVE
A001040,B00283,Client_A,150,24508.0,2024-02-02,ACTIVE
A001041,B00167,Client_A,60,10359.0,2024-07-27,ACTIVE
A001042,B01316,Client_A,75,36904.0,2024-08-23,ACTIVE
A001043,B01437,Client_A,75,31975.0,2026-05-31,ACTIVE
A001044,B02437,Client_C,60,10435.0,2024-01-23,ACTIVE
A001045,B00671,Client_B,150,19176.0,2024-06-17,ACTIVE
A001046,B02582,Client_D,30,22942.0,2025-03-31,CLOSED
A001047,B01345,Client_A,150,17523.0,2025-01-22,WRITTEN_OFF
A001048,B00476,Client_A,75,22778.0,2026-03-26,ACTIVE
A001049,B00865,Client_B,15,15284.0,2024-04-13,ACTIVE
A001050,B02908,Client_C,30,32923.0,2024-01-26,ACTIVE
A001051,B00179,Client_B,45,35619.0,2025-03-07,ACTIVE
A001052,B01612,Client_B,120,45074.0,2024-01-06,CLOSED
A001053,B00761,Client_A,75,70874.0,2025-12-09,ACTIVE
A001054,B02516,Client_A,90,22269.0,2024-10-09,ACTIVE
A001055,B01183,Client_A,60,16395.0,2025-10-18,ACTIVE
A001056,B01868,Client_C,180,39912.0,2026-01-28,ACTIVE
A001057,B01746,Client_B,90,4424.0,2024-05-16,CLOSED
A001058,B01213,Client_B,75,11421.0,2026-01-19,ACTIVE
A001059,B00789,Client_C,75,19850.0,2025-08-08,ACTIVE
A001060,B02097,Client_D,120,26955.0,2024-01-20,ACTIVE
A001061,B01065,Client_B,45,19025.0,2025-02-24,ACTIVE
A001062,B00400,Client_B,60,26580.0,2024-09-02,ACTIVE
A001063,B01943,Client_A,45,7009.0,2024-12-25,ACTIVE
A001064,B02348,Client_C,15,12479.0,2025-05-21,CLOSED
A001065,B02034,Client_A,15,21011.0,2024-07-19,ACTIVE
A001066,B01276,Client_C,180,51998.0,2025-11-11,CLOSED
A001067,B01929,Client_D,90,24617.0,2026-04-10,ACTIVE
A001068,B00757,Client_B,30,20639.0,2025-02-09,CLOSED
A001069,B00467,Client_A,120,30656.0,2026-02-25,ACTIVE
A001070,B01345,Client_C,45,22611.0,2024-06-15,WRITTEN_OFF
A001071,B01548,Client_A,90,12017.0,2025-12-12,ACTIVE
A001072,B00555,Client_C,30,25074.0,2024-12-31,ACTIVE
A001073,B02026,Client_B,30,26164.0,2024-08-25,ACTIVE
A001074,B02697,Client_A,30,21831.0,2024-04-07,ACTIVE
A001075,B02386,Client_B,150,12326.0,2024-01-08,ACTIVE
A001076,B02111,Client_C,30,9571.0,2024-09-18,CLOSED
A001077,B00560,Client_C,150,5688.0,2025-11-30,ACTIVE
A001078,B02937,Client_C,150,47407.0,2025-05-28,ACTIVE
A001079,B00746,Client_A,60,10993.0,2025-01-16,ACTIVE
A001080,B02472,Client_A,60,29961.0,2024-01-23,ACTIVE
A001081,B00835,Client_C,75,6852.0,2025-09-06,ACTIVE
A001082,B01472,Client_A,90,26947.0,2025-11-25,ACTIVE
A001083,B00084,Client_A,15,23004.0,2025-11-30,ACTIVE
A001084,B01131,Client_B,45,26356.0,2026-02-21,ACTIVE
A001085,B02332,Client_B,150,20893.0,2025-09-29,ACTIVE
A001086,B00193,Client_D,150,15753.0,2024-06-12,ACTIVE
A001087,B01017,Client_A,75,4272.0,2026-02-05,ACTIVE
A001088,B01035,Client_B,45,26777.0,2026-03-26,ACTIVE
A001089,B00299,Client_A,75,16421.0,2024-08-26,CLOSED
A001090,B00876,Client_C,75,20409.0,2024-12-01,ACTIVE
A001091,B00412,Client_C,150,14055.0,2026-03-07,CLOSED
A001092,B02625,Client_D,90,17243.0,2024-07-24,ACTIVE
A001093,B02035,Client_C,45,14377.0,2026-01-19,CLOSED
A001094,B01784,Client_B,60,15556.0,2025-07-29,ACTIVE
A001095,B00373,Client_C,75,14613.0,2024-08-21,ACTIVE
A001096,B00640,Client_D,90,17699.0,2024-06-06,ACTIVE
A001097,B02923,Client_A,75,19645.0,2026-01-22,ACTIVE
A001098,B02172,Client_C,30,11763.0,2025-09-25,ACTIVE
A001099,B01397,Client_C,75,15510.0,2025-05-29,ACTIVE
A001100,B02966,Client_A,45,46056.0,2024-02-19,ACTIVE
A001101,B02838,Client_B,120,19440.0,2025-04-20,ACTIVE
A001102,B00231,Client_D,90,19363.0,2025-09-01,ACTIVE
A001103,B01226,Client_B,90,21942.0,2025-02-05,ACTIVE
A001104,B01319,Client_A,30,32227.0,2024-05-20,ACTIVE
A001105,B00832,Client_A,75,30811.0,2024-07-14,ACTIVE
A001106,B01032,Client_D,90,53690.0,2024-01-01,ACTIVE
A001107,B02541,Client_C,120,18938.0,2024-02-19,ACTIVE
A001108,B02597,Client_D,90,15550.0,2025-10-08,ACTIVE
A001109,B02475,Client_C,180,34511.0,2025-01-11,ACTIVE
A001110,B01765,Client_A,120,11245.0,2024-02-04,ACTIVE
A001111,B02484,Client_A,45,20855.0,2025-11-29,ACTIVE
A001112,B01327,Client_A,60,22731.0,2024-07-04,ACTIVE
A001113,B00344,Client_B,75,29608.0,2026-04-04,ACTIVE
A001114,B00710,Client_A,15,5525.0,2025-03-09,CLOSED
A001115,B01071,Client_B,30,11523.0,2026-05-12,ACTIVE
A001116,B00525,Client_C,30,11325.0,2024-08-13,ACTIVE
A001117,B01320,Client_B,120,10403.0,2025-10-15,ACTIVE
A001118,B00313,Client_A,90,32301.0,2024-11-14,CLOSED
A001119,B00565,Client_A,180,20024.0,2024-05-27,ACTIVE
A001120,B00957,Client_C,90,7498.0,2024-04-08,ACTIVE
A001121,B02078,Client_C,60,6213.0,2025-02-18,ACTIVE
A001122,B00288,Client_A,60,19848.0,2024-08-19,CLOSED
A001123,B01725,Client_D,15,20410.0,2024-03-24,ACTIVE
A001124,B01691,Client_B,45,36553.0,2025-12-28,ACTIVE
A001125,B02126,Client_B,30,34850.0,2025-11-26,ACTIVE
A001126,B02091,Client_D,150,11193.0,2025-10-31,ACTIVE
A001127,B01884,Client_A,90,15160.0,2024-11-01,ACTIVE
A001128,B00663,Client_A,90,20226.0,2024-12-16,ACTIVE
A001129,B02729,Client_C,90,73572.0,2025-05-24,ACTIVE
A001130,B02792,Client_C,60,69827.0,2026-05-28,ACTIVE
A001131,B02849,Client_D,30,15197.0,2024-08-02,ACTIVE
A001132,B01039,Client_A,15,12338.0,2024-01-02,ACTIVE
A001133,B00096,Client_A,60,15195.0,2026-02-01,ACTIVE
A001134,B01989,Client_D,120,30390.0,2024-12-01,ACTIVE
A001135,B00225,Client_B,60,65065.0,2024-12-31,CLOSED
A001136,B01976,Client_A,150,7210.0,2024-03-09,ACTIVE
A001137,B00418,Client_B,90,86604.0,2024-06-20,ACTIVE
A001138,B02445,Client_A,45,11904.0,2026-03-08,CLOSED
A001139,B00103,Client_B,120,22604.0,2024-06-21,ACTIVE
A001140,B02642,Client_A,60,17174.0,2024-01-15,ACTIVE
A001141,B02682,Client_B,45,15144.0,2025-10-18,ACTIVE
A001142,B02057,Client_D,30,46282.0,2025-02-21,ACTIVE
A001143,B02670,Client_A,150,29592.0,2025-03-08,ACTIVE
A001144,B02910,Client_B,15,102673.0,2024-12-08,ACTIVE
A001145,B00202,Client_B,180,33335.0,2025-03-23,ACTIVE
A001146,B02593,Client_C,15,29988.0,2025-11-13,CLOSED
A001147,B01375,Client_D,120,20237.0,2025-12-28,ACTIVE
A001148,B01502,Client_A,60,13326.0,2025-08-04,ACTIVE
A001149,B00069,Client_A,180,61177.0,2025-09-20,ACTIVE
A001150,B01507,Client_B,180,14878.0,2026-05-09,ACTIVE
A001151,B01434,Client_A,120,23560.0,2025-12-23,ACTIVE
A001152,B00489,Client_B,150,32029.0,2024-01-23,ACTIVE
A001153,B00313,Client_A,45,10939.0,2024-02-27,ACTIVE
A001154,B02105,Client_A,45,48513.0,2026-02-24,ACTIVE
A001155,B00155,Client_B,30,20767.0,2024-05-14,ACTIVE
A001156,B00642,Client_B,30,15671.0,2024-04-23,ACTIVE
A001157,B02711,Client_C,45,9227.0,2025-05-22,ACTIVE
A001158,B02547,Client_C,30,14776.0,2025-10-30,ACTIVE
A001159,B02889,Client_D,15,37560.0,2025-08-18,ACTIVE
A001160,B00323,Client_D,75,10660.0,2025-11-15,ACTIVE
A001161,B02458,Client_A,90,17421.0,2026-04-04,ACTIVE
A001162,B02111,Client_C,75,23814.0,2024-04-11,ACTIVE
A001163,B02424,Client_A,75,33807.0,2025-06-19,WRITTEN_OFF
A001164,B02357,Client_B,90,14285.0,2024-08-19,CLOSED
A001165,B01273,Client_C,60,37460.0,2024-02-24,ACTIVE
A001166,B00177,Client_B,30,29285.0,2025-09-27,ACTIVE
A001167,B01407,Client_B,15,6316.0,2024-03-13,ACTIVE
A001168,B01799,Client_A,180,46183.0,2026-02-03,ACTIVE
A001169,B01723,Client_B,180,33554.0,2025-03-30,ACTIVE
A001170,B02032,Client_C,150,23427.0,2024-05-09,ACTIVE
A001171,B01698,Client_A,45,22550.0,2025-12-07,CLOSED
A001172,B00194,Client_B,45,32003.0,2024-05-05,ACTIVE
A001173,B01178,Client_B,30,57674.0,2025-04-02,CLOSED
A001174,B01529,Client_A,150,42517.0,2025-11-20,ACTIVE
A001175,B00378,Client_B,150,9015.0,2026-01-28,ACTIVE
A001176,B01607,Client_B,60,30228.0,2026-05-20,ACTIVE
A001177,B00079,Client_C,60,35428.0,2024-06-10,ACTIVE
A001178,B01377,Client_B,45,41258.0,2024-02-07,CLOSED
A001179,B01595,Client_D,30,36389.0,2025-12-23,ACTIVE
A001180,B02585,Client_C,60,27449.0,2025-08-31,ACTIVE
A001181,B01637,Client_B,180,21197.0,2026-04-06,ACTIVE
A001182,B01285,Client_A,90,36957.0,2025-07-15,ACTIVE
A001183,B01773,Client_B,120,22014.0,2025-02-05,ACTIVE
A001184,B02337,Client_B,15,20750.0,2025-04-24,ACTIVE
A001185,B01296,Client_C,60,10656.0,2026-03-01,ACTIVE
A001186,B01402,Client_D,120,19736.0,2024-06-15,ACTIVE
A001187,B01681,Client_B,60,14996.0,2025-10-22,ACTIVE
A001188,B02277,Client_B,45,82666.0,2024-11-24,ACTIVE
A001189,B02356,Client_A,30,24375.0,2025-12-16,ACTIVE
A001190,B01729,Client_D,60,17285.0,2025-04-09,ACTIVE
A001191,B02579,Client_A,150,33477.0,2025-10-11,ACTIVE
A001192,B02946,Client_D,45,8826.0,2025-10-08,ACTIVE
A001193,B02806,Client_A,15,30875.0,2026-01-25,ACTIVE
A001194,B01993,Client_A,150,11790.0,2025-01-31,ACTIVE
A001195,B02260,Client_B,75,16928.0,2026-04-13,ACTIVE
A001196,B00261,Client_B,30,33572.0,2024-03-05,CLOSED
A001197,B01947,Client_B,60,24023.0,2025-02-21,ACTIVE
A001198,B01401,Client_A,60,30286.0,2024-08-21,ACTIVE
A001199,B02447,Client_C,75,17374.0,2025-02-16,CLOSED
A001200,B01766,Client_A,45,16165.0,2024-01-26,ACTIVE
A001201,B00188,Client_B,120,55949.0,2024-12-05,ACTIVE
A001202,B00133,Client_C,60,25022.0,2026-05-16,ACTIVE
A001203,B02923,Client_B,15,37230.0,2024-08-26,ACTIVE
A001204,B01880,Client_B,60,19673.0,2024-05-10,ACTIVE
A001205,B02222,Client_D,60,18880.0,2025-01-24,ACTIVE
A001206,B01010,Client_B,60,27246.0,2026-02-05,ACTIVE
A001207,B02046,Client_B,45,16984.0,2025-05-07,ACTIVE
A001208,B02272,Client_B,60,19097.0,2025-07-19,ACTIVE
A001209,B01461,Client_B,60,25422.0,2024-11-09,ACTIVE
A001210,B00944,Client_B,30,61189.0,2024-01-22,ACTIVE
A001211,B00538,Client_B,90,14445.0,2026-03-18,ACTIVE
A001212,B00131,Client_A,75,23125.0,2026-02-10,ACTIVE
A001213,B01184,Client_D,150,20064.0,2026-01-17,CLOSED
A001214,B01725,Client_B,150,29364.0,2026-01-12,ACTIVE
A001215,B01148,Client_A,90,20727.0,2025-09-11,CLOSED
A001216,B00646,Client_B,120,53676.0,2025-01-23,ACTIVE
A001217,B01555,Client_A,45,25909.0,2025-12-07,ACTIVE
A001218,B01951,Client_B,45,17259.0,2026-01-09,CLOSED
A001219,B00990,Client_A,150,55126.0,2025-07-13,ACTIVE
A001220,B00736,Client_B,15,18406.0,2024-09-18,ACTIVE
A001221,B01333,Client_C,15,16573.0,2025-02-13,ACTIVE
A001222,B00471,Client_A,75,21963.0,2024-08-02,ACTIVE
A001223,B00269,Client_B,75,21290.0,2026-01-21,ACTIVE
A001224,B00135,Client_C,75,25058.0,2026-03-06,ACTIVE
A001225,B01823,Client_A,150,28212.0,2024-05-22,ACTIVE
A001226,B01892,Client_C,150,22328.0,2025-09-27,ACTIVE
A001227,B00751,Client_A,45,61559.0,2025-03-10,CLOSED
A001228,B01092,Client_A,15,19726.0,2024-04-15,ACTIVE
A001229,B01533,Client_B,15,7509.0,2024-12-14,ACTIVE
A001230,B01832,Client_B,120,43188.0,2024-11-20,ACTIVE
A001231,B01432,Client_B,75,16528.0,2024-09-23,ACTIVE
A001232,B00090,Client_B,90,14386.0,2025-07-03,ACTIVE
A001233,B02938,Client_C,150,15879.0,2025-03-30,CLOSED
A001234,B01241,Client_A,45,9015.0,2024-02-20,ACTIVE
A001235,B00882,Client_C,180,26339.0,2025-01-15,ACTIVE
A001236,B01639,Client_C,75,13670.0,2025-09-02,ACTIVE
A001237,B00119,Client_D,120,9708.0,2024-01-04,ACTIVE
A001238,B01014,Client_C,120,15658.0,2024-03-24,ACTIVE
A001239,B00355,Client_A,60,41323.0,2024-06-05,ACTIVE
A001240,B00129,Client_C,45,15971.0,2026-05-18,ACTIVE
A001241,B01974,Client_A,60,21698.0,2025-07-20,ACTIVE
A001242,B02952,Client_B,90,93320.0,2024-03-01,ACTIVE
A001243,B01441,Client_A,90,31659.0,2026-03-10,CLOSED
A001244,B00616,Client_B,45,16526.0,2024-06-27,ACTIVE
A001245,B02321,Client_A,120,15641.0,2024-11-23,ACTIVE
A001246,B01708,Client_B,45,14171.0,2026-05-20,ACTIVE
A001247,B02596,Client_A,60,80466.0,2025-05-29,ACTIVE
A001248,B01619,Client_A,180,13310.0,2025-11-06,ACTIVE
A001249,B01933,Client_C,60,12471.0,2025-01-30,ACTIVE
A001250,B02448,Client_A,120,10838.0,2024-11-10,CLOSED
A001251,B01299,Client_A,45,21068.0,2025-07-11,ACTIVE
A001252,B01321,Client_A,180,14172.0,2024-08-26,ACTIVE
A001253,B00883,Client_B,15,24383.0,2024-05-10,ACTIVE
A001254,B02413,Client_A,60,18323.0,2025-06-09,ACTIVE
A001255,B02314,Client_A,150,31466.0,2026-04-24,CLOSED
A001256,B02533,Client_B,120,18330.0,2024-05-03,ACTIVE
A001257,B02063,Client_B,15,26626.0,2026-01-06,ACTIVE
A001258,B02455,Client_C,60,23782.0,2025-01-05,ACTIVE
A001259,B01542,Client_C,150,13704.0,2025-08-22,ACTIVE
A001260,B01655,Client_D,120,14048.0,2024-11-08,CLOSED
A001261,B02685,Client_B,75,3949.0,2025-03-18,WRITTEN_OFF
A001262,B01922,Client_B,60,54972.0,2024-01-09,CLOSED
A001263,B01024,Client_A,75,18738.0,2025-07-08,ACTIVE
A001264,B00509,Client_B,30,22641.0,2025-12-31,ACTIVE
A001265,B01674,Client_A,60,19269.0,2025-03-28,WRITTEN_OFF
A001266,B01504,Client_A,30,19498.0,2024-01-22,ACTIVE
A001267,B01381,Client_B,180,12264.0,2025-03-25,ACTIVE
A001268,B00191,Client_C,120,20752.0,2025-11-18,ACTIVE
A001269,B00523,Client_A,150,11703.0,2026-01-01,CLOSED
A001270,B01204,Client_B,30,19652.0,2025-07-31,ACTIVE
A001271,B01770,Client_B,75,24859.0,2025-02-28,ACTIVE
A001272,B00668,Client_C,30,26133.0,2024-11-29,CLOSED
A001273,B00402,Client_A,75,6951.0,2024-05-12,ACTIVE
A001274,B02077,Client_B,60,36131.0,2025-01-22,ACTIVE
A001275,B02093,Client_D,30,35164.0,2026-05-18,ACTIVE
A001276,B02907,Client_B,45,35387.0,2026-02-01,ACTIVE
A001277,B01685,Client_C,15,47243.0,2024-03-07,ACTIVE
A001278,B00538,Client_B,150,67006.0,2025-09-10,ACTIVE
A001279,B01320,Client_B,45,9115.0,2025-09-22,ACTIVE
A001280,B00513,Client_C,120,11558.0,2026-05-25,CLOSED
A001281,B02386,Client_C,45,26340.0,2025-01-15,ACTIVE
A001282,B02332,Client_A,30,13973.0,2024-08-27,ACTIVE
A001283,B02297,Client_A,45,30046.0,2024-12-15,ACTIVE
A001284,B00923,Client_A,60,20199.0,2024-01-24,ACTIVE
A001285,B02452,Client_C,30,6317.0,2026-04-02,ACTIVE
A001286,B01592,Client_D,75,30835.0,2024-10-03,ACTIVE
A001287,B01980,Client_B,90,14033.0,2026-04-26,ACTIVE
A001288,B01528,Client_B,45,83534.0,2025-10-22,ACTIVE
A001289,B01737,Client_A,45,31605.0,2025-07-26,ACTIVE
A001290,B01478,Client_A,30,12533.0,2025-04-27,ACTIVE
A001291,B00867,Client_A,60,33587.0,2025-03-05,ACTIVE
A001292,B01331,Client_D,60,8125.0,2025-06-24,ACTIVE
A001293,B00275,Client_D,75,20345.0,2026-04-26,ACTIVE
A001294,B01323,Client_A,90,31810.0,2026-02-22,ACTIVE
A001295,B00810,Client_A,30,27727.0,2025-12-24,ACTIVE
A001296,B01447,Client_C,45,85299.0,2025-11-18,CLOSED
A001297,B00375,Client_D,45,14755.0,2025-03-30,ACTIVE
A001298,B00860,Client_B,45,18543.0,2025-05-06,CLOSED
A001299,B00471,Client_C,45,6514.0,2024-10-02,WRITTEN_OFF
A001300,B02290,Client_B,30,36074.0,2025-01-27,ACTIVE
A001301,B00654,Client_C,150,16362.0,2026-03-04,ACTIVE
A001302,B02527,Client_B,15,18349.0,2024-08-01,ACTIVE
A001303,B02356,Client_A,75,11968.0,2024-05-23,ACTIVE
A001304,B02980,Client_C,150,55578.0,2026-03-07,ACTIVE
A001305,B02099,Client_B,45,18999.0,2024-09-29,ACTIVE
A001306,B02320,Client_D,120,26565.0,2025-06-22,ACTIVE
A001307,B02606,Client_B,60,8502.0,2024-04-29,ACTIVE
A001308,B02279,Client_B,30,15286.0,2026-02-10,WRITTEN_OFF
A001309,B01199,Client_C,180,36647.0,2026-01-28,ACTIVE
A001310,B01504,Client_B,75,58304.0,2024-04-19,ACTIVE
A001311,B00426,Client_A,60,43696.0,2024-04-22,ACTIVE
A001312,B00217,Client_A,90,12718.0,2026-05-11,ACTIVE
A001313,B01191,Client_B,45,8262.0,2024-03-07,ACTIVE
A001314,B00790,Client_B,45,29818.0,2024-09-21,CLOSED
A001315,B00750,Client_D,75,19408.0,2025-09-21,ACTIVE
A001316,B01799,Client_A,60,44477.0,2025-01-05,CLOSED
A001317,B00610,Client_C,30,31981.0,2024-11-20,WRITTEN_OFF
A001318,B01569,Client_B,60,23862.0,2025-05-19,CLOSED
A001319,B00621,Client_A,45,15769.0,2025-06-02,ACTIVE
A001320,B01808,Client_A,60,35182.0,2025-01-01,ACTIVE
A001321,B01766,Client_B,90,7466.0,2025-10-16,CLOSED
A001322,B00225,Client_A,30,8925.0,2024-01-29,ACTIVE
A001323,B01522,Client_C,120,13684.0,2024-01-28,ACTIVE
A001324,B01909,Client_B,180,135672.0,2025-12-21,CLOSED
A001325,B01935,Client_A,90,41134.0,2025-01-02,ACTIVE
A001326,B00639,Client_B,90,16618.0,2025-01-23,ACTIVE
A001327,B01527,Client_B,75,16441.0,2026-02-19,ACTIVE
A001328,B02007,Client_B,60,38082.0,2025-05-18,WRITTEN_OFF
A001329,B02995,Client_B,75,15513.0,2025-08-03,ACTIVE
A001330,B00390,Client_A,90,7215.0,2024-11-05,ACTIVE
A001331,B00411,Client_C,60,19086.0,2025-07-17,WRITTEN_OFF
A001332,B01147,Client_A,120,12739.0,2025-10-22,ACTIVE
A001333,B02417,Client_D,120,19301.0,2025-06-09,ACTIVE
A001334,B01424,Client_B,45,8293.0,2024-06-10,ACTIVE
A001335,B01734,Client_A,120,30652.0,2025-10-05,ACTIVE
A001336,B01914,Client_B,45,7770.0,2025-11-24,ACTIVE
A001337,B00027,Client_A,45,18016.0,2024-05-23,ACTIVE
A001338,B01162,Client_B,180,39729.0,2025-02-28,ACTIVE
A001339,B01115,Client_B,75,89284.0,2025-06-20,ACTIVE
A001340,B02437,Client_B,90,31434.0,2024-03-18,ACTIVE
A001341,B01138,Client_B,120,27533.0,2024-02-12,ACTIVE
A001342,B01165,Client_B,150,9847.0,2024-04-07,ACTIVE
A001343,B02346,Client_A,60,69371.0,2024-04-16,ACTIVE
A001344,B00215,Client_A,90,22313.0,2026-04-19,ACTIVE
A001345,B02589,Client_B,30,26867.0,2026-04-10,ACTIVE
A001346,B02398,Client_C,60,26354.0,2024-05-18,ACTIVE
A001347,B02997,Client_D,15,36890.0,2025-07-20,ACTIVE
A001348,B02678,Client_A,90,29331.0,2024-03-16,ACTIVE
A001349,B02613,Client_B,30,27321.0,2024-12-22,CLOSED
A001350,B01065,Client_B,60,22706.0,2024-07-08,ACTIVE
A001351,B02035,Client_A,30,28768.0,2025-01-11,ACTIVE
A001352,B02445,Client_B,150,28784.0,2025-11-22,ACTIVE
A001353,B02872,Client_C,75,33691.0,2025-05-12,ACTIVE
A001354,B01411,Client_A,150,33157.0,2024-10-12,ACTIVE
A001355,B02400,Client_B,30,20169.0,2024-03-26,ACTIVE
A001356,B01873,Client_A,90,29961.0,2025-08-18,ACTIVE
A001357,B02951,Client_B,45,26530.0,2024-03-18,WRITTEN_OFF
