disposition_id,call_id,raw_disposition_code,disposition_timestamp
DISP000008626,CALL00008626,NO_ANSWER,2026-01-11 15:32:00
DISP000008627,CALL00008627,CONNECTED,2026-07-06 12:20:00
DISP000008628,CALL00008628,WRONG_PARTY,2025-10-21 08:11:00
DISP000008629,CALL00008629,NA,2026-08-12 21:31:00
DISP000008630,CALL00008630,NA,2026-04-23 07:32:00
DISP000008631,CALL00008631,ANSWERED,2025-10-21 22:05:00
DISP000008632,CALL00008632,NA,2026-08-19 17:16:00
DISP000008633,CALL00008633,CONNECTED,2026-05-17 17:26:00
DISP000008634,CALL00008634,WRONG_NUMBER,2026-06-26 18:55:00
DISP000008635,CALL00008635,NO_ANSWER,2025-09-26 22:34:00
DISP000008636,CALL00008636,NO_ANSWER,2025-10-01 10:36:00
DISP000008637,CALL00008637,NO_ANSWER,2026-01-22 10:24:00
DISP000008638,CALL00008638,NA,2026-08-11 11:39:00
DISP000008639,CALL00008639,CONNECTED,2026-05-14 13:52:00
DISP000008640,CALL00008640,ANSWERED,2026-03-15 23:26:00
DISP000008641,CALL00008641,NO_ANSWER,2025-09-01 20:38:00
DISP000008642,CALL00008642,NA,2026-04-09 23:21:00
DISP000008643,CALL00008643,BUSY,2025-10-22 10:37:00
DISP000008644,CALL00008644,NA,2026-04-19 17:05:00
DISP000008645,CALL00008645,WRONG_NUMBER,2026-04-11 17:19:00
DISP000008646,CALL00008646,PROMISE,2026-05-09 19:15:00
DISP000008647,CALL00008647,ANSWERED,2025-10-25 12:39:00
DISP000008648,CALL00008648,NA,2026-07-07 20:00:00
DISP000008649,CALL00008649,NA,2026-07-14 16:52:00
DISP000008650,CALL00008650,WRONG_PARTY,2026-03-20 11:51:00
DISP000008651,CALL00008651,CONNECTED,2026-08-25 09:50:00
DISP000008652,CALL00008652,ANSWERED,2025-09-16 13:17:00
DISP000008653,CALL00008653,BUSY,2026-02-09 13:04:00
DISP000008654,CALL00008654,CONNECTED,2026-07-24 09:28:00
DISP000008655,CALL00008655,NA,2026-05-14 21:38:00
DISP000008656,CALL00008656,NO_ANSWER,2026-03-16 14:23:00
DISP000008657,CALL00008657,BUSY,2025-12-18 06:15:00
DISP000008658,CALL00008658,NO_ANSWER,2026-03-20 11:22:00
DISP000008659,CALL00008659,NO_ANSWER,2026-01-03 18:43:00
DISP000008660,CALL00008660,ANSWERED,2025-09-07 23:59:00
DISP000008661,CALL00008661,NO_ANSWER,2025-11-23 16:13:00
DISP000008662,CALL00008662,BUSY,2026-08-16 22:14:00
DISP000008663,CALL00008663,NA,2026-05-09 15:51:00
DISP000008664,CALL00008664,NO_ANSWER,2026-01-10 13:16:00
DISP000008665,CALL00008665,PROMISE,2026-07-04 10:39:00
DISP000008666,CALL00008666,WRONG_PARTY,2025-10-27 10:57:00
DISP000008667,CALL00008667,NO_ANSWER,2025-10-24 14:18:00
DISP000008668,CALL00008668,BUSY,2026-06-06 15:03:00
DISP000008669,CALL00008669,CONNECTED,2026-08-18 19:43:00
DISP000008670,CALL00008670,BUSY,2025-10-06 16:05:00
DISP000008671,CALL00008671,WRONG_PARTY,2026-03-26 17:12:00
DISP000008672,CALL00008672,CONNECTED,2026-06-24 23:31:00
DISP000008673,CALL00008673,WRONG_PARTY,2026-03-08 06:04:00
DISP000008674,CALL00008674,NO_ANSWER,2026-02-15 22:26:00
DISP000008675,CALL00008675,NA,2026-07-26 07:17:00
DISP000008676,CALL00008676,NA,2026-07-04 13:30:00
DISP000008677,CALL00008677,NA,2026-06-13 08:20:00
DISP000008678,CALL00008678,CONNECTED,2026-07-24 19:03:00
DISP000008679,CALL00008679,BUSY,2026-03-27 10:32:00
DISP000008680,CALL00008680,BUSY,2026-05-23 09:03:00
DISP000008681,CALL00008681,WRONG_NUMBER,2026-08-05 22:58:00
DISP000008682,CALL00008682,CONNECTED,2026-08-12 14:33:00
DISP000008683,CALL00008683,NA,2026-06-21 18:48:00
DISP000008684,CALL00008684,BUSY,2025-09-23 12:27:00
DISP000008685,CALL00008685,ANSWERED,2025-09-03 11:11:00
DISP000008686,CALL00008686,NA,2026-04-17 10:35:00
DISP000008687,CALL00008687,CONNECTED,2026-05-07 10:26:00
DISP000008688,CALL00008688,WRONG_PARTY,2026-02-15 18:32:00
DISP000008689,CALL00008689,ANSWERED,2025-12-06 08:33:00
DISP000008690,CALL00008690,NO_ANSWER,2025-10-17 09:58:00
DISP000008691,CALL00008691,CONNECTED,2026-04-17 16:20:00
DISP000008692,CALL00008692,WRONG_PARTY,2025-10-17 14:13:00
DISP000008693,CALL00008693,WRONG_NUMBER,2026-05-10 13:21:00
DISP000008694,CALL00008694,PROMISE,2026-05-07 14:10:00
DISP000008695,CALL00008695,NA,2026-06-02 21:52:00
DISP000008696,CALL00008696,PTP,2025-12-22 13:37:00
DISP000008697,CALL00008697,CONNECTED,2026-05-13 21:12:00
DISP000008698,CALL00008698,ANSWERED,2025-12-08 16:20:00
DISP000008699,CALL00008699,ANSWERED,2025-12-20 17:52:00
DISP000008700,CALL00008700,CONNECTED,2026-04-06 10:21:00
DISP000008701,CALL00008701,ANSWERED,2026-01-08 06:05:00
DISP000008702,CALL00008702,PTP,2025-12-14 18:33:00
DISP000008703,CALL00008703,NA,2026-05-03 21:44:00
DISP000008704,CALL00008704,CONNECTED,2026-06-23 07:46:00
DISP000008705,CALL00008705,BUSY,2025-09-14 20:16:00
DISP000008706,CALL00008706,NA,2026-07-10 22:24:00
DISP000008707,CALL00008707,NO_ANSWER,2026-01-01 12:37:00
DISP000008708,CALL00008708,CONNECTED,2026-08-02 13:31:00
DISP000008709,CALL00008709,NA,2026-05-24 19:24:00
DISP000008710,CALL00008710,PROMISE,2026-04-21 12:55:00
DISP000008711,CALL00008711,BUSY,2025-10-14 07:27:00
DISP000008712,CALL00008712,BUSY,2025-11-10 12:00:00
DISP000008713,CALL00008713,NA,2026-06-16 15:15:00
DISP000008714,CALL00008714,NA,2026-08-20 12:10:00
DISP000008715,CALL00008715,NO_ANSWER,2025-10-15 16:24:00
DISP000008716,CALL00008716,NO_ANSWER,2026-02-23 06:14:00
DISP000008717,CALL00008717,CONNECTED,2026-08-13 20:33:00
DISP000008718,CALL00008718,NO_ANSWER,2026-02-02 08:36:00
DISP000008719,CALL00008719,NO_ANSWER,2025-11-22 06:01:00
DISP000008720,CALL00008720,BUSY,2025-09-04 12:56:00
DISP000008721,CALL00008721,NO_ANSWER,2026-01-22 12:44:00
DISP000008722,CALL00008722,ANSWERED,2026-01-04 23:16:00
DISP000008723,CALL00008723,ANSWERED,2025-09-23 20:22:00
DISP000008724,CALL00008724,NA,2026-05-03 07:22:00
DISP000008725,CALL00008725,ANSWERED,2026-02-10 18:08:00
DISP000008726,CALL00008726,BUSY,2026-05-23 06:00:00
DISP000008727,CALL00008727,BUSY,2026-05-15 16:11:00
DISP000008728,CALL00008728,NO_ANSWER,2025-10-10 15:47:00
DISP000008729,CALL00008729,ANSWERED,2026-02-15 06:48:00
DISP000008730,CALL00008730,PROMISE,2026-07-19 09:39:00
DISP000008731,CALL00008731,NA,2026-04-08 10:56:00
DISP000008732,CALL00008732,WRONG_PARTY,2025-12-18 06:53:00
DISP000008733,CALL00008733,WRONG_NUMBER,2026-07-18 08:16:00
DISP000008734,CALL00008734,NA,2026-08-03 14:23:00
DISP000008735,CALL00008735,ANSWERED,2026-02-11 12:07:00
DISP000008736,CALL00008736,ANSWERED,2025-09-16 13:22:00
DISP000008737,CALL00008737,CONNECTED,2026-07-27 15:39:00
DISP000008738,CALL00008738,NA,2026-04-13 23:03:00
DISP000008739,CALL00008739,NA,2026-06-08 22:58:00
DISP000008740,CALL00008740,NO_ANSWER,2025-10-26 11:58:00
DISP000008741,CALL00008741,NA,2026-07-18 23:59:00
DISP000008742,CALL00008742,NA,2026-06-01 22:55:00
DISP000008743,CALL00008743,PTP,2025-12-23 13:37:00
DISP000008744,CALL00008744,WRONG_PARTY,2025-10-11 13:53:00
DISP000008745,CALL00008745,CONNECTED,2026-05-25 07:45:00
DISP000008746,CALL00008746,NA,2026-07-17 12:08:00
DISP000008747,CALL00008747,NA,2026-06-10 16:06:00
DISP000008748,CALL00008748,WRONG_PARTY,2025-09-01 07:07:00
DISP000008749,CALL00008749,ANSWERED,2025-09-20 23:55:00
DISP000008750,CALL00008750,ANSWERED,2026-01-09 09:22:00
DISP000008751,CALL00008751,NA,2026-04-27 14:44:00
DISP000008752,CALL00008752,NO_ANSWER,2025-12-05 20:15:00
DISP000008753,CALL00008753,NA,2026-05-19 18:46:00
DISP000008754,CALL00008754,PTP,2026-02-10 15:17:00
DISP000008755,CALL00008755,NO_ANSWER,2025-09-21 19:04:00
DISP000008756,CALL00008756,WRONG_NUMBER,2026-08-09 11:27:00
DISP000008757,CALL00008757,NO_ANSWER,2025-12-13 22:52:00
DISP000008758,CALL00008758,NO_ANSWER,2025-10-10 11:44:00
DISP000008759,CALL00008759,CONNECTED,2026-07-06 19:46:00
DISP000008760,CALL00008760,CONNECTED,2026-05-19 17:21:00
DISP000008761,CALL00008761,PTP,2025-11-02 21:37:00
DISP000008762,CALL00008762,PROMISE,2026-08-16 16:06:00
DISP000008763,CALL00008763,WRONG_NUMBER,2026-04-03 07:26:00
DISP000008764,CALL00008764,BUSY,2026-07-16 08:04:00
DISP000008765,CALL00008765,NA,2026-04-26 10:54:00
DISP000008766,CALL00008766,WRONG_PARTY,2025-10-17 23:54:00
DISP000008767,CALL00008767,NO_ANSWER,2025-12-02 09:41:00
DISP000008768,CALL00008768,NA,2026-07-12 06:44:00
DISP000008769,CALL00008769,NO_ANSWER,2025-09-07 23:44:00
DISP000008770,CALL00008770,ANSWERED,2025-12-26 21:55:00
DISP000008771,CALL00008771,PROMISE,2026-07-03 16:45:00
DISP000008772,CALL00008772,PTP,2025-09-13 19:03:00
DISP000008773,CALL00008773,BUSY,2025-09-13 11:37:00
DISP000008774,CALL00008774,BUSY,2026-05-06 06:07:00
DISP000008775,CALL00008775,ANSWERED,2025-10-10 19:16:00
DISP000008776,CALL00008776,NA,2026-08-25 08:16:00
DISP000008777,CALL00008777,CONNECTED,2026-05-18 13:15:00
DISP000008778,CALL00008778,ANSWERED,2026-03-16 11:44:00
DISP000008779,CALL00008779,PTP,2026-02-19 16:05:00
DISP000008780,CALL00008780,ANSWERED,2025-11-12 19:05:00
DISP000008781,CALL00008781,WRONG_NUMBER,2026-08-24 23:36:00
DISP000008782,CALL00008782,NO_ANSWER,2026-02-22 18:04:00
DISP000008783,CALL00008783,NO_ANSWER,2026-01-22 14:20:00
DISP000008784,CALL00008784,NO_ANSWER,2026-03-16 18:36:00
DISP000008785,CALL00008785,BUSY,2026-01-01 09:29:00
DISP000008786,CALL00008786,WRONG_PARTY,2026-01-05 16:27:00
DISP000008787,CALL00008787,NO_ANSWER,2026-01-22 13:05:00
DISP000008788,CALL00008788,ANSWERED,2025-11-20 17:30:00
DISP000008789,CALL00008789,ANSWERED,2025-09-07 08:29:00
DISP000008790,CALL00008790,PTP,2026-03-27 16:29:00
DISP000008791,CALL00008791,ANSWERED,2025-10-18 20:48:00
DISP000008792,CALL00008792,WRONG_PARTY,2026-01-25 09:38:00
DISP000008793,CALL00008793,PROMISE,2026-07-21 20:33:00
DISP000008794,CALL00008794,WRONG_NUMBER,2026-08-08 08:15:00
DISP000008795,CALL00008795,CONNECTED,2026-05-13 14:10:00
DISP000008796,CALL00008796,NA,2026-06-20 12:07:00
DISP000008797,CALL00008797,NA,2026-04-04 07:41:00
DISP000008798,CALL00008798,NA,2026-07-24 20:59:00
DISP000008799,CALL00008799,PROMISE,2026-06-14 23:49:00
DISP000008800,CALL00008800,CONNECTED,2026-07-17 16:25:00
DISP000008801,CALL00008801,NA,2026-06-16 13:06:00
DISP000008802,CALL00008802,NA,2026-06-08 17:36:00
DISP000008803,CALL00008803,WRONG_PARTY,2026-02-21 19:58:00
DISP000008804,CALL00008804,NO_ANSWER,2025-10-08 15:44:00
DISP000008805,CALL00008805,CONNECTED,2026-04-12 19:02:00
DISP000008806,CALL00008806,BUSY,2025-12-05 13:33:00
DISP000008807,CALL00008807,ANSWERED,2025-11-10 19:41:00
DISP000008808,CALL00008808,BUSY,2025-12-15 12:41:00
DISP000008809,CALL00008809,NO_ANSWER,2026-03-26 06:48:00
DISP000008810,CALL00008810,WRONG_PARTY,2025-11-05 15:11:00
DISP000008811,CALL00008811,CONNECTED,2026-08-11 20:13:00
DISP000008812,CALL00008812,ANSWERED,2025-11-02 13:20:00
DISP000008813,CALL00008813,NA,2026-06-04 15:11:00
DISP000008814,CALL00008814,PTP,2025-09-01 12:29:00
DISP000008815,CALL00008815,BUSY,2026-08-10 10:32:00
DISP000008816,CALL00008816,CONNECTED,2026-08-04 20:44:00
DISP000008817,CALL00008817,BUSY,2026-01-25 22:06:00
DISP000008818,CALL00008818,PROMISE,2026-07-25 22:20:00
DISP000008819,CALL00008819,WRONG_NUMBER,2026-05-18 16:24:00
DISP000008820,CALL00008820,CONNECTED,2026-06-18 08:54:00
DISP000008821,CALL00008821,NO_ANSWER,2026-03-06 18:37:00
DISP000008822,CALL00008822,NA,2026-07-14 12:40:00
DISP000008823,CALL00008823,PROMISE,2026-07-24 21:50:00
DISP000008824,CALL00008824,NO_ANSWER,2025-10-14 08:59:00
DISP000008825,CALL00008825,NO_ANSWER,2026-01-20 08:55:00
DISP000008826,CALL00008826,WRONG_NUMBER,2026-07-26 15:29:00
DISP000008827,CALL00008827,NO_ANSWER,2026-02-12 08:44:00
DISP000008828,CALL00008828,ANSWERED,2026-01-03 08:38:00
DISP000008829,CALL00008829,CONNECTED,2026-06-03 12:04:00
DISP000008830,CALL00008830,PTP,2026-03-17 15:40:00
DISP000008831,CALL00008831,CONNECTED,2026-06-23 06:22:00
DISP000008832,CALL00008832,NO_ANSWER,2026-03-17 12:08:00
DISP000008833,CALL00008833,BUSY,2025-11-09 21:29:00
DISP000008834,CALL00008834,NA,2026-08-02 22:29:00
DISP000008835,CALL00008835,NA,2026-05-13 20:44:00
DISP000008836,CALL00008836,PROMISE,2026-05-18 23:01:00
DISP000008837,CALL00008837,NO_ANSWER,2025-09-25 21:13:00
DISP000008838,CALL00008838,BUSY,2026-01-18 21:09:00
DISP000008839,CALL00008839,ANSWERED,2025-09-09 16:04:00
DISP000008840,CALL00008840,NO_ANSWER,2026-03-20 18:49:00
DISP000008841,CALL00008841,NA,2026-05-16 08:53:00
DISP000008842,CALL00008842,CONNECTED,2026-06-17 18:35:00
DISP000008843,CALL00008843,WRONG_PARTY,2025-12-27 16:55:00
DISP000008844,CALL00008844,BUSY,2026-06-21 20:58:00
DISP000008845,CALL00008845,WRONG_NUMBER,2026-08-25 21:55:00
DISP000008846,CALL00008846,CONNECTED,2026-08-03 08:51:00
DISP000008847,CALL00008847,NO_ANSWER,2026-02-24 18:19:00
DISP000008848,CALL00008848,NO_ANSWER,2025-10-21 18:51:00
DISP000008849,CALL00008849,NO_ANSWER,2026-02-06 10:40:00
DISP000008850,CALL00008850,CONNECTED,2026-04-26 15:06:00
DISP000008851,CALL00008851,NO_ANSWER,2026-03-27 19:57:00
DISP000008852,CALL00008852,NO_ANSWER,2026-02-03 12:56:00
DISP000008853,CALL00008853,WRONG_NUMBER,2026-05-25 09:45:00
DISP000008854,CALL00008854,ANSWERED,2026-02-22 11:50:00
DISP000008855,CALL00008855,NO_ANSWER,2026-03-01 15:13:00
DISP000008856,CALL00008856,NA,2026-05-04 18:57:00
DISP000008857,CALL00008857,ANSWERED,2025-12-19 20:30:00
DISP000008858,CALL00008858,NO_ANSWER,2025-11-16 21:55:00
DISP000008859,CALL00008859,NO_ANSWER,2025-10-25 14:23:00
DISP000008860,CALL00008860,WRONG_PARTY,2026-03-14 21:38:00
DISP000008861,CALL00008861,NO_ANSWER,2025-11-12 16:30:00
DISP000008862,CALL00008862,NO_ANSWER,2025-12-24 07:49:00
DISP000008863,CALL00008863,NO_ANSWER,2025-11-06 12:30:00
DISP000008864,CALL00008864,BUSY,2026-02-05 09:46:00
DISP000008865,CALL00008865,NA,2026-07-22 12:21:00
DISP000008866,CALL00008866,CONNECTED,2026-08-26 06:45:00
DISP000008867,CALL00008867,NO_ANSWER,2025-10-17 22:03:00
DISP000008868,CALL00008868,ANSWERED,2026-01-02 22:39:00
DISP000008869,CALL00008869,NO_ANSWER,2026-01-11 10:56:00
DISP000008870,CALL00008870,PROMISE,2026-04-24 07:24:00
DISP000008871,CALL00008871,NA,2026-04-07 22:39:00
DISP000008872,CALL00008872,BUSY,2026-01-03 22:52:00
DISP000008873,CALL00008873,NO_ANSWER,2025-12-12 23:56:00
DISP000008874,CALL00008874,ANSWERED,2025-10-07 06:20:00
DISP000008875,CALL00008875,CONNECTED,2026-07-14 17:28:00
DISP000008876,CALL00008876,WRONG_PARTY,2025-11-11 10:49:00
DISP000008877,CALL00008877,PROMISE,2026-06-21 19:03:00
DISP000008878,CALL00008878,PROMISE,2026-08-19 21:29:00
DISP000008879,CALL00008879,CONNECTED,2026-08-11 20:51:00
DISP000008880,CALL00008880,ANSWERED,2026-01-06 10:31:00
DISP000008881,CALL00008881,NA,2026-08-01 20:52:00
DISP000008882,CALL00008882,ANSWERED,2025-11-17 08:00:00
DISP000008883,CALL00008883,NO_ANSWER,2026-03-15 14:12:00
DISP000008884,CALL00008884,ANSWERED,2025-10-01 12:34:00
DISP000008885,CALL00008885,NO_ANSWER,2026-02-26 06:35:00
DISP000008886,CALL00008886,NO_ANSWER,2025-10-25 06:00:00
DISP000008887,CALL00008887,WRONG_PARTY,2026-03-08 15:23:00
DISP000008888,CALL00008888,NA,2026-05-11 22:24:00
DISP000008889,CALL00008889,NO_ANSWER,2025-10-08 09:50:00
DISP000008890,CALL00008890,BUSY,2026-02-14 21:09:00
DISP000008891,CALL00008891,BUSY,2025-09-21 16:50:00
DISP000008892,CALL00008892,NO_ANSWER,2026-01-14 16:21:00
DISP000008893,CALL00008893,PTP,2025-09-24 19:54:00
DISP000008894,CALL00008894,ANSWERED,2025-12-22 17:43:00
DISP000008895,CALL00008895,ANSWERED,2025-10-03 08:12:00
DISP000008896,CALL00008896,WRONG_PARTY,2026-03-24 21:00:00
DISP000008897,CALL00008897,WRONG_PARTY,2025-12-04 10:57:00
DISP000008898,CALL00008898,ANSWERED,2025-10-01 14:41:00
DISP000008899,CALL00008899,NA,2026-07-26 18:09:00
DISP000008900,CALL00008900,PTP,2026-01-23 10:43:00
DISP000008901,CALL00008901,NO_ANSWER,2025-11-17 17:33:00
DISP000008902,CALL00008902,ANSWERED,2026-03-14 06:18:00
DISP000008903,CALL00008903,NO_ANSWER,2026-03-02 23:16:00
DISP000008904,CALL00008904,PROMISE,2026-04-22 16:36:00
DISP000008905,CALL00008905,ANSWERED,2025-11-13 10:20:00
DISP000008906,CALL00008906,NO_ANSWER,2026-01-26 11:45:00
DISP000008907,CALL00008907,PROMISE,2026-04-25 08:16:00
DISP000008908,CALL00008908,WRONG_NUMBER,2026-06-15 07:26:00
DISP000008909,CALL00008909,NO_ANSWER,2026-03-21 20:00:00
DISP000008910,CALL00008910,WRONG_PARTY,2026-01-16 07:13:00
DISP000008911,CALL00008911,BUSY,2026-03-24 10:30:00
DISP000008912,CALL00008912,CONNECTED,2026-04-25 22:12:00
DISP000008913,CALL00008913,NO_ANSWER,2026-01-25 12:02:00
DISP000008914,CALL00008914,BUSY,2025-10-04 14:25:00
DISP000008915,CALL00008915,BUSY,2026-08-05 22:42:00
DISP000008916,CALL00008916,WRONG_NUMBER,2026-06-10 09:58:00
DISP000008917,CALL00008917,ANSWERED,2025-10-04 19:44:00
DISP000008918,CALL00008918,ANSWERED,2026-03-22 21:02:00
DISP000008919,CALL00008919,BUSY,2025-12-27 19:32:00
DISP000008920,CALL00008920,CONNECTED,2026-06-18 22:16:00
DISP000008921,CALL00008921,NO_ANSWER,2025-11-06 18:39:00
DISP000008922,CALL00008922,BUSY,2026-02-23 23:37:00
DISP000008923,CALL00008923,NA,2026-06-11 09:47:00
DISP000008924,CALL00008924,NA,2026-06-05 13:52:00
DISP000008925,CALL00008925,BUSY,2025-10-20 20:00:00
DISP000008926,CALL00008926,BUSY,2026-05-10 21:09:00
DISP000008927,CALL00008927,PTP,2025-12-26 11:58:00
DISP000008928,CALL00008928,WRONG_PARTY,2025-11-13 10:02:00
DISP000008929,CALL00008929,NA,2026-05-14 12:48:00
DISP000008930,CALL00008930,BUSY,2026-02-15 15:49:00
DISP000008931,CALL00008931,NA,2026-04-14 13:42:00
DISP000008932,CALL00008932,NO_ANSWER,2025-10-06 23:49:00
DISP000008933,CALL00008933,NO_ANSWER,2025-10-15 11:21:00
DISP000008934,CALL00008934,ANSWERED,2025-12-01 20:40:00
DISP000008935,CALL00008935,BUSY,2026-01-06 23:21:00
DISP000008936,CALL00008936,WRONG_NUMBER,2026-07-24 21:08:00
DISP000008937,CALL00008937,NA,2026-06-04 07:50:00
DISP000008938,CALL00008938,NA,2026-04-05 12:16:00
DISP000008939,CALL00008939,ANSWERED,2025-12-24 10:43:00
DISP000008940,CALL00008940,CONNECTED,2026-04-22 15:38:00
DISP000008941,CALL00008941,NA,2026-05-25 21:58:00
DISP000008942,CALL00008942,ANSWERED,2025-12-04 18:37:00
DISP000008943,CALL00008943,BUSY,2026-01-25 08:40:00
DISP000008944,CALL00008944,NO_ANSWER,2025-10-12 13:43:00
DISP000008945,CALL00008945,BUSY,2026-08-13 17:21:00
DISP000008946,CALL00008946,WRONG_NUMBER,2026-06-06 12:15:00
DISP000008947,CALL00008947,NA,2026-07-26 17:23:00
DISP000008948,CALL00008948,WRONG_NUMBER,2026-04-10 17:35:00
DISP000008949,CALL00008949,NA,2026-04-06 16:20:00
DISP000008950,CALL00008950,BUSY,2026-01-15 11:15:00
DISP000008951,CALL00008951,BUSY,2025-09-22 06:32:00
DISP000008952,CALL00008952,PROMISE,2026-07-08 18:00:00
DISP000008953,CALL00008953,ANSWERED,2025-09-08 13:56:00
DISP000008954,CALL00008954,NA,2026-07-07 23:03:00
DISP000008955,CALL00008955,ANSWERED,2025-09-10 08:50:00
DISP000008956,CALL00008956,NA,2026-08-13 22:49:00
DISP000008957,CALL00008957,NO_ANSWER,2025-12-10 11:25:00
DISP000008958,CALL00008958,NA,2026-05-18 18:51:00
DISP000008959,CALL00008959,BUSY,2025-12-02 17:20:00
DISP000008960,CALL00008960,WRONG_NUMBER,2026-08-26 20:45:00
DISP000008961,CALL00008961,WRONG_PARTY,2025-11-10 14:16:00
DISP000008962,CALL00008962,ANSWERED,2025-09-26 19:05:00
DISP000008963,CALL00008963,WRONG_NUMBER,2026-06-10 08:43:00
DISP000008964,CALL00008964,NA,2026-08-15 17:11:00
DISP000008965,CALL00008965,PROMISE,2026-07-24 07:27:00
DISP000008966,CALL00008966,CONNECTED,2026-07-04 23:58:00
DISP000008967,CALL00008967,PROMISE,2026-08-02 20:46:00
DISP000008968,CALL00008968,BUSY,2026-06-27 15:21:00
DISP000008969,CALL00008969,CONNECTED,2026-04-18 19:35:00
DISP000008970,CALL00008970,NO_ANSWER,2025-09-03 07:07:00
DISP000008971,CALL00008971,NA,2026-08-03 13:55:00
DISP000008972,CALL00008972,NO_ANSWER,2026-02-20 14:28:00
DISP000008973,CALL00008973,NA,2026-06-11 19:53:00
DISP000008974,CALL00008974,NA,2026-04-17 14:50:00
DISP000008975,CALL00008975,WRONG_PARTY,2026-03-20 17:52:00
DISP000008976,CALL00008976,CONNECTED,2026-07-11 08:37:00
DISP000008977,CALL00008977,WRONG_PARTY,2025-11-04 06:01:00
DISP000008978,CALL00008978,ANSWERED,2026-02-03 20:41:00
DISP000008979,CALL00008979,PTP,2026-02-09 15:34:00
DISP000008980,CALL00008980,NO_ANSWER,2026-03-11 21:07:00
DISP000008981,CALL00008981,CONNECTED,2026-07-01 15:40:00
DISP000008982,CALL00008982,NO_ANSWER,2025-10-01 07:57:00
DISP000008983,CALL00008983,NA,2026-04-25 21:45:00
DISP000008984,CALL00008984,NO_ANSWER,2026-02-19 17:22:00
DISP000008985,CALL00008985,WRONG_NUMBER,2026-07-06 13:32:00
DISP000008986,CALL00008986,NO_ANSWER,2026-02-18 09:43:00
DISP000008987,CALL00008987,NO_ANSWER,2025-11-15 13:45:00
DISP000008988,CALL00008988,ANSWERED,2026-03-04 09:28:00
DISP000008989,CALL00008989,NA,2026-06-13 09:41:00
DISP000008990,CALL00008990,ANSWERED,2026-03-05 18:17:00
DISP000008991,CALL00008991,BUSY,2026-06-13 14:48:00
DISP000008992,CALL00008992,WRONG_PARTY,2025-09-20 21:05:00
DISP000008993,CALL00008993,NO_ANSWER,2025-12-12 20:46:00
DISP000008994,CALL00008994,NA,2026-08-22 07:09:00
DISP000008995,CALL00008995,CONNECTED,2026-07-09 21:32:00
DISP000008996,CALL00008996,NO_ANSWER,2026-03-10 17:13:00
DISP000008997,CALL00008997,NO_ANSWER,2025-12-03 18:06:00
DISP000008998,CALL00008998,BUSY,2025-12-19 06:34:00
DISP000008999,CALL00008999,NA,2026-05-10 12:38:00
DISP000009000,CALL00009000,NA,2026-05-12 11:16:00
DISP000009001,CALL00009001,NO_ANSWER,2025-12-04 16:03:00
DISP000009002,CALL00009002,WRONG_NUMBER,2026-06-02 09:18:00
DISP000009003,CALL00009003,NA,2026-05-23 08:06:00
DISP000009004,CALL00009004,CONNECTED,2026-07-18 16:43:00
DISP000009005,CALL00009005,PTP,2025-09-01 09:15:00
DISP000009006,CALL00009006,ANSWERED,2025-09-14 21:24:00
DISP000009007,CALL00009007,NA,2026-05-21 09:09:00
DISP000009008,CALL00009008,ANSWERED,2026-03-16 09:03:00
DISP000009009,CALL00009009,PROMISE,2026-05-26 17:28:00
DISP000009010,CALL00009010,BUSY,2025-09-14 23:51:00
DISP000009011,CALL00009011,NO_ANSWER,2025-09-21 21:53:00
DISP000009012,CALL00009012,BUSY,2026-03-11 13:08:00
DISP000009013,CALL00009013,NO_ANSWER,2025-12-09 09:22:00
DISP000009014,CALL00009014,NO_ANSWER,2025-10-24 19:50:00
DISP000009015,CALL00009015,NO_ANSWER,2026-02-15 06:12:00
DISP000009016,CALL00009016,PTP,2026-03-09 15:34:00
DISP000009017,CALL00009017,ANSWERED,2025-12-14 12:36:00
DISP000009018,CALL00009018,PTP,2025-11-17 13:10:00
DISP000009019,CALL00009019,ANSWERED,2025-09-05 11:32:00
DISP000009020,CALL00009020,WRONG_PARTY,2025-10-09 07:12:00
DISP000009021,CALL00009021,WRONG_NUMBER,2026-07-21 06:27:00
DISP000009022,CALL00009022,NO_ANSWER,2025-09-08 23:10:00
DISP000009023,CALL00009023,NA,2026-04-09 07:13:00
DISP000009024,CALL00009024,CONNECTED,2026-05-26 20:00:00
DISP000009025,CALL00009025,NA,2026-08-04 14:53:00
DISP000009026,CALL00009026,BUSY,2026-01-13 18:52:00
DISP000009027,CALL00009027,WRONG_PARTY,2025-10-17 14:41:00
DISP000009028,CALL00009028,NO_ANSWER,2026-03-27 06:19:00
DISP000009029,CALL00009029,WRONG_PARTY,2025-09-15 08:19:00
DISP000009030,CALL00009030,ANSWERED,2026-02-03 06:45:00
DISP000009031,CALL00009031,NA,2026-08-03 14:43:00
DISP000009032,CALL00009032,WRONG_PARTY,2025-10-23 09:50:00
DISP000009033,CALL00009033,CONNECTED,2026-07-03 22:46:00
DISP000009034,CALL00009034,PROMISE,2026-05-10 21:39:00
DISP000009035,CALL00009035,ANSWERED,2025-12-04 23:47:00
DISP000009036,CALL00009036,ANSWERED,2026-03-20 08:05:00
DISP000009037,CALL00009037,ANSWERED,2025-09-19 22:00:00
DISP000009038,CALL00009038,CONNECTED,2026-08-04 09:29:00
DISP000009039,CALL00009039,WRONG_PARTY,2026-01-06 22:36:00
