borrower_id,client,geography,language,borrower_segment,income_band
B00537,Client_B,East,Tamil,Salaried,20K-40K
B00538,Client_C,South,Bengali,Salaried,40K-70K
B00539,Client_A,North,Tamil,Informal,>70K
B00540,Client_D,South,Telugu,Self_Employed,40K-70K
B00541,Client_C,West,English,Self_Employed,>70K
B00542,Client_C,East,Tamil,Salaried,40K-70K
B00543,Client_D,South,Hindi,Salaried,20K-40K
B00544,Client_A,South,Tamil,Salaried,20K-40K
B00545,Client_A,East,Tamil,Salaried,>70K
B00546,Client_D,West,English,Salaried,40K-70K
B00547,Client_D,North,Tamil,Salaried,<20K
B00548,Client_A,South,English,Informal,40K-70K
B00549,Client_C,South,Tamil,Salaried,20K-40K
B00550,Client_A,South,English,Salaried,>70K
B00551,Client_A,North,Telugu,Self_Employed,40K-70K
B00552,Client_A,South,Telugu,Self_Employed,20K-40K
B00553,Client_A,South,Tamil,Informal,20K-40K
B00554,Client_B,East,Hindi,Salaried,20K-40K
B00555,Client_D,South,Hindi,Self_Employed,>70K
B00556,Client_B,South,English,Salaried,20K-40K
B00557,Client_A,East,Tamil,Informal,20K-40K
B00558,Client_A,West,Bengali,Salaried,20K-40K
B00559,Client_A,East,English,Self_Employed,>70K
B00560,Client_A,North,Bengali,Salaried,20K-40K
B00561,Client_B,East,Tamil,Salaried,20K-40K
B00562,Client_B,West,English,Salaried,20K-40K
B00563,Client_A,North,Bengali,Salaried,20K-40K
B00564,Client_B,West,Tamil,Salaried,40K-70K
B00565,Client_A,West,Hindi,Salaried,>70K
B00566,Client_C,East,Bengali,Informal,40K-70K
B00567,Client_B,North,Tamil,Salaried,40K-70K
B00568,Client_A,West,Bengali,Self_Employed,<20K
B00569,Client_B,West,Tamil,Self_Employed,40K-70K
B00570,Client_A,South,Telugu,Self_Employed,20K-40K
B00571,Client_A,East,English,Self_Employed,40K-70K
B00572,Client_A,East,Telugu,Salaried,40K-70K
B00573,Client_C,South,Hindi,Salaried,>70K
B00574,Client_A,North,Telugu,Informal,>70K
B00575,Client_D,East,English,Informal,40K-70K
B00576,Client_B,East,Tamil,Salaried,>70K
B00577,Client_A,East,Hindi,Salaried,40K-70K
B00578,Client_C,East,Hindi,Salaried,40K-70K
B00579,Client_C,South,English,Salaried,40K-70K
B00580,Client_D,South,Telugu,Salaried,40K-70K
B00581,Client_A,West,Hindi,Self_Employed,>70K
B00582,Client_C,South,Tamil,Salaried,20K-40K
B00583,Client_D,West,Telugu,Salaried,<20K
B00584,Client_A,East,Bengali,Salaried,40K-70K
B00585,Client_B,West,Tamil,Informal,<20K
B00586,Client_B,South,English,Informal,>70K
B00587,Client_A,East,Tamil,Self_Employed,<20K
B00588,Client_D,West,English,Salaried,40K-70K
B00589,Client_C,South,Telugu,Self_Employed,>70K
B00590,Client_D,South,Hindi,Salaried,<20K
B00591,Client_B,West,English,Salaried,20K-40K
B00592,Client_B,West,Bengali,Self_Employed,40K-70K
B00593,Client_A,East,Telugu,Salaried,>70K
B00594,Client_A,North,Hindi,Salaried,<20K
B00595,Client_C,South,Telugu,Salaried,<20K
B00596,Client_D,West,Telugu,Salaried,>70K
B00597,Client_A,East,Telugu,Salaried,20K-40K
B00598,Client_A,East,Telugu,Self_Employed,40K-70K
B00599,Client_A,West,Hindi,Salaried,>70K
B00600,Client_B,North,Tamil,Informal,<20K
B00601,Client_C,North,Hindi,Self_Employed,<20K
B00602,Client_A,West,Telugu,Salaried,20K-40K
B00603,Client_B,South,Hindi,Salaried,20K-40K
B00604,Client_B,South,Hindi,Salaried,40K-70K
B00605,Client_C,South,Telugu,Salaried,>70K
B00606,Client_A,East,Hindi,Salaried,20K-40K
B00607,Client_A,North,Hindi,Self_Employed,>70K
B00608,Client_B,East,Tamil,Informal,40K-70K
B00609,Client_B,West,Telugu,Informal,20K-40K
B00610,Client_A,West,English,Salaried,40K-70K
B00611,Client_C,North,English,Salaried,<20K
B00612,Client_C,North,Bengali,Informal,>70K
B00613,Client_A,West,Tamil,Self_Employed,20K-40K
B00614,Client_B,West,Tamil,Salaried,<20K
B00615,Client_C,West,Hindi,Salaried,>70K
B00616,Client_D,South,Tamil,Salaried,40K-70K
B00617,Client_A,East,Telugu,Salaried,20K-40K
B00618,Client_C,East,English,Salaried,<20K
B00619,Client_A,East,Hindi,Informal,40K-70K
B00620,Client_C,North,Bengali,Salaried,20K-40K
B00621,Client_B,North,Hindi,Informal,20K-40K
B00622,Client_D,East,English,Self_Employed,40K-70K
B00623,Client_B,North,Telugu,Informal,<20K
B00624,Client_A,North,Telugu,Salaried,20K-40K
B00625,Client_C,South,Hindi,Informal,40K-70K
B00626,Client_A,East,Telugu,Self_Employed,20K-40K
B00627,Client_C,South,Hindi,Self_Employed,<20K
B00628,Client_A,North,Tamil,Informal,40K-70K
B00629,Client_A,East,Hindi,Self_Employed,20K-40K
B00630,Client_C,South,Telugu,Informal,40K-70K
B00631,Client_A,North,Tamil,Salaried,40K-70K
B00632,Client_B,South,English,Salaried,<20K
B00633,Client_C,South,Bengali,Salaried,20K-40K
B00634,Client_C,North,Hindi,Salaried,>70K
B00635,Client_D,West,Telugu,Self_Employed,>70K
B00636,Client_B,East,Hindi,Salaried,<20K
B00637,Client_A,East,Bengali,Self_Employed,>70K
B00638,Client_A,North,Telugu,Salaried,>70K
B00639,Client_B,East,Bengali,Salaried,<20K
B00640,Client_A,South,Bengali,Salaried,40K-70K
B00641,Client_C,North,Tamil,Informal,20K-40K
B00642,Client_A,West,Telugu,Informal,>70K
B00643,Client_A,West,English,Salaried,<20K
B00644,Client_D,South,Tamil,Salaried,>70K
B00645,Client_C,East,Tamil,Self_Employed,20K-40K
B00646,Client_A,South,Bengali,Salaried,40K-70K
B00647,Client_A,West,Hindi,Salaried,<20K
B00648,Client_C,North,Telugu,Self_Employed,20K-40K
B00649,Client_B,South,Telugu,Salaried,<20K
B00650,Client_A,North,Bengali,Salaried,20K-40K
B00651,Client_B,South,English,Informal,40K-70K
B00652,Client_D,North,Telugu,Self_Employed,20K-40K
B00653,Client_A,West,Tamil,Informal,40K-70K
B00654,Client_D,West,English,Self_Employed,20K-40K
B00655,Client_B,West,Hindi,Self_Employed,20K-40K
B00656,Client_A,East,Tamil,Salaried,20K-40K
B00657,Client_C,West,Tamil,Salaried,40K-70K
B00658,Client_A,West,Tamil,Salaried,20K-40K
B00659,Client_B,North,Tamil,Self_Employed,>70K
B00660,Client_B,South,Hindi,Salaried,<20K
B00661,Client_A,East,English,Self_Employed,40K-70K
B00662,Client_D,North,Hindi,Salaried,<20K
B00663,Client_C,West,Hindi,Salaried,40K-70K
B00664,Client_A,South,Telugu,Informal,20K-40K
B00665,Client_A,North,Tamil,Self_Employed,>70K
B00666,Client_A,North,Tamil,Self_Employed,<20K
B00667,Client_B,South,Telugu,Salaried,<20K
B00668,Client_A,South,Telugu,Salaried,>70K
B00669,Client_B,South,English,Salaried,40K-70K
B00670,Client_C,West,Bengali,Salaried,40K-70K
B00671,Client_D,North,Tamil,Self_Employed,20K-40K
B00672,Client_A,West,Tamil,Informal,20K-40K
B00673,Client_A,East,Bengali,Salaried,>70K
B00674,Client_B,West,Hindi,Informal,40K-70K
B00675,Client_B,South,Hindi,Self_Employed,40K-70K
B00676,Client_B,West,Telugu,Salaried,>70K
B00677,Client_B,South,Bengali,Informal,20K-40K
B00678,Client_C,West,Hindi,Informal,40K-70K
B00679,Client_A,South,Hindi,Salaried,>70K
B00680,Client_A,East,Tamil,Self_Employed,<20K
B00681,Client_B,South,Tamil,Salaried,>70K
B00682,Client_A,South,Telugu,Self_Employed,>70K
B00683,Client_B,East,Tamil,Self_Employed,>70K
B00684,Client_B,North,Bengali,Salaried,>70K
B00685,Client_D,East,Telugu,Salaried,<20K
B00686,Client_C,East,Bengali,Salaried,<20K
B00687,Client_A,East,English,Self_Employed,<20K
B00688,Client_A,South,Hindi,Self_Employed,<20K
B00689,Client_C,East,English,Salaried,>70K
B00690,Client_B,North,Hindi,Self_Employed,20K-40K
B00691,Client_A,West,Bengali,Informal,>70K
B00692,Client_B,North,English,Informal,<20K
B00693,Client_B,South,Tamil,Salaried,40K-70K
B00694,Client_C,West,English,Salaried,40K-70K
B00695,Client_C,West,Hindi,Salaried,40K-70K
B00696,Client_D,North,Telugu,Informal,40K-70K
B00697,Client_C,East,Tamil,Informal,>70K
B00698,Client_D,West,Tamil,Salaried,40K-70K
B00699,Client_A,West,English,Self_Employed,40K-70K
B00700,Client_A,North,Hindi,Informal,20K-40K
B00701,Client_A,East,English,Self_Employed,40K-70K
B00702,Client_D,North,Tamil,Self_Employed,<20K
B00703,Client_A,South,Tamil,Salaried,20K-40K
B00704,Client_B,East,Bengali,Informal,>70K
B00705,Client_B,West,Tamil,Salaried,<20K
B00706,Client_C,North,Bengali,Salaried,>70K
B00707,Client_B,South,English,Salaried,<20K
B00708,Client_A,North,Tamil,Salaried,>70K
B00709,Client_B,North,Telugu,Self_Employed,<20K
B00710,Client_A,West,Hindi,Salaried,<20K
B00711,Client_A,East,Telugu,Informal,>70K
B00712,Client_B,East,Tamil,Salaried,<20K
B00713,Client_A,South,Tamil,Salaried,>70K
B00714,Client_D,South,Bengali,Informal,20K-40K
B00715,Client_B,West,Tamil,Self_Employed,>70K
B00716,Client_A,East,Bengali,Salaried,>70K
B00717,Client_C,West,Telugu,Self_Employed,<20K
B00718,Client_A,North,English,Informal,20K-40K
B00719,Client_A,North,English,Salaried,>70K
B00720,Client_D,West,Tamil,Self_Employed,20K-40K
B00721,Client_A,South,English,Informal,40K-70K
B00722,Client_C,South,English,Self_Employed,<20K
B00723,Client_A,East,Tamil,Self_Employed,>70K
B00724,Client_B,East,Telugu,Self_Employed,20K-40K
B00725,Client_C,West,Hindi,Self_Employed,<20K
B00726,Client_A,West,Bengali,Salaried,20K-40K
B00727,Client_A,West,English,Salaried,<20K
B00728,Client_B,North,Telugu,Informal,40K-70K
B00729,Client_B,West,Hindi,Salaried,20K-40K
B00730,Client_A,West,Hindi,Salaried,>70K
B00731,Client_B,East,Bengali,Salaried,40K-70K
B00732,Client_D,East,English,Informal,40K-70K
B00733,Client_A,West,Bengali,Informal,<20K
B00734,Client_C,West,Tamil,Self_Employed,40K-70K
B00735,Client_A,West,Tamil,Salaried,>70K
B00736,Client_B,West,Tamil,Self_Employed,20K-40K
B00737,Client_B,North,Telugu,Self_Employed,20K-40K
B00738,Client_B,North,Telugu,Salaried,20K-40K
B00739,Client_C,South,Bengali,Self_Employed,40K-70K
B00740,Client_C,East,English,Salaried,20K-40K
B00741,Client_C,West,Bengali,Self_Employed,<20K
B00742,Client_C,North,Hindi,Salaried,20K-40K
B00743,Client_D,East,Tamil,Salaried,>70K
B00744,Client_A,East,Telugu,Informal,20K-40K
B00745,Client_C,West,Tamil,Salaried,40K-70K
B00746,Client_B,North,Hindi,Self_Employed,<20K
B00747,Client_A,East,Telugu,Salaried,40K-70K
B00748,Client_A,West,English,Salaried,40K-70K
B00749,Client_C,East,Hindi,Salaried,20K-40K
B00750,Client_B,South,English,Self_Employed,20K-40K
B00751,Client_A,North,English,Informal,20K-40K
B00752,Client_B,South,English,Informal,40K-70K
B00753,Client_A,West,Telugu,Informal,<20K
B00754,Client_B,North,Tamil,Salaried,40K-70K
B00755,Client_B,East,Telugu,Self_Employed,>70K
B00756,Client_C,North,Bengali,Self_Employed,>70K
B00757,Client_A,East,Bengali,Self_Employed,20K-40K
B00758,Client_A,South,English,Salaried,<20K
B00759,Client_B,West,English,Salaried,<20K
B00760,Client_C,South,Hindi,Salaried,<20K
B00761,Client_C,South,English,Salaried,20K-40K
B00762,Client_B,North,Hindi,Self_Employed,20K-40K
B00763,Client_B,East,English,Self_Employed,>70K
B00764,Client_C,South,Bengali,Salaried,40K-70K
B00765,Client_D,South,Telugu,Informal,20K-40K
B00766,Client_B,North,Bengali,Salaried,<20K
B00767,Client_D,North,Hindi,Salaried,>70K
B00768,Client_A,North,English,Salaried,>70K
B00769,Client_A,West,English,Self_Employed,40K-70K
B00770,Client_A,East,Tamil,Informal,20K-40K
B00771,Client_C,West,English,Self_Employed,20K-40K
B00772,Client_D,South,English,Salaried,<20K
B00773,Client_B,East,English,Self_Employed,>70K
B00774,Client_C,West,Telugu,Self_Employed,20K-40K
B00775,Client_A,South,Telugu,Self_Employed,<20K
B00776,Client_B,South,English,Salaried,40K-70K
B00777,Client_B,South,Telugu,Self_Employed,<20K
B00778,Client_B,North,English,Salaried,40K-70K
B00779,Client_A,East,Hindi,Salaried,20K-40K
B00780,Client_B,East,Bengali,Salaried,40K-70K
B00781,Client_C,North,Tamil,Salaried,20K-40K
B00782,Client_B,North,Bengali,Self_Employed,20K-40K
B00783,Client_C,South,Hindi,Salaried,40K-70K
B00784,Client_B,North,Hindi,Salaried,20K-40K
B00785,Client_D,South,Tamil,Self_Employed,>70K
B00786,Client_B,West,Telugu,Salaried,>70K
B00787,Client_D,East,English,Salaried,40K-70K
B00788,Client_B,South,Telugu,Self_Employed,20K-40K
B00789,Client_C,East,English,Self_Employed,20K-40K
B00790,Client_A,North,English,Salaried,>70K
B00791,Client_A,South,Tamil,Informal,>70K
B00792,Client_D,North,Telugu,Self_Employed,40K-70K
B00793,Client_B,West,Hindi,Informal,40K-70K
B00794,Client_A,East,Hindi,Self_Employed,40K-70K
B00795,Client_B,West,Tamil,Salaried,<20K
B00796,Client_D,North,Telugu,Salaried,40K-70K
B00797,Client_C,South,Bengali,Self_Employed,<20K
B00798,Client_D,North,Bengali,Salaried,>70K
B00799,Client_D,West,Hindi,Self_Employed,<20K
B00800,Client_B,East,Tamil,Salaried,40K-70K
B00801,Client_A,South,Bengali,Salaried,20K-40K
B00802,Client_A,East,Telugu,Salaried,<20K
B00803,Client_A,South,Hindi,Salaried,40K-70K
B00804,Client_B,West,Bengali,Self_Employed,20K-40K
B00805,Client_D,North,Telugu,Salaried,20K-40K
B00806,Client_A,South,Bengali,Informal,20K-40K
B00807,Client_C,South,Bengali,Salaried,20K-40K
B00808,Client_C,West,Hindi,Self_Employed,40K-70K
B00809,Client_C,North,Hindi,Self_Employed,>70K
B00810,Client_A,South,Tamil,Self_Employed,>70K
B00811,Client_A,South,Telugu,Informal,<20K
B00812,Client_C,West,Bengali,Salaried,40K-70K
B00813,Client_B,North,Telugu,Self_Employed,20K-40K
B00814,Client_B,East,Bengali,Informal,20K-40K
B00815,Client_A,West,Hindi,Salaried,40K-70K
B00816,Client_A,East,Hindi,Self_Employed,>70K
B00817,Client_D,North,English,Salaried,>70K
B00818,Client_C,East,English,Salaried,20K-40K
B00819,Client_D,West,Bengali,Salaried,>70K
B00820,Client_C,East,Tamil,Self_Employed,<20K
B00821,Client_B,East,Telugu,Self_Employed,>70K
B00822,Client_C,West,English,Salaried,<20K
B00823,Client_A,West,Hindi,Salaried,<20K
B00824,Client_C,West,Telugu,Salaried,20K-40K
B00825,Client_A,West,Tamil,Self_Employed,20K-40K
B00826,Client_B,North,English,Salaried,>70K
B00827,Client_D,North,Hindi,Salaried,20K-40K
B00828,Client_B,West,English,Self_Employed,20K-40K
B00829,Client_D,South,English,Self_Employed,<20K
B00830,Client_B,North,Telugu,Salaried,40K-70K
B00831,Client_A,East,Hindi,Salaried,>70K
B00832,Client_A,East,Tamil,Informal,40K-70K
B00833,Client_A,South,Telugu,Self_Employed,40K-70K
B00834,Client_B,East,Bengali,Self_Employed,>70K
B00835,Client_C,East,Tamil,Self_Employed,<20K
B00836,Client_A,East,Hindi,Informal,<20K
B00837,Client_B,South,English,Self_Employed,20K-40K
B00838,Client_D,North,Hindi,Informal,20K-40K
B00839,Client_B,West,Hindi,Self_Employed,20K-40K
B00840,Client_D,West,Hindi,Informal,>70K
B00841,Client_C,East,Tamil,Self_Employed,>70K
B00842,Client_B,East,English,Salaried,40K-70K
B00843,Client_B,South,English,Self_Employed,<20K
B00844,Client_A,West,Hindi,Informal,20K-40K
B00845,Client_B,East,Bengali,Informal,>70K
B00846,Client_C,South,Bengali,Self_Employed,<20K
B00847,Client_A,North,Tamil,Salaried,20K-40K
B00848,Client_A,West,Bengali,Informal,<20K
B00849,Client_A,West,Bengali,Informal,20K-40K
B00850,Client_A,West,English,Self_Employed,20K-40K
B00851,Client_A,West,Hindi,Self_Employed,<20K
B00852,Client_C,South,Bengali,Self_Employed,<20K
B00853,Client_B,North,English,Self_Employed,<20K
B00854,Client_B,North,Tamil,Self_Employed,20K-40K
B00855,Client_A,East,Tamil,Salaried,>70K
B00856,Client_A,East,Tamil,Informal,40K-70K
B00857,Client_B,East,Bengali,Salaried,>70K
B00858,Client_C,East,Hindi,Self_Employed,<20K
B00859,Client_A,East,English,Self_Employed,40K-70K
B00860,Client_B,North,Bengali,Salaried,20K-40K
B00861,Client_B,West,English,Salaried,40K-70K
B00862,Client_D,West,English,Salaried,40K-70K
B00863,Client_A,South,Hindi,Self_Employed,<20K
B00864,Client_B,South,Bengali,Salaried,<20K
B00865,Client_B,South,Hindi,Self_Employed,40K-70K
B00866,Client_A,East,Bengali,Self_Employed,20K-40K
B00867,Client_B,North,Telugu,Salaried,<20K
B00868,Client_D,North,Tamil,Salaried,40K-70K
B00869,Client_A,South,Tamil,Self_Employed,>70K
B00870,Client_B,South,Tamil,Salaried,>70K
B00871,Client_A,North,Telugu,Self_Employed,40K-70K
B00872,Client_B,West,Telugu,Self_Employed,20K-40K
B00873,Client_D,East,Bengali,Informal,>70K
B00874,Client_B,North,Bengali,Salaried,40K-70K
B00875,Client_A,West,English,Informal,40K-70K
B00876,Client_A,West,Telugu,Self_Employed,40K-70K
B00877,Client_B,East,Hindi,Informal,40K-70K
B00878,Client_D,North,English,Self_Employed,40K-70K
B00879,Client_B,South,Tamil,Salaried,20K-40K
B00880,Client_B,North,English,Self_Employed,<20K
B00881,Client_C,West,Telugu,Informal,<20K
B00882,Client_A,South,English,Self_Employed,40K-70K
B00883,Client_D,North,Bengali,Self_Employed,20K-40K
B00884,Client_B,East,Tamil,Self_Employed,<20K
B00885,Client_A,West,Hindi,Salaried,20K-40K
B00886,Client_C,North,English,Salaried,>70K
B00887,Client_A,West,English,Salaried,<20K
B00888,Client_A,North,English,Salaried,<20K
B00889,Client_A,North,Hindi,Salaried,>70K
B00890,Client_C,West,English,Informal,40K-70K
B00891,Client_A,North,Telugu,Informal,>70K
B00892,Client_B,South,Tamil,Salaried,<20K
B00893,Client_A,East,Tamil,Self_Employed,>70K
B00894,Client_B,East,English,Self_Employed,40K-70K
B00895,Client_A,East,Bengali,Salaried,<20K
B00896,Client_C,West,Tamil,Salaried,<20K
B00897,Client_D,East,Tamil,Self_Employed,20K-40K
B00898,Client_A,North,Telugu,Salaried,20K-40K
B00899,Client_B,North,Bengali,Salaried,>70K
B00900,Client_B,South,Tamil,Salaried,20K-40K
B00901,Client_C,East,Bengali,Informal,40K-70K
B00902,Client_A,East,Hindi,Self_Employed,20K-40K
B00903,Client_C,North,Hindi,Salaried,40K-70K
B00904,Client_C,West,Hindi,Salaried,20K-40K
B00905,Client_C,West,Hindi,Self_Employed,40K-70K
B00906,Client_B,East,Tamil,Self_Employed,20K-40K
B00907,Client_C,West,Bengali,Self_Employed,40K-70K
B00908,Client_B,West,Bengali,Salaried,>70K
B00909,Client_A,East,Tamil,Salaried,<20K
B00910,Client_A,East,English,Salaried,>70K
B00911,Client_B,West,English,Informal,40K-70K
B00912,Client_B,East,Bengali,Salaried,20K-40K
B00913,Client_C,South,Telugu,Self_Employed,>70K
B00914,Client_C,North,Hindi,Self_Employed,40K-70K
B00915,Client_A,East,Hindi,Informal,40K-70K
B00916,Client_B,West,Hindi,Salaried,<20K
B00917,Client_C,West,Tamil,Self_Employed,20K-40K
B00918,Client_B,West,Telugu,Self_Employed,40K-70K
B00919,Client_A,West,Bengali,Informal,40K-70K
B00920,Client_D,East,English,Informal,<20K
B00921,Client_B,North,Telugu,Salaried,40K-70K
B00922,Client_A,North,Tamil,Informal,>70K
B00923,Client_B,East,English,Salaried,40K-70K
B00924,Client_A,East,Hindi,Informal,<20K
B00925,Client_A,West,Telugu,Salaried,<20K
B00926,Client_C,South,Telugu,Informal,>70K
B00927,Client_C,East,Hindi,Salaried,<20K
B00928,Client_B,West,Telugu,Salaried,20K-40K
B00929,Client_A,North,Telugu,Salaried,<20K
B00930,Client_B,South,Telugu,Informal,20K-40K
B00931,Client_B,North,Hindi,Salaried,40K-70K
B00932,Client_B,East,English,Salaried,>70K
B00933,Client_A,West,Bengali,Self_Employed,40K-70K
B00934,Client_C,South,Hindi,Informal,>70K
B00935,Client_A,North,English,Informal,>70K
B00936,Client_A,South,Tamil,Salaried,<20K
B00937,Client_C,South,Telugu,Salaried,>70K
B00938,Client_C,East,Tamil,Salaried,20K-40K
B00939,Client_A,North,Hindi,Salaried,<20K
B00940,Client_A,South,English,Informal,>70K
B00941,Client_B,North,Telugu,Salaried,>70K
B00942,Client_D,East,Telugu,Informal,20K-40K
B00943,Client_A,North,English,Salaried,>70K
B00944,Client_B,East,Hindi,Salaried,40K-70K
B00945,Client_A,West,English,Salaried,>70K
B00946,Client_C,East,English,Informal,>70K
B00947,Client_B,South,Bengali,Informal,20K-40K
B00948,Client_B,West,English,Self_Employed,<20K
B00949,Client_C,East,English,Salaried,40K-70K
B00950,Client_B,West,Bengali,Self_Employed,40K-70K
B00951,Client_A,East,Telugu,Self_Employed,20K-40K
B00952,Client_B,North,Telugu,Self_Employed,20K-40K
B00953,Client_D,East,Telugu,Salaried,<20K
B00954,Client_C,North,Bengali,Self_Employed,>70K
B00955,Client_B,South,Bengali,Salaried,40K-70K
B00956,Client_C,West,Hindi,Salaried,40K-70K
B00957,Client_A,East,Hindi,Informal,<20K
B00958,Client_B,East,Telugu,Self_Employed,<20K
B00959,Client_D,East,Hindi,Salaried,40K-70K
B00960,Client_A,North,English,Informal,20K-40K
B00961,Client_D,East,Hindi,Self_Employed,20K-40K
B00962,Client_C,East,Bengali,Salaried,40K-70K
B00963,Client_C,West,Tamil,Salaried,20K-40K
B00964,Client_B,East,Tamil,Informal,40K-70K
B00965,Client_A,North,English,Salaried,20K-40K
B00966,Client_A,West,Bengali,Salaried,20K-40K
B00967,Client_C,North,Tamil,Self_Employed,>70K
B00968,Client_B,West,Hindi,Self_Employed,<20K
B00969,Client_C,South,Telugu,Self_Employed,<20K
B00970,Client_A,East,Tamil,Salaried,20K-40K
B00971,Client_C,South,Telugu,Informal,>70K
B00972,Client_D,South,Hindi,Salaried,<20K
B00973,Client_C,North,Hindi,Salaried,<20K
B00974,Client_A,South,Tamil,Salaried,>70K
B00975,Client_A,South,Telugu,Salaried,>70K
B00976,Client_A,North,Tamil,Informal,<20K
B00977,Client_A,East,Hindi,Informal,20K-40K
B00978,Client_C,East,Hindi,Salaried,>70K
B00979,Client_B,East,Tamil,Salaried,20K-40K
B00980,Client_C,West,Hindi,Salaried,<20K
B00981,Client_A,East,Tamil,Self_Employed,>70K
B00982,Client_A,East,Telugu,Informal,20K-40K
B00983,Client_D,South,Hindi,Salaried,20K-40K
B00984,Client_D,East,Hindi,Salaried,<20K
B00985,Client_A,North,Tamil,Informal,40K-70K
B00986,Client_C,South,Telugu,Self_Employed,20K-40K
B00987,Client_B,South,Tamil,Salaried,20K-40K
B00988,Client_A,West,Tamil,Self_Employed,>70K
B00989,Client_B,East,Bengali,Salaried,>70K
B00990,Client_A,South,Hindi,Informal,20K-40K
B00991,Client_B,South,Hindi,Salaried,20K-40K
B00992,Client_D,East,Telugu,Self_Employed,>70K
B00993,Client_C,West,Bengali,Informal,>70K
B00994,Client_A,North,Bengali,Informal,>70K
B00995,Client_C,South,Hindi,Informal,<20K
B00996,Client_A,West,Tamil,Salaried,<20K
B00997,Client_D,West,Hindi,Informal,>70K
B00998,Client_B,South,Bengali,Salaried,>70K
B00999,Client_B,North,Hindi,Self_Employed,>70K
B01000,Client_A,West,Hindi,Self_Employed,>70K
B01001,Client_A,South,Bengali,Informal,40K-70K
B01002,Client_B,North,English,Informal,40K-70K
B01003,Client_B,West,Bengali,Self_Employed,>70K
B01004,Client_C,West,Telugu,Informal,<20K
B01005,Client_A,North,Hindi,Salaried,20K-40K
B01006,Client_B,East,Hindi,Salaried,20K-40K
B01007,Client_A,West,Hindi,Informal,>70K
B01008,Client_B,North,Bengali,Self_Employed,20K-40K
B01009,Client_D,East,Hindi,Salaried,>70K
B01010,Client_A,West,Hindi,Self_Employed,>70K
B01011,Client_C,East,English,Self_Employed,>70K
B01012,Client_A,East,English,Informal,20K-40K
B01013,Client_D,South,Bengali,Informal,<20K
B01014,Client_B,West,Tamil,Self_Employed,>70K
B01015,Client_A,East,Hindi,Informal,20K-40K
B01016,Client_C,East,Hindi,Self_Employed,40K-70K
B01017,Client_D,West,Telugu,Informal,20K-40K
B01018,Client_A,North,Bengali,Informal,20K-40K
B01019,Client_A,North,English,Informal,>70K
B01020,Client_A,West,Telugu,Salaried,<20K
B01021,Client_B,West,Bengali,Self_Employed,<20K
B01022,Client_D,North,English,Informal,20K-40K
B01023,Client_D,East,Hindi,Salaried,20K-40K
B01024,Client_A,East,English,Salaried,>70K
B01025,Client_A,North,Hindi,Informal,20K-40K
B01026,Client_B,West,Telugu,Salaried,<20K
B01027,Client_B,North,Tamil,Salaried,<20K
B01028,Client_A,North,Tamil,Informal,>70K
B01029,Client_B,South,English,Salaried,20K-40K
B01030,Client_D,South,Telugu,Self_Employed,20K-40K
B01031,Client_A,West,Telugu,Salaried,20K-40K
B01032,Client_A,East,Tamil,Self_Employed,20K-40K
B01033,Client_C,West,English,Informal,>70K
B01034,Client_A,North,Telugu,Informal,40K-70K
B01035,Client_A,North,Tamil,Salaried,<20K
B01036,Client_A,North,Tamil,Self_Employed,<20K
B01037,Client_C,South,Telugu,Salaried,>70K
B01038,Client_A,North,Tamil,Self_Employed,40K-70K
B01039,Client_A,East,Tamil,Self_Employed,20K-40K
B01040,Client_B,West,Tamil,Self_Employed,>70K
B01041,Client_C,West,Telugu,Informal,20K-40K
B01042,Client_C,West,English,Informal,40K-70K
B01043,Client_B,East,Tamil,Informal,40K-70K
B01044,Client_D,North,Hindi,Salaried,40K-70K
B01045,Client_A,North,Hindi,Self_Employed,<20K
B01046,Client_B,West,Tamil,Salaried,20K-40K
B01047,Client_B,West,English,Self_Employed,20K-40K
B01048,Client_B,North,Telugu,Salaried,<20K
B01049,Client_A,East,Bengali,Self_Employed,>70K
B01050,Client_A,North,Telugu,Self_Employed,40K-70K
B01051,Client_D,South,Telugu,Self_Employed,<20K
B01052,Client_A,East,Hindi,Salaried,<20K
B01053,Client_B,North,English,Self_Employed,20K-40K
B01054,Client_D,East,Tamil,Salaried,<20K
B01055,Client_A,East,Bengali,Salaried,40K-70K
B01056,Client_B,East,Tamil,Salaried,>70K
B01057,Client_B,North,Hindi,Informal,>70K
B01058,Client_A,West,Tamil,Salaried,<20K
B01059,Client_A,South,Hindi,Salaried,>70K
B01060,Client_B,North,Bengali,Self_Employed,40K-70K
B01061,Client_B,North,Hindi,Self_Employed,20K-40K
B01062,Client_A,South,Hindi,Salaried,<20K
B01063,Client_A,East,English,Self_Employed,<20K
B01064,Client_C,East,Tamil,Self_Employed,<20K
B01065,Client_C,North,Telugu,Self_Employed,20K-40K
B01066,Client_B,North,Tamil,Self_Employed,20K-40K
B01067,Client_A,East,Hindi,Self_Employed,40K-70K
B01068,Client_C,East,Bengali,Salaried,40K-70K
B01069,Client_A,North,Telugu,Salaried,>70K
B01070,Client_C,West,Hindi,Self_Employed,40K-70K
B01071,Client_A,East,Bengali,Salaried,40K-70K
B01072,Client_D,East,English,Salaried,20K-40K
B01073,Client_C,North,Telugu,Salaried,<20K
B01074,Client_B,North,Tamil,Informal,>70K
B01075,Client_B,South,Tamil,Self_Employed,20K-40K
